"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","analysis","direction","tested_sets","pathway_id","pathway_name"
"hsa01522 Endocrine resistance",0.468758187057899,0.678162459145239,0.0101875432257442,0.26447812969766,0.991587333594133,60,"FOS;BIK;GNAS;BAX;ADCY7;MAP2K1;MDM2;PRKACA;GRB2;PIK3R3;CDKN1A;MAPK9;KRAS;E2F1;BCL2;CDKN2A;NRAS;RPS6KB1;MAPK3;RPS6KB2;PIK3R1;MAP2K2;E2F3;CDK4;ARAF","within15","Up",353,"hsa01522","Endocrine resistance"
"hsa01523 Antifolate resistance",0.559132357004697,0.747627734934311,0.01139355841558,-0.29962629306873,-0.928225112738586,20,"ABCC5;TNF;MTR;ABCC1;IKBKB","within15","Down",353,"hsa01523","Antifolate resistance"
"hsa01524 Platinum drug resistance",0.701434116176567,0.853814631070098,0.00748181943221669,0.23473510433825,0.864033546850808,54,"BBC3;GSTO1;BAX;BID;MLH1;ATP7A;SLC31A1;MDM2;FAS;ERCC1;PIK3R3;CDKN1A","within15","Up",353,"hsa01524","Platinum drug resistance"
"hsa02010 ABC transporters",0.297020484171322,0.534939953635085,0.0144684802739701,0.408853123410308,1.13609819589613,16,"ABCA1;TAP1;TAP2;ABCA2;ABCD3","within15","Up",353,"hsa02010","ABC transporters"
"hsa03008 Ribosome biogenesis in eukaryotes",0.000714030056771929,0.00924433225135605,0.213878881440171,0.469198726077508,1.79581835450532,67,"GTPBP4;IMP3;UTP4;EIF6;NXT1;POP4;WDR3;NOP10;GAR1;SNU13;RRP7A;SBDS;RAN;AK6;IMP4;WDR36;UTP18;POP7;FBL;DKC1;HEATR1;GNL3L;GNL2;TBL3;RIOK1;NHP2;CSNK2B;RPP38;WDR43;MPHOSPH10;CSNK2A1;POP1;NOP58;RCL1;XRN2;TCOF1","within15","Up",353,"hsa03008","Ribosome biogenesis in eukaryotes"
"hsa03010 Ribosome",6.71946222487357e-23,2.37197016538037e-20,0.554737367714857,0.630811622239593,2.78854566712617,166,"RPL39L;MRPS18A;RPL30;MRPL54;MRPL15;AURKAIP1;RPL21;RPL26L1;RPS4Y1;UBA52;RPS16;RPS13;RPL8;MRPL33;RPS27;RPL7;RPS15A;MRPS23;RPL23A;RPS27A;RPLP2;RPLP1;RPL37;RPS7;RPS28;RPL35A;RPS20;RPL27;RPS6;RPL38;MRPL43;RPS29;RPL18A;RPL36AL;RPL39;RPL17;RPL36;RPL11;RPS24;RPL9;RPS3A;RPL19;RPS4X;FAU;MRPL47;RPS25;RPL32;RPL27A;RPS19;RPS3;RPL22;RPS14;RPL24;MRPL58;RPL5;RPL18;MRPS2;RPS17;RPL37A;RPS12;RPL35;RPL34;MRPS7;RPS9;RPL13A;MRPS6;RPL3;RPS23;MRPL21;RPL23;RPL29;MRPL13;RPL14;RPS18;RPL12;RPL15;MRPL17;RPS2;RPL4;RPL6;RPL13;RPS21;MRPL36;GADD45GIP1;RPL10;RPS26;RPL7A;RPS15;RPLP0;MRPL41;RPS5;RPL41;RPL10A;RPL31;MRPL40;MRPS30;RPL36A;MRPS17;MRPS15;RPS8;MRPL20;MRPL50;MRPL27","within15","Up",353,"hsa03010","Ribosome"
"hsa03013 Nucleocytoplasmic transport",0.945951957295374,0.983068414052616,0.0089846390820493,-0.17218232923557,-0.760557518315824,98,"NUP88;XPO7;GLE1;THOC3;NUP210;PNN;THOC5;NUP62;UPF3B;IPO9;NUP107;AAAS;NCBP2;IPO8;SENP2;TNPO3;POM121C;NUP43;DDX39B;NUP160;RANBP2;IPO13;NUP188","within15","Down",353,"hsa03013","Nucleocytoplasmic transport"
"hsa03015 mRNA surveillance pathway",0.99594922174024,0.997736369004658,0.00500312273774946,0.150635431881425,0.597070178033707,81,"EIF4A3;MAGOH;ALYREF;NXT1;PABPC1;PPP1CC;GSPT1;PYM1;SSU72;SAP18;DAZAP1;PPP2R5A;SRRM1;ETF1;PPP2R5C;PABPC4","within15","Up",353,"hsa03015","mRNA surveillance pathway"
"hsa03018 RNA degradation",0.608835471820692,0.788650277483056,0.00833209472969319,0.239858033079225,0.918036291104636,67,"PNPT1;TOB2;LSM5;EXOSC6;EXOSC4;HSPD1;TENT4B;PABPC1;DCP2;TENT4A;ENO1;HSPA9;LSM2;LSM3","within15","Up",353,"hsa03018","RNA degradation"
"hsa03020 RNA polymerase",0.567195440186788,0.755547133531834,0.00918560482023642,0.285970680573338,0.927636598368283,30,"POLR2D;POLR1B;POLR2C;POLR3H;POLR2K;POLR2G;POLR2E;POLR2L;POLR3E;POLR3C;POLR2H;POLR2I","within15","Up",353,"hsa03020","RNA polymerase"
"hsa03022 Basal transcription factors",0.861512979989183,0.948095808385998,0.00632760494363848,0.218330228873092,0.746876918554857,38,"TAF4B;TAF5L;ERCC3;TBPL1;TAF10;TAF13","within15","Up",353,"hsa03022","Basal transcription factors"
"hsa03030 DNA replication",0.993134126293395,0.997736369004658,0.00772709361272328,-0.154396865721902,-0.547950350839445,34,"PRIM1;RNASEH2B;RFC3;POLD2;LIG1;RNASEH2C;POLD1;POLD4;POLE4;MCM7;PRIM2","within15","Down",353,"hsa03030","DNA replication"
"hsa03040 Spliceosome",0.00193125924137723,0.0181100211701047,0.180928604595735,0.367548673925193,1.58032337871728,136,"EIF4A3;PUF60;SNRPB2;SF3B6;MAGOH;ALYREF;RP9;LSM5;TXNL4A;SNRPB;SNRPD1;PHF5A;SNU13;HNRNPA1;SNRPA1;SRSF6;SRSF3;BUD31;SNRPC;SNRPF;SRSF9;PQBP1;PPIH;THOC7;HNRNPC;RBMX2;SNRPD2;SF3B4;LSM2;LSM3;RBM17;SRSF2;SF3B5;CHERP;SNRPG","within15","Up",353,"hsa03040","Spliceosome"
"hsa03050 Proteasome",0.00054918033747313,0.00837925505996343,0.213878881440171,0.533287908372837,1.88056919729581,44,"ADRM1;POMP;PSMB1;PSMB9;PSMB3;PSMA7;PSMD12;PSMD7;PSMB7;PSMD8;PSMC3;PSME2;PSMC4;PSME1;PSMC5;SEM1;PSMA4;PSMB8;PSMC1;PSMD6;PSMA3;PSME3;PSMB10;PSMB2;PSMD3;PSMA2;PSMD11","within15","Up",353,"hsa03050","Proteasome"
"hsa03060 Protein export",0.107917868424667,0.272107196813624,0.0249138929597135,0.409871489040784,1.32954816591566,30,"SPCS1;GET4;SRPRB;SEC11A;GET3;SEC61B;SRP9;SRP19;TMEM208;SPCS3;SEC61G;IMMP1L;SEC11C;GET1;SRP72;SRP68;SGTA;SPCS2","within15","Up",353,"hsa03060","Protein export"
"hsa03082 ATP-dependent chromatin remodeling",0.854267693575481,0.948095808385998,0.00596629139467994,0.199353922384779,0.7952240623219,84,"CHRAC1;ACTB;ACTG1;SMARCD3;BCL7B;MRGBP;BPTF;POLE3;HDAC1;ACTR6;UCHL5;MCRS1;MBD2;CDK2AP1;ACTR5;SMARCD2;ING3;HDAC2;MTA2;INO80","within15","Up",353,"hsa03082","ATP-dependent chromatin remodeling"
"hsa03083 Polycomb repressive complex",0.603172055093589,0.785681680620062,0.00831647219486702,0.236380927076946,0.924035101990854,75,"CBX2;TFDP1;UBE2D3;UBE2D1;SCML2;UBE2D2;PHF19;FOXK2;RNF2;ASXL1;SFMBT1;HDAC1;PHC2;L3MBTL1;SKP1;FBRS;RING1;EZH2;SUZ12;CBX6;MAX;CSNK2B;HDAC2;PHF1;CBX3;USP16","within15","Up",353,"hsa03083","Polycomb repressive complex"
"hsa03250 Viral life cycle - HIV-1",0.176620335013492,0.38265771666218,0.0236315590293387,-0.300058370072029,-1.18703842068647,55,"CD4;CXCR4;MAP1A;TRIM5;MLLT3;BICD1;CCNT2;SERINC3;SERINC5;TNPO3;KAT2A;PDCD6IP;RANBP2;CPSF6;APOBEC3F","within15","Down",353,"hsa03250","Viral life cycle - HIV-1"
"hsa03266 Virion - Herpesvirus",0.893204701520832,0.959169942762061,0.00751956599185704,-0.310913984060445,-0.632567756900699,5,"ITGA5;IDE;PILRB","within15","Down",353,"hsa03266","Virion - Herpesvirus"
"hsa03272 Virion - Hepatitis viruses",0.518789720917381,0.722896741463887,0.0119643412477846,-0.307683800674841,-0.95318681029014,20,"DPP4;LAMP2;CLDN5;OCLN;LDLR;CHMP7;PDCD6IP;IST1","within15","Down",353,"hsa03272","Virion - Hepatitis viruses"
"hsa03273 Virion - Lassa virus and SFTS virus",0.239872983178853,0.459144950705834,0.0181863757806033,-0.53865906863741,-1.22021664834409,7,"PCDH9;LAMP2;DAG1","within15","Down",353,"hsa03273","Virion - Lassa virus and SFTS virus"
"hsa03320 PPAR signaling pathway",0.342890128920531,0.58757386169392,0.0158237964925011,-0.306430557615632,-1.07051796006412,32,"SCD;ME3;ACSBG1;PPARA;ACSL6;APOA1;PCK2;ACOX3;ACAA1;ACOX1;SLC27A5;FADS2","within15","Down",353,"hsa03320","PPAR signaling pathway"
"hsa03410 Base excision repair",0.0880082599931167,0.240828804477288,0.0334884138461805,-0.357054064884986,-1.32419533529151,41,"PARP2;XRCC1;PARP3;MUTYH;APTX;POLG2;SMUG1;RFC3;POLD2;LIG1;UNG;PARG;POLD1;POLD4;NEIL3;POLE4","within15","Down",353,"hsa03410","Base excision repair"
"hsa03420 Nucleotide excision repair",0.997736369004658,0.997736369004658,0.00517793211080893,0.144728398987604,0.539424154504054,58,"POLR2D;POLR2C;ERCC3;RBX1;POLE3;POLR2K;ERCC1;RPA2;POLR2G;GTF2H3;POLR2E;POLR2L;PCNA;POLR2H;POLR2I;DDB2;POLR2J;POLD3;XPA;MNAT1;CDK7;RFC2;CUL4A;RFC5","within15","Up",353,"hsa03420","Nucleotide excision repair"
"hsa03430 Mismatch repair",0.974931905267531,0.986105909912432,0.00754548680459867,-0.182133360951474,-0.571815071999014,21,"RFC3;MSH3;POLD2;LIG1;MSH2;POLD1;POLD4;MSH6","within15","Down",353,"hsa03430","Mismatch repair"
"hsa03440 Homologous recombination",0.968183049011644,0.983068414052616,0.00558025724145063,0.184261046892849,0.623358138093684,36,"RBBP8;RAD51C;BRCA2;RPA2;SEM1;SSBP1","within15","Up",353,"hsa03440","Homologous recombination"
"hsa03450 Non-homologous end-joining",0.137407656145064,0.325536259189312,0.025232415670514,-0.486912228430404,-1.33328463768667,13,"DNTT;XRCC4;NHEJ1;LIG4;MRE11;XRCC5","within15","Down",353,"hsa03450","Non-homologous end-joining"
"hsa03460 Fanconi anemia pathway",0.963682306891939,0.983068414052616,0.00808622571374809,-0.176442705760546,-0.66060370807117,43,"POLK;HES1;FAN1;RMI2;FANCG;ATR;FANCI;FAAP100","within15","Down",353,"hsa03460","Fanconi anemia pathway"
"hsa04010 MAPK signaling pathway",0.00430576855019464,0.0310191081269124,0.119428883351799,0.339681012872715,1.49687172241416,162,"GADD45B;FOS;MYC;TGFB1;FLT3LG;PTPN7;RAP1A;RASGRP1;RELA;RAP1B;PRKCA;RAC1;FLT1;DUSP6;MAP2K3;RRAS2;MYD88;PDGFA;RASGRP2;RPS6KA5;IL1B;MKNK2;DUSP2;RASA2;NFATC3;ELK1;GNA12;PPP3R1;MAP3K8;MAP2K1;CDC42;GADD45A;DUSP1;NFKB2;IRAK1;CDC25B;PRKACA;NFATC1;JUND;FAS;NFKB1;MAP4K2;DUSP5;GRB2;MAP3K3;MAPK9;MAP3K1;RELB;FLNA;STK4;RPS6KA3;RAC2;MAX;MAP3K7;KRAS;CHUK","within15","Up",353,"hsa04010","MAPK signaling pathway"
"hsa04012 ErbB signaling pathway",0.941014369135883,0.983068414052616,0.00556204292449544,0.187101837737712,0.697356229557023,58,"MYC;STAT5A;PRKCA;ELK1;MAP2K1;GRB2;PIK3R3;CDKN1A;MAPK9;KRAS;CAMK2D;NRAS;RPS6KB1;MAPK3;RPS6KB2;PIK3R1","within15","Up",353,"hsa04012","ErbB signaling pathway"
"hsa04014 Ras signaling pathway",0.00653192013803303,0.0390808103173841,0.0989916299164794,0.36598294756492,1.53051747206708,112,"RALA;CALM1;FLT3LG;RAP1A;RASGRP1;GNG5;RELA;GNG4;RAP1B;PRKCA;RAC1;FLT1;ARF6;RRAS2;PDGFA;RASGRP2;RASA2;ELK1;GNG10;CALM3;GNB1;MAP2K1;CDC42;GNG2;RAB5A;REL;RASSF5;PRKACA;ETS1;NFKB1;GRB2;PIK3R3;MAPK9;RAB5C;LAT;TIAM1;STK4;PLAAT3;RAC2;GNB2;KRAS;CHUK","within15","Up",353,"hsa04014","Ras signaling pathway"
"hsa04015 Rap1 signaling pathway",0.00323443428500342,0.024820767447961,0.141661786764245,0.384623842564552,1.58803617427695,103,"SIPA1L1;SIPA1;RALA;SKAP1;CALM1;ACTB;RAP1A;ACTG1;LCP2;RAP1B;PRKCA;FARP2;RAPGEF1;RAC1;GNAS;FLT1;ID1;MAP2K3;PDGFA;RASGRP2;ITGB2;PRKD2;ADCY7;PARD6B;CALM3;LPAR5;ITGB1;MAP2K1;CDC42","within15","Up",353,"hsa04015","Rap1 signaling pathway"
"hsa04020 Calcium signaling pathway",0.434793847744604,0.657975460793627,0.0106328926197315,0.2614846955135,1.01130783504757,71,"CALM1;ORAI1;NFATC2;VDAC1;PRKCA;GNAS;FLT1;SLC25A5;PDGFA;VDAC2;NFATC3;ADCY7;STIM2;PPP3R1;CALM3;SLC25A6;ORAI3;ATP2A2;PRKACA;NFATC1","within15","Up",353,"hsa04020","Calcium signaling pathway"
"hsa04022 cGMP-PKG signaling pathway",0.676926511865272,0.833557836190766,0.00751310395963149,0.224653973284362,0.890455758977474,81,"CALM1;NFATC2;VDAC1;SLC25A5;ATP1B3;FXYD2;PPP1CC;VDAC2;NFATC3;GNA12;ADCY7;PPP3R1;ATP1A1;CALM3;SLC25A6;MAP2K1;ATP2A2;NFATC1;VASP;ATP2B1;ROCK1;IRS2;GNA13;GNAI2;ATF4;CREB3L3;PLCB4;PPP1CB","within15","Up",353,"hsa04022","cGMP-PKG signaling pathway"
"hsa04024 cAMP signaling pathway",0.150910121559489,0.35046890072697,0.0198181936896227,0.29928284206814,1.20623948624001,89,"FOS;PDE4B;CALM1;ORAI1;RAP1A;RELA;RAP1B;RAC1;GNAS;RRAS2;PDE4D;ATP1B3;FXYD2;PPP1CC;PTGER2;ADCY7;ATP1A1;CALM3;MAP2K1;ATP2A2;PRKACA;NFATC1;NFKB1;PIK3R3;MAPK9;TIAM1;ATP2B1;ROCK1","within15","Up",353,"hsa04024","cAMP signaling pathway"
"hsa04060 Cytokine-cytokine receptor interaction",0.0125524362697644,0.0624085915947443,0.0729096646079141,0.395227891265075,1.53263632793373,72,"IL4;IL2RA;IL10;CXCR3;CCR7;OSM;IL4R;TGFB1;XCL1;IL10RA;LTB;IL27RA;TNFSF10;IL21R;CCL5;CCR9;IL1B;TNFRSF18;IFNGR2;IL32;RELT;FAS;TNFRSF1B;IL23A;TNFRSF25;CCL3;CCL4;TNFRSF14","within15","Up",353,"hsa04060","Cytokine-cytokine receptor interaction"
"hsa04061 Viral protein interaction with cytokine and cytokine receptor",0.0170560264626835,0.0741991453427196,0.0645554720792347,0.501327122575629,1.6126065460021,29,"IL2RA;IL10;CXCR3;CCR7;XCL1;IL10RA;TNFSF10;CCL5;CCR9","within15","Up",353,"hsa04061","Viral protein interaction with cytokine and cytokine receptor"
"hsa04062 Chemokine signaling pathway",0.00734382746653446,0.0424978868145355,0.0935899269793043,0.367654352807912,1.52436350492872,106,"CXCR3;CCR7;NCF1;PXN;XCL1;RAP1A;GNG5;STAT3;RELA;GNG4;RAP1B;RAC1;ITK;CCL5;GRK6;RASGRP2;CCR9;JAK3;ADCY7;GNG10;GNB1;MAP2K1;CDC42;GNG2;NFKBIB;PRKACA;NFKB1;GRB2;PIK3R3;CCL3;CCL4;TIAM1;ROCK1;RAC2;GNB2;STAT2;KRAS;GNAI2;CHUK;ARRB1;GRK2;STAT1;PLCB4;NRAS","within15","Up",353,"hsa04062","Chemokine signaling pathway"
"hsa04064 NF-kappa B signaling pathway",0.0760435276920578,0.218238742075581,0.0291145484028308,0.345665409241938,1.3230050550728,67,"GADD45B;PLAU;MALT1;LTB;RIPK1;RELA;MYD88;TRAF3;IL1B;BCL10;GADD45A;NFKB2;IRAK1;TRAF5;NFKB1;CCL4;LAT;RELB;TNFSF14;CSNK2B;MAP3K7;CHUK;CSNK2A1;BCL2;LY96","within15","Up",353,"hsa04064","NF-kappa B signaling pathway"
"hsa04066 HIF-1 signaling pathway",0.00784123910939013,0.0439358318351542,0.0924192931377235,0.407066919884993,1.57854636047788,72,"LDHA;EPAS1;ELOC;ALDOA;PGK1;STAT3;RELA;PRKCA;FLT1;PFKFB3;RPS6;TIMP1;GAPDH;MKNK2;EGLN2;HK1;ENO1;ELOB;RBX1;LDHB;IFNGR2;MAP2K1;EIF4E2;NFKB1;PIK3R3;CDKN1A;CUL2;PFKP","within15","Up",353,"hsa04066","HIF-1 signaling pathway"
"hsa04068 FoxO signaling pathway",0.262702871410737,0.490656685756561,0.0143411748959256,0.270796060117523,1.1108720576406,99,"GADD45B;KLF2;IL10;FOXO1;HOMER3;TGFB1;TNFSF10;STAT3;ATG12;CDKN2D;PRKAG2;S1PR4;SOD2;S1PR1;PLK3;MAP2K1;GADD45A;MDM2;GRB2;PIK3R3;CDKN1A;MAPK9","within15","Up",353,"hsa04068","FoxO signaling pathway"
"hsa04070 Phosphatidylinositol signaling system",0.0330946698488465,0.121691858923362,0.0574158024903509,-0.332586591639549,-1.40152247535514,75,"INPP4B;PIK3C3;DGKE;INPP1;OCRL;PIP4K2A;PIP5K1A;ITPR2;PLCB1;MTMR4;DGKA;DGKH;PLCD1;ITPR1;INPP5B;PI4KB;PIP4P2;IP6K2;PIK3C2B;PIP4K2B;INPP4A;PPIP5K1","within15","Down",353,"hsa04070","Phosphatidylinositol signaling system"
"hsa04071 Sphingolipid signaling pathway",0.14061220633621,0.328715952560808,0.0206052738065246,0.301767593448497,1.21625411055914,89,"FCER1G;CERS4;SMPD2;SGMS1;RELA;PRKCA;RAC1;S1PR4;BAX;BID;SMPD1;GNA12;DEGS1;S1PR1;MAP2K1;SPTLC1;NSMAF;NFKB1;PIK3R3;MAPK9;PPP2R5A;ROCK1;PPP2R5C;RAC2;GNA13;KRAS;GNAI2;CTSD;PLCB4;BCL2;NRAS","within15","Up",353,"hsa04071","Sphingolipid signaling pathway"
"hsa04072 Phospholipase D signaling pathway",0.724539779093965,0.869940619116223,0.0070954131622518,0.219262514671631,0.865005051637726,79,"FCER1G;RALA;PRKCA;GNAS;ARF6;RRAS2;PDGFA;GNA12;ADCY7;CYTH1;DGKD;LPAR5;MAP2K1","within15","Up",353,"hsa04072","Phospholipase D signaling pathway"
"hsa04080 Neuroactive ligand-receptor interaction",0.176480530016225,0.38265771666218,0.0188961513657823,0.358101502242056,1.2250147306898,38,"CNR2;P2RY11;GZMA;PGRMC1;CHRNA5;S1PR4;CTSG;OGFRL1;OGFR;CHRNA9;PTGER2;S1PR1","within15","Up",353,"hsa04080","Neuroactive ligand-receptor interaction"
"hsa04081 Hormone signaling",0.466496384263252,0.678162459145239,0.0103141406554326,0.273040842710905,0.992223200538463,51,"STAT5A;GNG5;STAT3;GNG4;GNAS;GNA12;ADCY7;GNG10;GNB1;GNG2;PRKACA;PIK3R3;ADIPOR1;GNA15;GNB2;IRS2;GNA13;GNAI2;PLCB4;SLC40A1","within15","Up",353,"hsa04081","Hormone signaling"
"hsa04082 Neuroactive ligand signaling",0.0870395634379263,0.240038796043656,0.0278229456928338,0.408240459304185,1.36193393555025,34,"P2RY11;GNG5;GNG4;PRKCA;GNAS;OGFRL1;OGFR;SLC18A2;ADCY7;GNG10;GNB1;GNG2","within15","Up",353,"hsa04082","Neuroactive ligand signaling"
"hsa04110 Cell cycle",0.827726410264133,0.933506143205236,0.00584015205161436,0.194145390167378,0.836621136606311,138,"GADD45B;MYC;TGFB1;YWHAB;YWHAZ;TFDP1;CDKN2D;ANAPC13;YWHAQ;RBX1;ORC4;GADD45A;ANAPC11;HDAC1;MDM2;CDC25B;RBL1;RAD21;CDKN1A;SKP1;FBXO5;PPP2R5A;MAD2L2;PTTG1;PPP2R5C;DBF4;MAD1L1;MAD2L1BP;HDAC2;E2F1;CUL1;MCM4;PCNA","within15","Up",353,"hsa04110","Cell cycle"
"hsa04114 Oocyte meiosis",0.435010315822885,0.657975460793627,0.0104998997052641,0.253937503091871,1.01074579641271,83,"CALM1;YWHAB;YWHAZ;ANAPC13;YWHAQ;PPP1CC;RBX1;ADCY7;PPP3R1;CALM3;MAP2K1;ANAPC11;FBXW11;PRKACA;SKP1;FBXO5;PPP2R5A;MAD2L2;PTTG1;PPP2R5C;RPS6KA3;MAD1L1;CAMK2D;CUL1;PPP1CB;ANAPC15;CDC26;MAPK3;PPP1CA","within15","Up",353,"hsa04114","Oocyte meiosis"
"hsa04115 p53 signaling pathway",0.634298265744353,0.797317307620759,0.00812103589707889,0.241434007488409,0.902193173074802,59,"GADD45B;SHISA5;EI24;BBC3;BAX;BID;CD82;PPM1D;GADD45A;MDM2;ZMAT3;FAS;CDKN1A","within15","Up",353,"hsa04115","p53 signaling pathway"
"hsa04120 Ubiquitin mediated proteolysis",0.178824244265532,0.382896000226398,0.0176639905820819,0.273151939230452,1.16331469619495,127,"NEDD4L;ELOC;UBE2E3;UBE2K;UBA52;UBE2Z;UBE2D3;UBE2M;RPS27A;UBC;ANAPC13;UBE2L6;UBE2D1;SOCS3;UBE2S;RNF7;UBE2D2;ELOB;RBX1;UBE2J2;UBA2;ANAPC11;FBXW11;WWP1;MDM2;CDC34;UBE2B;SKP1;MAP3K1;SMURF2;UBB;CUL2;UBE2E2;RHOBTB1;TRIM37;UBE2W;UBA7;UBE2L3;VHL;UBE2A;CUL1;UBR5","within15","Up",353,"hsa04120","Ubiquitin mediated proteolysis"
"hsa04122 Sulfur relay system",0.48445576447674,0.693535759596158,0.0109225250773117,0.448480520733188,0.985379941774359,7,"CTU2;URM1;MOCS2;NFS1","within15","Up",353,"hsa04122","Sulfur relay system"
"hsa04130 SNARE interactions in vesicular transport",0.522205861397426,0.722896741463887,0.0121532001388737,-0.282913333259054,-0.955485425779323,28,"BET1;STX7;STX2;VAMP2;STX16;GOSR2;SEC22B","within15","Down",353,"hsa04130","SNARE interactions in vesicular transport"
"hsa04136 Autophagy - other",0.55324118207817,0.742563259595414,0.0117346031685909,-0.275392900353007,-0.938795636126857,29,"PIK3C3;ATG10;MTOR","within15","Down",353,"hsa04136","Autophagy - other"
"hsa04137 Mitophagy - animal",0.00123371552720186,0.0131970176091592,0.203925512082896,0.416109268457979,1.6703493502465,87,"TFE3;OPTN;TOMM40;RELA;UBA52;RRAS2;RPS27A;UBC;TOMM7;RAB7A;USP30;BCL2L13;RAB5A;TOMM20;MAP1LC3B;MUL1;MAPK9;CCZ1;RAB5C;SMURF2;UBB;MFN2;MTX1;BECN1;CCZ1B;FUNDC1;CSNK2B;AMFR;KRAS;CITED2;E2F1;ATF4;CSNK2A1;PHB2;TOMM70;NRAS;CALCOCO2;FKBP8;RABGEF1;TBC1D15","within15","Up",353,"hsa04137","Mitophagy - animal"
"hsa04140 Autophagy - animal",0.962714932126697,0.983068414052616,0.00942407726002071,-0.164649881061906,-0.773776937421439,145,"PIK3C3;ATG10;AKT3;SMCR8;PRKCD;UVRAG;STX7;EPG5;DDIT4;LAMP2;MTOR;MTMR4;EIF2AK4;VPS33A;ULK1;ERN1;ITPR1;RUBCN;VPS11;AMBRA1;TSC2;AKT1S1;TSC1;ATG16L2;PRKAA1;MAPK10;IGF1R;RPTOR;TRAF6","within15","Down",353,"hsa04140","Autophagy - animal"
"hsa04141 Protein processing in endoplasmic reticulum",0.907543231961837,0.959169942762061,0.00517228407246838,0.182440691137997,0.794772987767759,149,"UFD1;PPP1R15A;UBE2D3;DERL1;CALR;UBE2D1;BAX;ERLEC1;UBE2D2;RBX1;BCAP31;UBE2J2;ERO1A;SSR2;DNAJB1;SSR4;CAPN2;UBQLN4;HSP90B1;SKP1;LMAN2;MAPK9;OSTC;WFS1;DDOST;P4HB;PDIA6;XBP1;SEC61B;STT3B;SAR1A;DNAJA2;FBXO6;DNAJC3;PDIA3;AMFR;KRTCAP2;UBXN2A;SSR1;CUL1;ATF4;ERP29;HSP90AB1;BCL2;SEC61G;PRKCSH;RRBP1;HSP90AA1;HSPBP1;SEL1L;DNAJC1;UBE2D4;DNAJA1;CKAP4","within15","Up",353,"hsa04141","Protein processing in endoplasmic reticulum"
"hsa04142 Lysosome biogenesis",0.192282255513702,0.401646574130399,0.0164210939748259,0.250865658881277,1.13434977654387,199,"CTSW;LGMN;LAPTM4B;CTSC;CD63;TFE3;CLTB;AP3S1;ABCA2;ATP6V0A4;LAPTM5;AP5Z1;RRAGC;SLC36A1;ATP6V0C;CTSG;VPS18;ATP6V1G1;ARL8A;SNAPIN;LAPTM4A;SLC2A6;SMPD1;CD164;RAB7A;ATP6V0D1;LAMP1;LITAF;GLA;CTSO;ATP6V0E1;GPR155;ATP6V1F;VPS29;ACP5;PPT1;SNAP29;TLR9;CTSF;GNS;CTSA;AP2S1;NPC1;KXD1;LAMTOR4;AP3M2;IDS;LAMTOR1;CTSD;LAMTOR5;AP1S2","within15","Up",353,"hsa04142","Lysosome biogenesis"
"hsa04144 Endocytosis",0.106641179366872,0.271791066757892,0.0228851913901169,0.268168074310564,1.20625058739146,191,"IL2RA;NEDD4L;SH3KBP1;CLTB;HLA-C;SH3GL1;HLA-B;EHD4;HLA-E;BIN1;HLA-A;ARF4;CHMP2B;ARF6;ARPC2;SNF8;VPS25;GRK6;ARF5;ARPC5L;CYTH1;PARD6B;RAB7A;ACTR3C;KIF5B;CDC42;ARAP2;HLA-F;RAB8A;RAB5A;WWP1;RAB4A;MDM2;ARFGAP1;ASAP1;WASHC5;CHMP5;VPS29;EHD2;CHMP1A;ACTR3;ARPC3;RAB5C;EPS15;SMURF2;RAB22A;CHMP3;PSD;CAPZA2;AP2S1;RAB35;ARFGAP3;ARPC5;ARRB1;TSG101;GRK2;SNX3;STAM2;RAB11A;CAPZB;CHMP4B;DNM2;CAPZA1;VPS4A;EPN1;CHMP1B;AGAP2;ARPC1A","within15","Up",353,"hsa04144","Endocytosis"
"hsa04145 Phagocytosis",0.0141648985446613,0.0666694558168724,0.0659854683090412,0.32758519935597,1.42339060312226,146,"NCF1;CD63;TAP1;ACTB;TUBA4A;TAP2;HLA-C;RAB27A;ACTG1;HLA-B;RAB27B;CYBA;ATP6V0A4;ATG12;HLA-E;HLA-A;TUBA1C;RAC1;ATP6V0C;CALR;CTSG;MRC2;VPS18;TUBB2A;ATP6V1G1;ITGB2;RAB7A;ATP6V0D1;LAMP1;ITGB1;HLA-F;RAB5A;ATP6V0E1;HVCN1;ATP6V1F;PIK3R3;MAP1LC3B;CCZ1;DYNLL2;RAB5C;ATG16L1;BECN1;CCZ1B;ATG4D;SEC61B;RAC2;VAMP3;CORO1A;CR1;TUBA1B;CTSD","within15","Up",353,"hsa04145","Phagocytosis"
"hsa04146 Peroxisome",0.821495850516776,0.929448830873147,0.00934741579494884,-0.205063835149266,-0.811237663382167,55,"PEX5L;IDH1;ABCD4;GNPAT;ACSL6;PEX26;HACL1;PEX10;HSD17B4;PEX14;PHYH;MLYCD;ACOX3;PEX5;ACAA1;ACOX1","within15","Down",353,"hsa04146","Peroxisome"
