"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","pathway_id","pathway_name","analysis"
"hsa04340 Hedgehog signaling pathway",0.173370651739304,0.387340759898572,0.0209391717905878,-0.358119641507725,-1.2244336860187,34,"CCND2;HHAT;ARRB2;GRK3;GLI3;MEGF8;CSNK1E;SUFU;GSK3B;HHIP","hsa04340","Hedgehog signaling pathway","historical_rank_high_precision"
"hsa04350 TGF-beta signaling pathway",0.00770689585603034,0.0702688199961919,0.104327222576474,0.414680883873844,1.5976584899392,57,"MYC;TGFB1;ID2;ID1;TFDP1;TGFBR1;SIN3A;TFRC;E2F5;CUL1;RPS6KB1;HDAC2;ACVR1B;ID3;SKIL;ROCK1;MAPK3;SKP1;SMURF2;EMP3;HDAC1;RBL1;MAPK1;E2F4;LTBP1;TGIF2;RBX1","hsa04350","TGF-beta signaling pathway","historical_rank_high_precision"
"hsa04360 Axon guidance",0.734497267114938,0.833137959301027,0.00835489717800717,-0.210539195861209,-0.870678010439641,86,"CXCR4;PLXNB1;RASA1;PARD6G;SEMA4B;SRGAP3;PLCG2;BMPR2;PLXNC1;SLIT1;BMPR1B;EFNA4;PAK1","hsa04360","Axon guidance","historical_rank_high_precision"
"hsa04370 VEGF signaling pathway",0.0139318263941864,0.10030128597673,0.0772347444705453,0.444158015902846,1.58526476407061,40,"PRKCA;PPP3R1;SH2D2A;PIK3R3;NFATC2;PXN;AKT1;NRAS;MAPK3;MAP2K1;RAC1;MAPKAPK3;PIK3CB;MAPK1;PPP3CC;CDC42;PIK3R2;AKT2;KRAS;MAPKAPK2;VEGFA;PIK3R1;PIK3CD","hsa04370","VEGF signaling pathway","historical_rank_high_precision"
"hsa04371 Apelin signaling pathway",0.352320246843409,0.542111801242236,0.0140794592602633,0.259396714792496,1.05359952826845,75,"GNG4;TGFBR1;CALM1;TFAM;KLF2;GNB1;GNG5;RPS6KB1;AKT1;RRAS2;NRAS;ADCY7;GNA13;EGR1;BECN1;MAPK3;PRKAB1;MAP2K1;RPS6;PRKAG2;CALM3;GNG2;GNAI2;GNG10;MAPK1;ITPR3","hsa04371","Apelin signaling pathway","historical_rank_high_precision"
"hsa04380 Osteoclast differentiation",0.00782332328253606,0.0702688199961919,0.104053427928812,0.364344980018072,1.52886042581866,89,"JUNB;FOS;TGFB1;FOSB;RELA;IFNGR2;LCP2;MAPK9;TGFBR1;PPP3R1;PIK3R3;NFKB2;ATP2A2;NFATC2;SIRPG;GRB2;RELB;CYBA;FOSL2;NFKB1;AKT1;IKBKG","hsa04380","Osteoclast differentiation","historical_rank_high_precision"
"hsa04382 Cornified envelope formation",0.371222790005231,0.560007029366865,0.0135640503534234,0.283304033585305,1.04834102511648,47,"S100A4;KDSR;DSG2;FURIN;SPTLC1;KRT73;EPHX2;KRT72;S100A10;S100A11;PPP2R5C","hsa04382","Cornified envelope formation","historical_rank_high_precision"
"hsa04390 Hippo signaling pathway",0.243623051487955,0.443293490594062,0.0171668734897592,-0.273571292854947,-1.12070366289699,82,"CTNNA1;RASSF6;CCND2;BIRC3;PARD6G;SMAD3;SMAD1;LIMD1;FRMD6;DVL2;DLG4;BMPR2;CSNK1E;SAV1;YWHAE;BMPR1B;GSK3B;SNAI2;MOB1B","hsa04390","Hippo signaling pathway","historical_rank_high_precision"
"hsa04392 Hippo signaling pathway - multiple species",0.0249325331292544,0.135402833763489,0.0576503307171654,-0.591422942334047,-1.61100490854858,14,"RASSF6;LIMD1;FRMD6;CSNK1E;SAV1;PAK1;MOB1B","hsa04392","Hippo signaling pathway - multiple species","historical_rank_high_precision"
"hsa04510 Focal adhesion",0.410601168825861,0.601419969276054,0.0128664904932987,0.237499424862994,1.01841556034024,101,"ITGB7;ACTB;RAPGEF1;ACTG1;MAPK9;ITGB1;FLT1;PRKCA;PPP1CC;MYL12A;PIK3R3;ELK1;RAP1A;PXN;GRB2;AKT1;COL6A2;ACTN4;ZYX;ROCK1;MAPK3;RAP1B;MAP2K1;DIAPH1;RAC1;FLNA;PIK3CB;PPP1CB;PDGFA;MAPK1;MYL12B;CAPN2","hsa04510","Focal adhesion","historical_rank_high_precision"
"hsa04512 ECM-receptor interaction",0.598881422765863,0.742464006521042,0.00991045361322048,-0.312967653134616,-0.900924175658678,17,"FN1;ITGAV;COL9A3;DAG1;CD47;ITGA4;ITGA5;ITGA6","hsa04512","ECM-receptor interaction","historical_rank_high_precision"
"hsa04514 Cell adhesion molecule (CAM) interaction",0.529007756948933,0.702429739064423,0.010832129946173,0.249762455658392,0.958757603056653,56,"CD58;ITGB7;ICAM3;ITGB1;NTNG2;CD226;HLA-C;HLA-E;HLA-B;CD6;HLA-A;ICAM2;ITGB2;ICOS","hsa04514","Cell adhesion molecule (CAM) interaction","historical_rank_high_precision"
"hsa04517 IgSF CAM signaling",7.38266326824167e-05,0.00289564459298812,0.241287919858372,0.381375247232899,1.74202714025148,152,"MBP;CD244;CRTAM;LY9;DOK2;ICAM3;ACTB;LCP2;ACTG1;TUBA1C;MAPK9;PTPN6;SPTBN2;ITGB1;PRKCA;CD48;CD226;MYH10;MYL12A;PIK3R3;EPB41L2;RAP1A;PXN;GRB2;ARPC2;AKT1;DYNLL2;ARF6;FOXO1;ACTR3C;ACTR3B;ACTN4;ICAM2;ACTR3;ITGB2;TUBA1B;SLAMF6;MSN;MAPK3;ARPC5L;RAP1B;CD96;MAP2K1;F11R;RAC1;NECTIN3;TUBA4A;PIK3CB;ARPC1A;TUBB4A;PARD6B;MAPK1;CASK;SSX2IP;MYL12B;PTPN11;EZR;JAML;TUBB2A;SPTBN1;ACTN1;ROBO3;PTPRD;PAK2;ARPC5","hsa04517","IgSF CAM signaling","historical_rank_high_precision"
"hsa04518 Integrin signaling",0.225453370491538,0.430189404235206,0.0182010435446915,0.297005749840332,1.14798631200917,58,"TGFB1;ITGB7;ICAM3;ACTB;ACTG1;LIMS2;ITGB1;FLT1;PIK3R3;PXN;AKT1;COL6A2;ACTN4;ICAM2;ITGB2","hsa04518","Integrin signaling","historical_rank_high_precision"
"hsa04519 Cadherin signaling",0.526423429319372,0.702429739064423,0.0109590990180278,0.215233563191816,0.968613541079456,137,"RELA;ACTB;MYO1F;DSG2;YWHAB;ACTG1;APH1A;MAPK9;MAP2K3;PPP1CC;TMC8;YWHAZ;ARPC2;NFKB1;TMC6;KRT73;IKBKG;VIM;ACTR3C;ACTR3B;KRT72;CYFIP2;ACTN4;ACTR3;YWHAQ;RRAS2;NRAS;DAAM1;ROCK1;MAPK3;MOB1A;ARPC5L;MAP2K1;ERBIN;AXIN1;RAC1","hsa04519","Cadherin signaling","historical_rank_high_precision"
"hsa04520 Adherens junction",0.282300526528959,0.484729667129905,0.0160316149397701,0.279593958200451,1.10203735575666,64,"ACTB;ARHGAP29;ACTG1;PTPN6;TGFBR1;YES1;MYL12A;FARP2;RAP1A;ACTN4;PDCD10;ROCK1;MAPK3;SMURF2;RAP1B;MAP3K7;CSNK2A2;RAC1;NECTIN3;ACP1;MAPK1;SSX2IP;MYL12B;CSNK2A1","hsa04520","Adherens junction","historical_rank_high_precision"
"hsa04530 Tight junction",0.053248397239577,0.208346407985885,0.0394350994328599,0.305572044333302,1.31469976141248,103,"ACTB;ACTG1;TUBA1C;MAPK9;NEDD4L;PCNA;CDK4;ITGB1;MYH10;MYL12A;RAP1A;ARPC2;PATJ;RAB8A;RAB8B;HSPA4;ACTR3C;ACTR3B;ACTN4;ACTR3;TUBA1B;MSN;ROCK1;DLG3;PRKAB1;ARPC5L;F11R;RAC1;PRKAG2;YBX3;TUBA4A;ARPC1A;TIAM1;PARD6B;MYL12B;EZR","hsa04530","Tight junction","historical_rank_high_precision"
"hsa04540 Gap junction",0.0400176784925067,0.193186925985954,0.0452675417987865,0.404366004083058,1.45168498067688,41,"TUBA1C;PRKCA;GRB2;GNAS;TUBA1B;NRAS;ADCY7;MAPK3;MAP2K1;GUCY1B1;GNAI2;MAP3K2;TUBA4A;PDGFA;TUBB4A;MAPK1;ITPR3;TUBB2A","hsa04540","Gap junction","historical_rank_high_precision"
"hsa04550 Signaling pathways regulating pluripotency of stem cells",0.301296071283921,0.496997725061794,0.0154331897187402,0.27632075341808,1.0891358110794,64,"MYC;ID2;ID1;STAT3;JAK3;PIK3R3;GRB2;AKT1;ACVR1B;ID3;SKIL;NRAS;MAPK3;MAP2K1;AXIN1;PIK3CB;JARID2;MAPK1","hsa04550","Signaling pathways regulating pluripotency of stem cells","historical_rank_high_precision"
"hsa04610 Complement and coagulation cascades",0.736371227484194,0.833137959301027,0.00841231680287524,0.279154229414765,0.805373957518014,17,"PLAU;SERPINE2;ITGB2;CD59","hsa04610","Complement and coagulation cascades","historical_rank_high_precision"
"hsa04611 Platelet activation",0.108142131979695,0.287023854051372,0.027204923378094,0.317632363358096,1.26253346505296,67,"ACTB;ORAI1;LCP2;ACTG1;RASGRP1;ITGB1;PPP1CC;MYL12A;PIK3R3;RAP1A;AKT1;GNAS;ADCY7;ROCK1;GNA13;MAPK3;RAP1B;GUCY1B1;GNAI2;PIK3CB;PPP1CB;MAPK1;ITPR3;MYL12B","hsa04611","Platelet activation","historical_rank_high_precision"
"hsa04612 Antigen processing and presentation",0.115834004834811,0.301034182195105,0.0261238087679115,0.343569658993228,1.27598051316117,48,"LGMN;KIR3DL2;CALR;TAP1;HLA-C;TAP2;HLA-E;TAPBP;B2M;HLA-B;PSME2;HSPA4;HLA-A","hsa04612","Antigen processing and presentation","historical_rank_high_precision"
"hsa04613 Neutrophil extracellular trap formation",0.0153908464965573,0.106528800260485,0.0737758301001018,0.383004872523132,1.50963804680894,64,"CTSG;RELA;ACTB;ACTG1;CASP1;PRKCA;VDAC1;SLC25A5;PIK3R3;CYBA;NFKB1;HDAC2;AKT1;ITGB2;MAPK3;MAP2K1;MAP3K7;SLC25A6;VDAC2;HDAC1;HDAC3;HDAC9;RAC1;PIK3CB;NCF1;PPIF;MAPK1","hsa04613","Neutrophil extracellular trap formation","historical_rank_high_precision"
"hsa04614 Renin-angiotensin system",0.0444647904143943,0.194355948957094,0.0426914941148688,0.641325634365585,1.54251020192106,9,"CTSG;CTSA;PRCP;NLN","hsa04614","Renin-angiotensin system","historical_rank_high_precision"
"hsa04620 Toll-like receptor signaling pathway",0.207452409882544,0.41608352663942,0.0190989882573778,0.29395117036337,1.15862721996509,64,"FOS;RELA;MAPK9;TRAF3;MAP2K3;RIPK1;PIK3R3;CCL5;NFKB1;AKT1;IKBKG;MYD88;MAPK3;MAP2K1;MAP3K7;IL1B;RAC1;PIK3CB;MAPK1;IRF7;TLR9","hsa04620","Toll-like receptor signaling pathway","historical_rank_high_precision"
"hsa04621 NOD-like receptor signaling pathway",0.644071107638211,0.773323472776491,0.00919974027619899,-0.208316915760722,-0.921376981125353,129,"TNF;BIRC3;NLRP1;CARD8;CXCL2;ANTXR2;GBP2;GABARAP;TNFAIP3;CXCL3;CASP8;IRF3;YWHAE;PRKCD;TICAM1;GABARAPL1;CXCL8;ITPR1;ANTXR1;PLCB1;TRPV2;TXNIP;NFKBIA;TRIP6;TRAF6;RIPK3;MAPK10;IFNAR1;TAB1;PSTPIP1;MFN1;IKBKB;ATG5;BRCC3;SHARPIN;TRPM2;IFNAR2;MAVS;PYCARD;CARD6","hsa04621","NOD-like receptor signaling pathway","historical_rank_high_precision"
"hsa04622 RIG-I-like receptor signaling pathway",0.884568896051571,0.913019942415803,0.00729224169828646,0.202817760944156,0.753243203855861,48,"RELA;MAPK9;TRAF3;RIPK1;DDX3X;NFKB1;IKBKG;MAP3K7;RNF125;TRIM25;ZNFX1;IRF7;ATG12","hsa04622","RIG-I-like receptor signaling pathway","historical_rank_high_precision"
"hsa04623 Cytosolic DNA-sensing pathway",0.152995317293719,0.35847407543055,0.0225304098280154,0.325583926800601,1.22453607245242,51,"RELA;CASP1;IFI16;RIPK1;SAMHD1;G3BP1;CCL5;NFKB1;POLR3H;IKBKG;POLR3C;POLR2H;IL1B;POLR2L;IRF7","hsa04623","Cytosolic DNA-sensing pathway","historical_rank_high_precision"
"hsa04625 C-type lectin receptor signaling pathway",0.0202147052866113,0.122489542590178,0.0642933541649607,0.36393336273958,1.47201716520461,73,"MALT1;IRF1;RELA;NFATC3;MAPK9;CASP1;CALM1;PPP3R1;PIK3R3;NFKB2;MDM2;NFATC2;RELB;NFKB1;AKT1;IKBKG;PLK3;RRAS2;NRAS;MAPK3;BCL3;IL1B;CALM3;PIK3CB;MAPK1;ITPR3;PTPN11","hsa04625","C-type lectin receptor signaling pathway","historical_rank_high_precision"
"hsa04630 JAK-STAT signaling pathway",0.0113261356691791,0.0850665083238342,0.0863643079077234,0.370048894625172,1.5215939330697,80,"MYC;OSM;STAT5A;IL27RA;IL4R;PIM1;IFNGR2;SOCS6;STAT3;IL4;PTPN6;IL21R;JAK3;PIK3R3;GRB2;IL2RA;AKT1","hsa04630","JAK-STAT signaling pathway","historical_rank_high_precision"
"hsa04640 Hematopoietic cell lineage",0.0528762116637534,0.208346407985885,0.039022095594668,-0.376975226505314,-1.39989421294793,49,"CD24;CD4;TNF;DNTT;FLT3;HLA-DRB5;HLA-DMA;CSF1R;IL6R;HLA-DRA;IL11RA;CD2;IL7R;CD8A;MME;CD34;CR2;ITGA4;ITGA5;ITGA6","hsa04640","Hematopoietic cell lineage","historical_rank_high_precision"
"hsa04650 Natural killer cell mediated cytotoxicity",0.000383752080246996,0.0093537678157997,0.223389206037189,0.440549479653864,1.79471680675138,76,"NCR3;KIR3DL2;CD244;CD247;IFNGR2;LCP2;PTPN6;BID;PRKCA;LAT2;CD48;PPP3R1;HCST;PIK3R3;HLA-C;HLA-E;NFATC2;TNFSF10;GRB2;HLA-B;HLA-A;ICAM2;ITGB2;NRAS","hsa04650","Natural killer cell mediated cytotoxicity","historical_rank_high_precision"
"hsa04657 IL-17 signaling pathway",0.296672716273442,0.49631625865969,0.0155351454730625,0.286485322777064,1.09602263989929,55,"FOS;FOSB;RELA;MAPK9;IL4;TRAF3;HSP90B1;TRAF4;NFKB1;IKBKG;ELAVL1;MAPK3;MAP3K7;IL1B","hsa04657","IL-17 signaling pathway","historical_rank_high_precision"
"hsa04658 Th1 and Th2 cell differentiation",0.000461845158744447,0.0100298175671968,0.223389206037189,0.457461170810609,1.82437043033429,68,"RUNX3;FOS;STAT5A;IL4R;RELA;CD247;IFNGR2;GATA3;NFATC3;MAF;MAPK9;IL4;MAML3;PPP3R1;JAK3;NFATC2;NFKB1;IL2RA;IKBKG;TBX21;MAPK3;CD3D","hsa04658","Th1 and Th2 cell differentiation","historical_rank_high_precision"
"hsa04659 Th17 cell differentiation",0.00253029326816233,0.0351343665576568,0.193460727359442,0.402612518611486,1.66482447655362,82,"FOS;STAT5A;TGFB1;IL27RA;IL4R;RARA;RELA;CD247;IFNGR2;GATA3;STAT3;NFATC3;MAPK9;IL4;IL21R;TGFBR1;PPP3R1;JAK3;NFATC2;NFKB1;IL2RA","hsa04659","Th17 cell differentiation","historical_rank_high_precision"
"hsa04660 T cell receptor signaling pathway",0.014206981016534,0.10030128597673,0.0771227588185084,0.335633554702936,1.44667907879832,104,"FOS;MALT1;RELA;CD247;NFATC3;LCP2;MAPK9;IL4;PTPN6;RASGRP1;CDK4;PPP3R1;PIK3R3;NFATC2;GRB2;NFKB1;AKT1;IKBKG;ITK;NRAS;ICOS;MAPK3;CD3D;MAP2K1;MAP3K7","hsa04660","T cell receptor signaling pathway","historical_rank_high_precision"
"hsa04662 B cell receptor signaling pathway",0.00836059614685569,0.0702688199961919,0.100187933468155,0.410172461516796,1.58539816699687,58,"FOS;MALT1;IFITM1;RELA;NFATC3;PTPN6;PPP3R1;PIK3R3;NFATC2;GRB2;NFKB1;AKT1;IKBKG;CD81;NRAS;MAPK3;MAP2K1","hsa04662","B cell receptor signaling pathway","historical_rank_high_precision"
"hsa04664 Fc epsilon RI signaling pathway",0.191606647084859,0.39786556718209,0.0198871233880096,0.321029251676746,1.18793979222974,47,"ALOX5AP;LCP2;MAPK9;IL4;MAP2K3;PRKCA;PIK3R3;GRB2;AKT1;NRAS;MAPK3;MAP2K1;RAC1;PIK3CB;LAT;MAPK1","hsa04664","Fc epsilon RI signaling pathway","historical_rank_high_precision"
"hsa04666 Fc gamma R-mediated phagosome formation",0.602639593908629,0.742464006521042,0.00993135120497561,0.232767504325238,0.925210393174449,67,"MARCKSL1;PRKCA;BIN1;PIK3R3;CFL1;ARPC2;RPS6KB1;AKT1;ARF6;ACTR3C;ACTR3B;ACTR3;MAPK3;ARPC5L;MAP2K1;RAC1;PIK3CB;NCF1;ARPC1A;LAT;MAPK1","hsa04666","Fc gamma R-mediated phagosome formation","historical_rank_high_precision"
"hsa04668 TNF signaling pathway",0.298115664808107,0.49631625865969,0.0155736434123176,0.259471490339496,1.08171973995758,86,"JUNB;FOS;IRF1;RELA;MAPK9;TRAF3;MAP2K3;RIPK1;RPS6KA5;PIK3R3;CCL5;NFKB1;ATF4;AKT1;IKBKG;CREB3L3;MAPK3;BCL3;MAP2K1;MAP3K7;TNFRSF1B;IL1B","hsa04668","TNF signaling pathway","historical_rank_high_precision"
"hsa04670 Leukocyte transendothelial migration",0.353217320922703,0.542111801242236,0.0140305745288556,0.268766835268072,1.05650031223843,63,"SIPA1;ACTB;ACTG1;ITGB1;PRKCA;MYL12A;PIK3R3;RAP1A;PXN;CYBA;ITK;ACTN4;ITGB2;RASSF5;MSN;ROCK1;RAP1B;F11R;RAC1;GNAI2;PIK3CB;NCF1;MYL12B;PTPN11;EZR","hsa04670","Leukocyte transendothelial migration","historical_rank_high_precision"
"hsa04672 Intestinal immune network for IgA production",0.523416636773088,0.702429739064423,0.0108108757340859,0.315467554219795,0.951168327883565,20,"TGFB1;ITGB7;IL4;CCR9","hsa04672","Intestinal immune network for IgA production","historical_rank_high_precision"
"hsa04710 Circadian rhythm",0.290812848377912,0.491181509461259,0.0156652171449511,-0.349056299376793,-1.12048235522118,26,"PER1;RORC;RORA;CSNK1E;PRKAB2;CRY1;CRY2","hsa04710","Circadian rhythm","historical_rank_high_precision"
"hsa04713 Circadian entrainment",0.00518488745980707,0.0600634009837362,0.127105134713741,0.482941448217446,1.70361504057717,38,"FOS;PER2;GNG4;PRKCA;CALM1;RPS6KA5;GNB1;GNG5;GNAS;ADCY7;MAPK3;GUCY1B1;CALM3;GNG2;GNAI2;GNG10;MAPK1;ITPR3","hsa04713","Circadian entrainment","historical_rank_high_precision"
"hsa04714 Thermogenesis",0.00139874328094679,0.0214676686162703,0.203925512082896,0.333600689072986,1.55226944852873,173,"DPF3;NDUFAF8;COX5A;ACTB;NDUFC2;ATP5F1B;ACTG1;UQCRHL;CPT1A;NDUFA6;NDUFAB1;NDUFA9;MAP2K3;NDUFA12;CYC1;UQCRH;GRB2;RPS6KB1;SMARCC1;GNAS;COX6A1;SMARCD3;NDUFAF6;COX7A2L;COX8A;ACTL6A;CREB3L3;COX6C;NDUFV2;SMARCD2;SIRT6;NRAS;ATP5PF;ADCY7;COX4I1;PRKAB1;ACSL5;ATP5MC1;RPS6;NDUFB7;RPS6KA3;PRKAG2;NDUFB6;ATP5F1C;ATP5MG;SLC25A29;NDUFB9;ATP5MC3;ATP5F1A;NDUFS3;SLC25A20;COX7B;NDUFAF2;SDHB;COX17;ATP5F1E;COX16;NDUFB2;NDUFS8;COX19;PNPLA2;UQCR11;ATP5PB;NDUFA8;NDUFB11","hsa04714","Thermogenesis","historical_rank_high_precision"
"hsa04720 Long-term potentiation",0.106231668608622,0.284540444550266,0.02730799386045,0.362595967395094,1.30172941000585,41,"PRKCA;PPP1CC;CALM1;PPP3R1;RAP1A;ATF4;NRAS;MAPK3;RAP1B;MAP2K1;RPS6KA3;CALM3;PPP1CB;MAPK1;ITPR3;PPP3CC;PPP1CA;ARAF;BRAF;CALM2;PRKACA","hsa04720","Long-term potentiation","historical_rank_high_precision"
"hsa04721 Synaptic vesicle cycle",0.326589364254298,0.524506411561164,0.0146016622542749,-0.317578137373885,-1.08581972132705,34,"ATP6V1E2;VAMP2;CLTA;STX2;ATP6V1C1;AP2B1","hsa04721","Synaptic vesicle cycle","historical_rank_high_precision"
"hsa04722 Neurotrophin signaling pathway",0.290477547530839,0.491181509461259,0.0158147406272266,0.258142807829069,1.08520952992954,90,"MATK;RELA;RAPGEF1;MAPK9;CALM1;BAX;RPS6KA5;PIK3R3;RAP1A;BEX3;ARHGDIA;GRB2;NFKB1;ATF4;AKT1;NRAS;MAPK3;RAP1B;MAP2K1;RPS6KA3;RAC1;ARHGDIB;CALM3;MAP3K3","hsa04722","Neurotrophin signaling pathway","historical_rank_high_precision"
"hsa04723 Retrograde endocannabinoid signaling",0.00527468960480403,0.0600634009837362,0.126612165752809,0.402553517967861,1.61393930542018,70,"NDUFC2;MAPK9;GNG4;NDUFA6;NDUFAB1;NDUFA9;PRKCA;NDUFA12;GNB1;SLC32A1;GNG5;NDUFV2;NAPEPLD;ADCY7;MAPK3;NDUFB7;NDUFB6;GNG2;NDUFB9;GNAI2;GNG10;NDUFS3;MAPK1;ITPR3","hsa04723","Retrograde endocannabinoid signaling","historical_rank_high_precision"
"hsa04724 Glutamatergic synapse",0.016059742241137,0.109020942521565,0.071890925626643,0.439019907588955,1.56692610581757,40,"HOMER3;GNG4;PRKCA;PPP3R1;GNB1;GNG5;GNAS;ADCY7;SLC38A1;MAPK3;NCDN;GNG2;GRK2;GNAI2;GNG10;MAPK1;ITPR3","hsa04724","Glutamatergic synapse","historical_rank_high_precision"
"hsa04725 Cholinergic synapse",0.514342275371687,0.701719091512794,0.0110393710513774,0.251709541343983,0.966231837724721,56,"FOS;GNG4;PRKCA;PIK3R3;GNB1;GNG5;ATF4;AKT1;CREB3L3;NRAS;ADCY7;MAPK3;MAP2K1;GNG2;GNAI2;GNG10;PIK3CB;MAPK1;ITPR3","hsa04725","Cholinergic synapse","historical_rank_high_precision"
"hsa04726 Serotonergic synapse",0.266886326194399,0.475438818393243,0.0164851880297308,0.324492381980168,1.13026650924704,36,"SLC18A2;GNG4;PRKCA;GNB1;GNG5;GNAS;NRAS;MAPK3;MAP2K1;GNG2;GNAI2;GNG10;MAPK1;ITPR3","hsa04726","Serotonergic synapse","historical_rank_high_precision"
"hsa04727 GABAergic synapse",0.137265114788253,0.336476444185352,0.0237904035834387,0.378755186339689,1.27579031620745,31,"SLC12A5;GNG4;PRKCA;GNB1;SLC32A1;GNG5;GPHN;ADCY7;SLC38A1;GNG2;GNAI2;GNG10","hsa04727","GABAergic synapse","historical_rank_high_precision"
"hsa04728 Dopaminergic synapse",0.228918600398261,0.434453042691323,0.018108050233591,0.281928345728503,1.13687560293694,72,"FOS;SLC18A2;MAPK9;GNG4;PRKCA;PPP1CC;CALM1;GNB1;GNG5;ATF4;AKT1;GNAS;ARRB1;CREB3L3;KIF5B;PPP2R5C;CALM3;GNG2;GNAI2;GNG10;PPP1CB;ITPR3","hsa04728","Dopaminergic synapse","historical_rank_high_precision"
"hsa04730 Long-term depression",0.217650590354213,0.423967144896203,0.0184703421144802,0.353992873811204,1.18347562897723,30,"PRKCA;GNAS;NRAS;GNA13;MAPK3;MAP2K1;GUCY1B1;GNAI2;MAPK1;ITPR3;ARAF;GNA12;BRAF","hsa04730","Long-term depression","historical_rank_high_precision"
"hsa04740 Olfactory transduction",0.649735281238804,0.77485322390979,0.00926801919323082,0.304688596089622,0.864823420311101,16,"NCALD;CALM1;GNB1;ARRB1;CALM3;GRK2","hsa04740","Olfactory transduction","historical_rank_high_precision"
"hsa04742 Taste transduction",0.0104642771229252,0.0820864405420576,0.0891530332855601,-0.676996019721306,-1.72366062318221,11,"SCN2A;SCN3A;GABBR1;SCN9A;PLCB1","hsa04742","Taste transduction","historical_rank_high_precision"
"hsa04744 Phototransduction",0.157398192747104,0.360789363894336,0.022018978272169,0.546892412821648,1.31538033243457,9,"RGS9;CALM1;GNB1;CALM3;PDE6G","hsa04744","Phototransduction","historical_rank_high_precision"
"hsa04750 Inflammatory mediator regulation of TRP channels",0.589242546333602,0.742464006521042,0.0100346265511605,0.249331192866633,0.925989053728765,48,"PRKCH;MAPK9;MAP2K3;PRKCA;PPP1CC;CALM1;PIK3R3","hsa04750","Inflammatory mediator regulation of TRP channels","historical_rank_high_precision"
"hsa04810 Regulation of actin cytoskeleton",0.565525432058318,0.733935579105096,0.010445287656729,0.214416032072416,0.953339591570408,126,"ITGB7;ACTB;ACTG1;ITGB1;PPP1CC;MYH10;MYL12A;PIK3R3;CFL1;PXN;ARPC2;FGF9;AKT1;ACTR3C;ACTR3B;CYFIP2;ACTN4;ACTR3;ITGB2;RRAS2;NRAS;MSN;ROCK1;GNA13;MAPK3;ARPC5L;MAP2K1;DIAPH1;RAC1;PIK3CB;PPP1CB;PDGFA;ARPC1A;TIAM1;MAPK1;MYL12B;EZR","hsa04810","Regulation of actin cytoskeleton","historical_rank_high_precision"
"hsa04814 Motor proteins",0.845731755114839,0.891897402004774,0.00740494368700214,-0.194429643112569,-0.81842384503916,95,"MYO1B;MYO7B;TPM2;MYO1A;KIF1C;DYNLT1;DYNC2LI1;DCTN6;MYO15B;MYO1G;MYO5A;KIFAP3;DNAH1;TUBE1;TUBG2;KLC1;KIF21B","hsa04814","Motor proteins","historical_rank_high_precision"
"hsa04820 Cytoskeleton in muscle cells",0.0811953649115674,0.252849594771929,0.0316367175272719,0.31195293549212,1.28632806196416,81,"SNTA1;ITGB7;ACTB;ENO1;ATP1B3;DSG2;TNNT3;FBLN2;ACTG1;SPTBN2;ATP1A1;TPM3;ITGB1;AMPD2;MYH10;LMNB1;EMD;COL6A2;VIM;ZYX;DAAM1;FMNL3;TPM4;DIAPH1","hsa04820","Cytoskeleton in muscle cells","historical_rank_high_precision"
"hsa04910 Insulin signaling pathway",0.723612755706178,0.823984847626712,0.00870757375344224,0.206563632399188,0.884357887374906,100,"PRKAR2A;RAPGEF1;MAPK9;FLOT1;HK1;PPP1CC;CALM1;PIK3R3;ELK1;GRB2;EIF4E2;RPS6KB1;AKT1;FOXO1;FASN;NRAS;MAPK3;PRKAB1;MAP2K1;RPS6;PRKAG2;PRKAR1A;CALM3;SOCS3;PIK3CB;PPP1CB","hsa04910","Insulin signaling pathway","historical_rank_high_precision"
"hsa04911 Insulin secretion",0.596294373677275,0.742464006521042,0.00988727474634728,-0.272282951707514,-0.911508624265148,31,"CREB5;CREB3;VAMP2;KCNN4;PLCB1;SLC2A1;CREB3L2;KCNMB3;GNAQ;KCNMB4;CAMK2G;FXYD2;ATF6B","hsa04911","Insulin secretion","historical_rank_high_precision"
"hsa04912 GnRH signaling pathway",0.0961701440736107,0.271089861332043,0.0288440661352576,0.347344612412721,1.30128377966927,50,"MAPK9;MAP2K3;PRKCA;CALM1;ELK1;GRB2;ATF4;GNAS;NRAS;ADCY7;EGR1;MAPK3;MAP2K1;CALM3;MAP3K3;MAP3K2;MAPK1;ITPR3","hsa04912","GnRH signaling pathway","historical_rank_high_precision"
"hsa04913 Ovarian steroidogenesis",0.0691604522492182,0.233857546392186,0.0341366892697285,-0.578616783689999,-1.47318290936091,11,"ALOX5;INSR;LDLR;HSD17B7","hsa04913","Ovarian steroidogenesis","historical_rank_high_precision"
"hsa04914 Progesterone-mediated oocyte maturation",0.182989064398542,0.391628714422832,0.0204721207733847,0.299564513141722,1.18075256728027,64,"ANAPC13;MAPK9;PIK3R3;AKT1;MAD2L2;CDC26;ADCY7;ANAPC11;CPEB2;MAPK3;MAP2K1;RPS6KA3;GNAI2;PIK3CB;MAPK1;HSP90AB1;MAD2L1;CDC25B;ARAF;HSP90AA1;BRAF;CDK2;PIK3R2;STK10;CDC27;PRKACA;AKT2;KRAS;ANAPC2;PIK3R1;PIK3CD","hsa04914","Progesterone-mediated oocyte maturation","historical_rank_high_precision"
