"analysis_population","compartment","gene_set_source","gene_set_id","pathway_name","pathway","linked_genes_n","linked_genes","ranked_genes_n","gene_set_size_total","tested","untested_reason","pval","padj","log2err","ES","NES","size","leadingEdge","direction"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:1903599","positive regulation of autophagy of mitochondrion","GO:1903599 positive regulation of autophagy of mitochondrion",25,"AMBRA1;ATP5IF1;BNIP3;CAMKK2;CDC37;DELE1;EIF2AK1;FBXO7;HIF1A;HK2;HTT;HUWE1;IRGM;MUL1;NOD2;PARK7;PINK1;PRKN;SLC25A4;SLC25A5;STUB1;TOMM7;UBE2A;VDAC1;VPS13D",20,25,TRUE,"",0.142557651991614,0.49569168102773,0.169570644405628,0.440885895290783,1.30048041825196,20,"VDAC1;SLC25A5;MUL1;CAMKK2;UBE2A;PARK7;BNIP3;HUWE1;CDC37;FBXO7","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:1904666","regulation of ubiquitin protein ligase activity","GO:1904666 regulation of ubiquitin protein ligase activity",21,"BAG2;BTRC;CDC14B;CDC20;CDC20B;CDKN2A;FBXO5;FZR1;MAD2L1;MAD2L2;PLK1;PTEN;RBCK1;RPL11;RPL23;RPL5;RPS7;SKP1;UBE2C;UBE2S;USP44",19,21,TRUE,"",0.14519427402863,0.500793622485376,0.165656695205483,0.439212040471443,1.29050847424241,19,"MAD2L2;UBE2S;SKP1;RPS7;MAD2L1;FBXO5;RPL23;RPL5;RBCK1;RPL11","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:2000059","negative regulation of ubiquitin-dependent protein catabolic process","GO:2000059 negative regulation of ubiquitin-dependent protein catabolic process",54,"ARHGAP5-AS1;BAG5;BAG6;CAMLG;CCAR2;CDKN2A;CSNK2A1;CSNK2A2;CSNK2B;DDRGK1;EIF3H;FHIT;GIPC1;HFE;HIPK2;HSP90AB1;MAP1A;MTM1;N4BP1;NOP53;OGT;PANO1;PARK7;PBK;PDCL3;PHF20L1;PML;PRMT6;PSEN1;QRICH2;RPL11;RPL23;RPL5;RPS7;RYBP;SGTA;SHH;SMARCC1;STYX;SUFU;TAF1;TAF9;TLK2;TRIM39;TTC36;UBXN1;UCHL5;USP14;USP38;USP5;USP7;USP9X;WAC;WNT1",47,54,TRUE,"",0.149068322981366,0.508611258712843,0.16440575583821,0.337185102323608,1.21749045849637,47,"SGTA;TLK2;PRMT6;SMARCC1;PARK7;CSNK2A2;EIF3H;HIPK2;RPS7;BAG5;PDCL3;CSNK2A1;HSP90AB1;UCHL5;TAF9;USP9X;N4BP1;TAF1;PHF20L1;RPL23;RPL5;CCAR2;USP14;RPL11","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0035795","negative regulation of mitochondrial membrane permeability","GO:0035795 negative regulation of mitochondrial membrane permeability",19,"ACAA2;ARHGAP11B;BAK1;BCL2L1;BCL2L2;BNIP3;BOK;FZD9;GCLC;HK2;HSPA1A;IER3;MPV17L;NOL3;SLC25A4;SLC25A5;SLC25A6;SLC35F6;TMEM14A",11,19,TRUE,"",0.151209677419355,0.512339023867026,0.160801401070022,0.525228313659983,1.32650533559689,11,"ACAA2;SLC25A5;IER3;SLC25A6;BNIP3;TMEM14A;BAK1","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:1901029","negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","GO:1901029 negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway",14,"ACAA2;BAK1;BCL2L1;BOK;FZD9;GCLC;HSPA1A;IER3;MPV17L;SLC25A4;SLC25A5;SLC25A6;SLC35F6;TMEM14A",10,14,TRUE,"",0.151821862348178,0.512479771482542,0.160801401070022,0.534329512932491,1.31187045469626,10,"ACAA2;SLC25A5;IER3;SLC25A6","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:1900044","regulation of protein K63-linked ubiquitination","GO:1900044 regulation of protein K63-linked ubiquitination",13,"BIRC2;CEP63;DDX3X;GPS2;NOD2;PARP10;PLAA;PTPN22;RIPK2;SASH1;UBE2N;UBE2V1;UBE2V2",10,13,TRUE,"",0.153846153846154,0.513195553712289,0.159646701919906,0.531984611844472,1.30611332097615,10,"UBE2V2;PTPN22;UBE2V1;DDX3X","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0090140","regulation of mitochondrial fission","GO:0090140 regulation of mitochondrial fission",28,"AURKA;BNIP3;C11orf65;DCN;DDHD1;DDHD2;DNM1L;INF2;IRGM;KDR;LRRK2;MAPT;MCU;MFF;MIEF1;MIEF2;MUL1;MYO19;PGAM5;PINK1;PPARG;PRKN;RALA;RALBP1;SPIRE1;STAT2;TMEM135;VPS35",20,28,TRUE,"",0.159329140461216,0.514536729111861,0.159646701919906,0.436397380126161,1.2872406522695,20,"SPIRE1;RALA;MUL1","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0097193","intrinsic apoptotic signaling pathway","GO:0097193 intrinsic apoptotic signaling pathway",296,"ABL1;ACKR3;AEN;AIFM1;AKT1;APAF1;APP;ARHGEF2;ARL6IP5;ARMC10;ATAD5;ATF2;ATF4;ATM;ATP2A1;ATP2A3;BAD;BAG5;BAG6;BAK1;BAX;BBC3;BCAP31;BCL2;BCL2A1;BCL2L1;BCL2L10;BCL2L11;BCL2L2;BCL3;BCLAF1;BECN1;BID;BNIP3;BOK;BRCA1;BRCA2;BRSK2;CARD8;CASP2;CASP3;CASP4;CASP6;CASP9;CAV1;CCAR2;CD24;CD44;CD74;CDIP1;CDKN1A;CDKN2D;CEBPB;CHAC1;CHEK2;CIDEB;CLU;COA8;CREB3;CREB3L1;CRIP1;CTNNB1;CUL1;CUL2;CUL3;CUL4A;CUL5;CXCL12;CYCS;CYLD;CYP1B1;DAB2IP;DAPK2;DAXX;DDIAS;DDIT3;DDIT4;DDX3X;DDX5;DIABLO;DNAJA1;DNAJC10;DYRK2;E2F1;E2F2;EDA2R;EIF2AK3;EIF5A;ELL3;ENO1;EP300;EPHA2;ERCC2;ERCC6;ERN1;ERO1A;ERP29;FBH1;FBXO7;FBXW7;FCGR2B;FGF2;FHIT;FIGNL1;FIS1;FLCN;FNIP2;FYN;FZD1;GRINA;GSDME;GSKIP;HDAC1;HELLS;HERPUD1;HIC1;HIF1A;HINT1;HIPK1;HIPK2;HNRNPK;HRAS;HSPA1A;HSPB1;HTRA2;HYOU1;IER3;IFI16;IFI27;IFI27L1;IFI27L2;IFI6;IKBKE;IL10;IL19;ING2;ITPR1;IVNS1ABP;JAK2;JMY;KDM1A;LCK;LGALS12;LRRK2;MAEL;MAGEA3;MAP2K4;MAP3K5;MAPK7;MAPK8IP1;MCL1;MDM2;MELK;MIF;MLH1;MLLT11;MMP2;MMP9;MOAP1;MSH2;MSH6;MSX1;MUC1;MYBBP1A;MYC;NACC2;NBN;NCK1;NCK2;NFATC4;NFE2L2;NKX3-1;NLRP1;NOC2L;NOL3;NONO;NUPR1;OPA1;P4HB;PARK7;PARL;PARP1;PDCD10;PDK1;PDK2;PERP;PHLDA3;PIAS4;PIK3CB;PIK3R1;PINK1;PLAGL2;PLAUR;PLEKHF1;PMAIP1;PML;POLB;POU4F1;PPIA;PPIF;PPM1F;PPP1R13B;PPP1R15A;PPP2R5C;PRKCD;PRKDC;PRKN;PRKRA;PTGS2;PTPMT1;PTPN1;PTPN2;PTTG1IP;PYCARD;PYCR1;QRICH1;RACK1;RAD9A;RIPK3;RNF183;RPL26;RPS27L;RPS3;RPS7;RRM2B;RRN3;RRP8;RTKN2;S100A8;S100A9;SCN2A;SELENOK;SELENOS;SEPTIN4;SERINC3;SFN;SFPQ;SFRP2;SGMS1;SGPP1;SHISA5;SIAH1;SIRT1;SIVA1;SKIL;SNAI1;SNAI2;SNW1;SOD1;SOD2;SRC;STK11;STK24;STK25;STYXL1;SYVN1;TAF6;TAF9;TAF9B;TIFAB;TMBIM6;TMEM109;TMEM117;TMEM161A;TNF;TNFRSF10B;TNFRSF1A;TNFRSF1B;TOPORS;TP53;TP53BP2;TP63;TP73;TPT1;TRAF2;TRAP1;TRIAP1;TRIB3;TRIM32;TXNDC12;UACA;UBB;UBQLN1;URI1;USP15;USP28;USP47;VDAC2;VNN1;WFS1;WNT1;WWOX;XBP1;YBX3;ZNF385A;ZNF622",241,296,TRUE,"",0.163934426229508,0.514536729111861,0.155241966228839,0.232476218057959,1.12101021753151,241,"MYC;ENO1;BRCA2;CDIP1;TMBIM6;DYRK2;SELENOK;SGMS1;BCAP31;STK24;CD44;PLEKHF1;SOD2;BID;IFI16;TXNDC12;WWOX;HINT1;TMEM109;ERO1A;BAX;PPP1R15A;NOC2L;JMY;MDM2;DDX3X;ING2;IFI27L2;CUL1;E2F1;PRKRA;HTRA2;ATF4;AKT1;TAF9B;MIF;ERCC2;SIVA1;IER3;SKIL;PDCD10;EIF5A;P4HB;BECN1;PPIA;BCL3;CUL4A;VDAC2;PARK7;CDKN2D;HDAC1;TPT1;TNFRSF1B;PPP2R5C;GSKIP;URI1;BBC3;HIPK2;YBX3;HELLS;RPS7;PIK3CB;GRINA;BAG5;PPIF;DDX5;DIABLO;TRIB3;PARL","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:1902166","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","GO:1902166 negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator",14,"ATAD5;BCL2;CD44;CD74;ELL3;ING2;KDM1A;MIF;MUC1;SIRT1;TAF9;TAF9B;TRIAP1;ZNF385A",12,14,TRUE,"",0.167006109979633,0.519447741118759,0.153158808683073,0.51037903837626,1.30457466391683,12,"CD44;ING2;TAF9B;MIF;TAF9;BCL2;ATAD5;TRIAP1;CD74","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","GO:1902229 regulation of intrinsic apoptotic signaling pathway in response to DNA damage",37,"ACKR3;ATAD5;BCL2;BCL2L1;BID;CCAR2;CD44;CD74;CDKN2D;CLU;CXCL12;DDIAS;ELL3;FBH1;HNRNPK;ING2;KDM1A;MIF;MUC1;NACC2;PIAS4;RAD9A;RPL26;RPS3;SFRP2;SIRT1;SKIL;SNAI1;SNAI2;TAF9;TAF9B;TMEM161A;TPT1;TRIAP1;TRIM32;USP47;ZNF385A",28,37,TRUE,"",0.167355371900826,0.519447741118759,0.154190966581424,0.386049556528963,1.25128018016291,28,"CD44;BID;ING2;TAF9B;MIF;SKIL;CDKN2D;TPT1;TAF9;BCL2;ATAD5;RPS3;CCAR2;TRIAP1;CD74","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:1902108","regulation of mitochondrial membrane permeability involved in apoptotic process","GO:1902108 regulation of mitochondrial membrane permeability involved in apoptotic process",41,"ACAA2;ATF2;ATP5IF1;BAK1;BAX;BCL2L1;BCL2L11;BID;BLOC1S2;BNIP3;BNIP3L;BOK;CAMK2A;CHCHD10;FZD9;GCLC;GSK3A;GSK3B;HIP1R;HSPA1A;IER3;MPV17L;MUL1;NAIF1;NOL3;PPM1K;RHOT1;RHOT2;RTL10;SIVA1;SLC25A4;SLC25A5;SLC25A6;SLC35F6;STPG1;THEM4;TMEM102;TMEM14A;TP53;VDAC2;ZNF205",33,41,TRUE,"",0.172557172557173,0.523964389607384,0.152144922367565,0.361265603100243,1.21352704658261,33,"ACAA2;HIP1R;BID;BAX;SLC25A5;MUL1;SIVA1;IER3;SLC25A6;VDAC2;BLOC1S2","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:1902254","negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator","GO:1902254 negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator",20,"ARMC10;ATAD5;BCL2;CD44;CD74;ELL3;ING2;KDM1A;MDM2;MIF;MUC1;PRKN;PTTG1IP;RRM2B;RRN3;SIRT1;TAF9;TAF9B;TRIAP1;ZNF385A",17,20,TRUE,"",0.173824130879346,0.526128396143734,0.150169802128406,0.436374980660651,1.2419366293483,17,"CD44;MDM2;ING2;TAF9B;MIF;TAF9;BCL2;ATAD5;TRIAP1;CD74;PTTG1IP","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0070233","negative regulation of T cell apoptotic process","GO:0070233 negative regulation of T cell apoptotic process",24,"ADA;ARG2;BCL11B;BCL2;BCL3;BMP4;CCL5;CD27;DOCK8;EFNA1;FADD;GPAM;HIF1A;IDO1;IL7R;JAK3;KIFAP3;PRKCQ;PTCRA;RAG1;RORC;SLC46A2;ST3GAL1;TSC22D3",20,24,TRUE,"",0.180952380952381,0.53323179866174,0.141225119642531,-0.421988390861745,-1.25168252696096,20,"TSC22D3;RORC;RAG1;KIFAP3;IL7R;DOCK8;PRKCQ","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:1902176","negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","GO:1902176 negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway",26,"AKT1;ATF4;BAG5;CTNNB1;FBXO7;FGF2;FYN;FZD1;HIF1A;HSPB1;HTRA2;IL10;MAPK7;NFE2L2;NOL3;NONO;PARK7;PINK1;PPIA;PRKN;PYCR1;RACK1;SIRT1;SOD2;TRAP1;WNT1",21,26,TRUE,"",0.182572614107884,0.5342621753438,0.147331213699377,0.416555596962284,1.25487965575562,21,"SOD2;HTRA2;ATF4;AKT1;PPIA;PARK7;BAG5;PYCR1;FBXO7","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0097190","apoptotic signaling pathway","GO:0097190 apoptotic signaling pathway",560,"AATF;ABL1;ACAA2;ACKR3;ACSL5;ACVR1;ACVR1B;ADORA1;ADORA2A;AEN;AIFM1;AKT1;ANXA6;APAF1;APP;AR;ARHGEF2;ARL6IP5;ARMC10;ASAH2;ATAD5;ATF2;ATF3;ATF4;ATM;ATP2A1;ATP2A3;ATP5IF1;BAD;BAG3;BAG5;BAG6;BAK1;BAX;BBC3;BCAP31;BCL10;BCL2;BCL2A1;BCL2L1;BCL2L10;BCL2L11;BCL2L14;BCL2L2;BCL3;BCLAF1;BECN1;BEX3;BID;BIK;BIRC6;BLOC1S2;BMF;BMI1;BMP4;BMPR1B;BNIP3;BNIP3L;BOK;BRCA1;BRCA2;BRSK2;BTK;CAAP1;CARD8;CASP10;CASP2;CASP3;CASP4;CASP6;CASP8;CASP8AP2;CASP9;CAV1;CCAR2;CD24;CD27;CD28;CD38;CD3E;CD40LG;CD44;CD5;CD70;CD74;CDIP1;CDKN1A;CDKN2D;CEBPB;CFLAR;CHAC1;CHCHD10;CHEK2;CIB1;CIDEB;CLU;COA8;COL2A1;CRADD;CREB3;CREB3L1;CRH;CRIP1;CSF2;CSNK2A1;CSNK2A2;CTH;CTNNA1;CTNNB1;CTSC;CTSH;CTSK;CTSL;CTSS;CTSV;CTTN;CUL1;CUL2;CUL3;CUL4A;CUL5;CX3CR1;CXCL12;CYCS;CYLD;CYP1B1;DAB2IP;DAP;DAP3;DAPK1;DAPK2;DAPK3;DAPL1;DAXX;DBH;DDIAS;DDIT3;DDIT4;DDX3X;DDX47;DDX5;DEDD;DEDD2;DELE1;DEPTOR;DIABLO;DIDO1;DNAJA1;DNAJC10;DPF2;DYRK2;E2F1;E2F2;EDA2R;EEF1E1;EIF2AK3;EIF5A;ELL3;ENO1;EP300;EPHA2;ERBB3;ERCC2;ERCC6;ERN1;ERO1A;ERP29;EYA1;EYA3;EYA4;FADD;FAF1;FAIM;FAM162A;FAS;FASLG;FASTK;FBH1;FBXO7;FBXW7;FCGR2B;FEM1B;FGF2;FGFR3;FHIT;FIGNL1;FIS1;FLCN;FNIP2;FOXO3;FXN;FYN;FZD1;FZD9;G0S2;GABARAP;GATA1;GCLC;GCLM;GDNF;GGCT;GHITM;GNAI2;GPER1;GRINA;GSDME;GSK3A;GSK3B;GSKIP;GSTP1;HDAC1;HELLS;HERPUD1;HGF;HIC1;HIF1A;HINT1;HIP1;HIP1R;HIPK1;HIPK2;HMGB2;HMOX1;HNRNPK;HRAS;HRK;HSPA1A;HSPA1B;HSPB1;HTRA2;HTT;HYAL2;HYOU1;ICAM1;IER3;IFI16;IFI27;IFI27L1;IFI27L2;IFI6;IFNB1;IFNG;IGF1;IKBKE;IL10;IL12A;IL19;IL1A;IL1B;IL2;IL6R;IL7;INCA1;ING2;ING5;INHBA;ITGA6;ITGAV;ITM2C;ITPR1;ITPRIP;IVNS1ABP;JAK2;JMY;KCNQ3;KDM1A;KLF4;KRT18;KRT8;LCK;LGALS12;LGALS3;LMNA;LRRK2;LTA;LTB;LTBR;MADD;MAEL;MAGEA3;MAGED1;MAL;MAP2K4;MAP2K5;MAP3K5;MAPK7;MAPK8IP1;MAPK8IP2;MAPK9;MAZ;MCL1;MDM2;MELK;MIF;MKNK2;MLH1;MLLT11;MMP2;MMP9;MNT;MOAP1;MPV17L;MSH2;MSH6;MSX1;MUC1;MUL1;MYBBP1A;MYC;NACC2;NANOS3;NBN;NCK1;NCK2;NDUFA13;NF1;NFATC4;NFE2L2;NFKBIZ;NGF;NGFR;NKX3-1;NLRP1;NOC2L;NOG;NOL3;NONO;NOS3;NR4A2;NRG1;NRP1;NUPR1;OPA1;P2RX4;P2RX7;P4HB;PAK2;PARK7;PARL;PARP1;PARP2;PAWR;PCGF2;PDCD10;PDCD6;PDE3A;PDIA3;PDK1;PDK2;PDPK1;PEA15;PELI3;PERP;PF4;PHIP;PHLDA3;PIAS4;PIDD1;PIH1D1;PIK3CB;PIK3R1;PINK1;PLAGL2;PLAUR;PLEKHF1;PLSCR3;PMAIP1;PML;POLB;POU4F1;PPARD;PPARG;PPIA;PPIF;PPM1F;PPP1CA;PPP1R13B;PPP1R15A;PPP2R1A;PPP2R1B;PPP2R5C;PRDX2;PRELID1;PRKCA;PRKCD;PRKDC;PRKN;PRKRA;PSEN1;PSMD10;PSME3;PTGIS;PTGS2;PTPMT1;PTPN1;PTPN2;PTPRC;PTTG1IP;PYCARD;PYCR1;QRICH1;RACK1;RAD9A;RAF1;RB1;RB1CC1;RBCK1;RELA;RET;RFFL;RHOT1;RHOT2;RIPK1;RIPK3;RNF183;RNF34;RNF41;RPL26;RPS27L;RPS3;RPS6KB1;RPS7;RRM2B;RRN3;RRP8;RTKN2;RTL10;S100A8;S100A9;SCG2;SCN2A;SELENOK;SELENOS;SENP1;SEPTIN4;SERINC3;SERPINE1;SFN;SFPQ;SFRP2;SGK3;SGMS1;SGPL1;SGPP1;SH3RF1;SHH;SHISA5;SIAH1;SIAH2;SIRT1;SIVA1;SKIL;SLC25A4;SLC25A5;SLC25A6;SLC35F6;SLFN12;SMAD3;SMAD4;SNAI1;SNAI2;SNW1;SOD1;SOD2;SORT1;SP1;SP100;SPI1;SPN;SRC;SRPX;SSTR3;STK11;STK24;STK25;STK3;STK4;STRADB;STX4;STYXL1;SYVN1;TAF6;TAF9;TAF9B;TCF7L2;TERT;TFPT;TGFB1;TGFB2;TGFBR1;THBS1;TICAM1;TIFAB;TIMM50;TLR3;TLR4;TLR6;TM2D1;TMBIM1;TMBIM6;TMC8;TMEM102;TMEM109;TMEM117;TMEM14A;TMEM161A;TNF;TNFAIP3;TNFRSF10A;TNFRSF10B;TNFRSF10C;TNFRSF12A;TNFRSF1A;TNFRSF1B;TNFRSF25;TNFSF10;TNFSF11;TNFSF12;TNFSF14;TNFSF15;TOPORS;TP53;TP53BP2;TP63;TP73;TPD52L1;TPT1;TRADD;TRAF1;TRAF2;TRAF7;TRAP1;TRIAP1;TRIB3;TRIM32;TRIM39;TXNDC12;UACA;UBB;UBE4B;UBQLN1;UNC5B;URI1;USP15;USP28;USP47;VDAC2;VNN1;WFS1;WNT1;WNT16;WNT5A;WWOX;XBP1;YBX3;ZDHHC3;ZMYND11;ZNF205;ZNF385A;ZNF622",423,560,TRUE,"",0.186094069529652,0.53878492694181,0.144630528034484,0.213102933813355,1.08744196509605,423,"MYC;ACAA2;TGFB1;CTSC;CD5;RELA;NR4A2;ENO1;BRCA2;CD70;HIP1R;CDIP1;TMBIM6;MAPK9;DYRK2;SELENOK;SGMS1;BCAP31;STK24;CD44;PLEKHF1;GCLM;SOD2;BID;MAL;IFI16;PRKCA;LTB;TGFBR1;TXNDC12;WWOX;HINT1;TMEM109;ERO1A;BAX;PPP1R15A;RIPK1;TMC8;SLC25A5;NOC2L;JMY;MDM2;DDX3X;ING2;IFI27L2;PRELID1;GGCT;TNFSF10;BEX3;TIMM50;MUL1;CUL1;E2F1;PRKRA;BIK;RPS6KB1;HTRA2;ATF4;AKT1;TAF9B;CD38;MIF;ACVR1B;ERCC2;SIVA1;MAZ;IER3;SKIL;PDCD10;EIF5A;GHITM;P4HB;TNFRSF25;BECN1;PPIA;TNFSF14;BCL3;CUL4A;SLFN12;PDIA3;SLC25A6;VDAC2;ACSL5;PARK7;CDKN2D;HDAC1;AATF;CSNK2A2;TPT1;TNFRSF1B;PPP2R5C;IL1B;FXN;GSKIP;URI1;BLOC1S2;BBC3;GNAI2;HIPK2;DEDD2;YBX3;HELLS;RPS7;PIK3CB;GRINA;BAG5;PPIF;DDX5;DIABLO;TRIB3;PARL;DDX47;CSNK2A1;BCL2A1;MADD;TAF9;SIAH2","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0051444","negative regulation of ubiquitin-protein transferase activity","GO:0051444 negative regulation of ubiquitin-protein transferase activity",16,"ABL1;BAG2;BAG5;CDKN2A;DTX3L;FBXO5;LIMK1;MAD2L1;MAD2L2;PSEN1;RPL11;RPL23;RPL5;RPS7;SMAD7;USP44",16,16,TRUE,"",0.1875,0.540300546448087,0.142901149386948,0.447635276703985,1.25067165224286,16,"MAD2L2;RPS7;BAG5;MAD2L1;DTX3L;FBXO5;RPL23;RPL5;RPL11","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0010661","positive regulation of muscle cell apoptotic process","GO:0010661 positive regulation of muscle cell apoptotic process",25,"ATF4;ATP2A2;BAG1;BNIP3;CAMK2A;CAMK2D;CAPN2;CDKN2A;E2F3;FOXO1;GATA6;IFNG;IL12A;LTK;MAP3K5;MFN2;PDCD4;PPARG;PTPN1;RBM10;SMAD4;SOD2;STUB1;TIGAR;TP53",19,25,TRUE,"",0.188139059304703,0.541156348763711,0.143758989039275,0.421181042448436,1.23752915308636,19,"SOD2;ATP2A2;ATF4;FOXO1;E2F3;MFN2;PDCD4;TIGAR;CAPN2;BNIP3","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0070979","protein K11-linked ubiquitination","GO:0070979 protein K11-linked ubiquitination",38,"ANAPC1;ANAPC10;ANAPC11;ANAPC13;ANAPC15;ANAPC16;ANAPC2;ANAPC4;ANAPC5;ANAPC7;AREL1;CDC16;CDC23;CDC26;CDC27;CUL5;FZR1;PRKN;RNF115;RNF26;RNF4;RNF7;TRIM26;UBE2A;UBE2B;UBE2C;UBE2D3;UBE2D4;UBE2E2;UBE2E3;UBE2H;UBE2L3;UBE2L5;UBE2S;UBE2T;UBE2W;UBR4;UBR5",36,38,TRUE,"",0.188139059304703,0.541156348763711,0.143758989039275,0.342351452430942,1.18635135662829,36,"ANAPC13;UBE2E3;TRIM26;UBE2D3;CDC26;UBE2S;UBR5;ANAPC11;UBE2A","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:1903955","positive regulation of protein targeting to mitochondrion","GO:1903955 positive regulation of protein targeting to mitochondrion",31,"ABLIM3;ARIH2;ATG13;BAP1;CSNK2A2;FBXW7;FZD5;GSK3A;HPS4;HSPA1L;HTRA2;HUWE1;LEPROT;MICALL2;NPEPPS;PINK1;PRKAA1;RAC2;RHOU;RNF31;SAE1;SH3GLB1;SREBF2;TOMM7;TOMM70;UBE2D3;UBE2J2;UBE2L3;UBL5;USP36;VPS11",27,31,TRUE,"",0.19755600814664,0.549791713969297,0.139599673451922,0.379076612459847,1.22543380387938,27,"TOMM70;UBE2D3;HTRA2;USP36;UBE2J2;CSNK2A2;NPEPPS;UBE2L3;HUWE1;RHOU","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:1903749","positive regulation of establishment of protein localization to mitochondrion","GO:1903749 positive regulation of establishment of protein localization to mitochondrion",35,"ABLIM3;ARIH2;ATG13;BAP1;BBC3;CSNK2A2;FBXW7;FZD5;GSK3A;GZMB;HPS4;HSPA1L;HTRA2;HUWE1;LEPROT;MAPK8;MICALL2;NMT1;NPEPPS;PINK1;PRKAA1;RAC2;RHOU;RNF31;SAE1;SH3GLB1;SREBF2;TOMM7;TOMM70;UBE2D3;UBE2J2;UBE2L3;UBL5;USP36;VPS11",30,35,TRUE,"",0.197916666666667,0.550270943175161,0.141225119642531,0.364320337421166,1.19714297657001,30,"TOMM70;UBE2D3;HTRA2;USP36;UBE2J2;CSNK2A2;NPEPPS;BBC3;UBE2L3;HUWE1;RHOU","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0001836","release of cytochrome c from mitochondria","GO:0001836 release of cytochrome c from mitochondria",53,"AKT1;BAD;BAK1;BAX;BBC3;BCL2;BCL2A1;BCL2L1;BCL2L10;BCL2L11;BCL2L2;BID;BIK;BMF;BNIP3;BOK;CLU;FAM162A;FXN;FZD9;GGCT;GHITM;GPER1;HGF;HRK;IFI27;IFI27L1;IFI27L2;IFI6;IGF1;LMNA;MCL1;MLLT11;MMP9;MOAP1;NOL3;OPA1;PARL;PINK1;PLAUR;PLSCR3;PMAIP1;PPIF;PRELID1;PRKN;PSMD10;PYCARD;SFN;SOD2;TIMM50;TNFSF10;TP53;TRIAP1",39,53,TRUE,"",0.200819672131148,0.554444539810603,0.13880510939114,0.343721542178514,1.20248778220458,39,"SOD2;BID;BAX;IFI27L2;PRELID1;GGCT;TNFSF10;TIMM50;BIK;AKT1;GHITM;FXN;BBC3;PPIF;PARL;BCL2A1;BNIP3;BCL2;LMNA;OPA1;BAK1;IFI6;TRIAP1","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:1902165","regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","GO:1902165 regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator",16,"ATAD5;BCL2;CD44;CD74;ELL3;HNRNPK;ING2;KDM1A;MIF;MUC1;RPL26;SIRT1;TAF9;TAF9B;TRIAP1;ZNF385A",14,16,TRUE,"",0.208080808080808,0.56174716447754,0.135002033828631,0.458276738726837,1.22783535994877,14,"CD44;ING2;TAF9B;MIF;TAF9;BCL2;ATAD5;TRIAP1;CD74;HNRNPK","relapse_up"
