"analysis_population","compartment","gene_set_source","gene_set_id","pathway_name","pathway","linked_genes_n","linked_genes","ranked_genes_n","gene_set_size_total","tested","untested_reason","pval","padj","log2err","ES","NES","size","leadingEdge","direction"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","GO:0043161 proteasome-mediated ubiquitin-dependent protein catabolic process",423,"ADRM1;AGAP3;AKIRIN2;AKT1;AMBRA1;AMN1;ANAPC1;ANAPC10;ANAPC11;ANAPC13;ANAPC15;ANAPC16;ANAPC2;ANAPC4;ANAPC5;ANAPC7;ANKRD9;APC;APC2;APPBP2;ARAF;ARHGAP5-AS1;ARIH2;ARMC8;ARRB1;ARRB2;ASB1;ASB2;ASB9;ASCC2;ASCC3;ATXN3;AURKA;AXIN1;AXIN2;BAG5;BAG6;BBS7;BFAR;BIRC2;BTRC;CAMLG;CBFA2T3;CCAR2;CCIN;CCNF;CDC16;CDC20;CDC20B;CDC23;CDC26;CDC27;CDC34;CDK2;CEBPA;CHFR;CLOCK;CLU;COMMD1;COP1;CRBN;CSNK1A1;CSNK1D;CSNK1E;CSNK2A1;CSNK2A2;CSNK2B;CTNNB1;CUL1;CUL2;CUL3;CUL4A;CUL5;DAB2;DCAF1;DCAF11;DCAF12;DCAF13;DDA1;DDB1;DDIT3;DDRGK1;DERL1;DESI1;DET1;DMAC2;DNAJB2;DTL;DTX4;DVL1;ECRG4;EIF3H;ELOB;EPM2A;ERCC8;FAF1;FAF2;FBXL12;FBXL13;FBXL14;FBXL15;FBXL16;FBXL17;FBXL18;FBXL19;FBXL2;FBXL20;FBXL22;FBXL3;FBXL4;FBXL5;FBXL6;FBXL7;FBXL8;FBXO11;FBXO2;FBXO22;FBXO27;FBXO3;FBXO31;FBXO38;FBXO39;FBXO4;FBXO44;FBXO45;FBXO48;FBXO6;FBXO7;FBXO9;FBXW11;FBXW4;FBXW5;FBXW7;FBXW8;FEM1A;FEM1B;FEM1C;FHIT;FZR1;GABARAP;GAN;GCLC;GID4;GID8;GIPC1;GLMN;GNA12;GSK3A;GSK3B;HAMP;HECTD1;HECTD3;HERC2;HFE;HSP90AB1;HSPA1A;HSPA1B;HSPBP1;IFI27;IPP;ITCH;IVNS1ABP;KAT5;KBTBD12;KBTBD2;KBTBD3;KBTBD6;KBTBD7;KBTBD8;KCMF1;KCTD10;KCTD13;KCTD17;KCTD2;KCTD5;KEAP1;KIF14;KLHDC1;KLHDC10;KLHDC2;KLHDC3;KLHL11;KLHL12;KLHL15;KLHL17;KLHL18;KLHL2;KLHL20;KLHL21;KLHL22;KLHL23;KLHL24;KLHL28;KLHL29;KLHL3;KLHL35;KLHL4;KLHL41;KLHL42;KLHL5;KLHL6;KLHL7;KLHL8;LRRC75A;LRRK2;LTN1;MAEA;MAP1A;MAPK9;MDM2;MTA1;MTM1;N4BP1;NAGLU;NEDD4L;NEMF;NFE2L2;NHLRC1;NHLRC3;NKD2;NOP53;NPLOC4;NSFL1C;NUB1;OGT;PANO1;PARK7;PBK;PCBP2;PCNP;PELI1;PEX10;PEX12;PHF20L1;PIAS1;PJA2;PLAA;PLK1;PLK3;PML;PPP2CB;PPP2R5C;PRAME;PRICKLE1;PRKN;PSEN1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMA8;PSMB1;PSMB10;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMB9;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD10;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;PSMF1;RACK1;RAD23A;RAD23B;RBCK1;RBX1;RCHY1;RFFL;RHOBTB3;RMND5A;RMND5B;RNF10;RNF122;RNF126;RNF139;RNF145;RNF170;RNF187;RNF216;RNF34;RNF4;RNF7;RPL11;RYBP;SEM1;SH3BGRL;SH3RF1;SH3RF2;SH3RF3;SHARPIN;SHH;SIAH1;SIAH2;SIAH3;SIRT1;SIRT2;SIRT6;SKP1;SKP2;SMAD7;SMARCC1;SMURF1;SMURF2;SOCS2;SOCS4;SOCS5;SOCS7;SPOP;SPOPL;SPSB1;SPSB2;SPSB3;SPSB4;STUB1;STYX;SUMO1;SUMO2;SYVN1;TAF1;TAF9;TBL1X;TBL1XR1;TBL1Y;TBX21;TF;TLK2;TNFAIP1;TOPORS;TRAF4;TRIB1;TRIB2;TRIB3;TRIM13;TRIM2;TRIM26;TRIM28;TRIM3;TRIM38;TRIM39;TRIM45;TRIM71;TRIM72;TRIM9;TRIP12;TRIP4;TRPC4AP;TTC36;UBE2A;UBE2B;UBE2C;UBE2D1;UBE2D3;UBE2G1;UBE2H;UBE2K;UBE2N;UBE2S;UBE2W;UBE3A;UBE3D;UBE4B;UBQLN4;UBR1;UBR2;UBR3;UBR4;UBR5;UBXN1;UBXN11;UBXN2A;UBXN2B;UBXN7;UCHL1;UCHL5;UFD1;UFL1;USP14;USP25;USP38;USP44;USP5;USP7;USP9X;VCP;VHL;WAC;WDR26;WNT10B;WWP1;WWP2;WWTR1;XPO1;ZER1;ZFAND2A;ZFAND2B;ZNF418;ZNF598;ZNRF1;ZNRF2;ZSWIM8;ZYG11B",367,423,TRUE,"",0.844580777096115,0.957568172025361,0.0544555953940371,0.175677916168716,0.887039826151539,367,"UBQLN4;ANAPC13;TRIB2;ADRM1;SPSB1;MAPK9;NEDD4L;TRIM26;NKD2;ZNRF1;TLK2;PSMB1;FBXW11;KLHL18;HECTD1;MDM2;KEAP1;TRAF4;RNF126;UBE2K;PSMC5;DERL1;CUL1;UBE2D3;SMARCC1;AKT1;PSMB9;UFD1;CDC26;ASCC3;ARRB1;PSMD8;UBE2S;SIRT6;PSMA7;PLK3;RNF139;SUMO1;RNF187;UBXN2B;UBR5;SUMO2;TBX21;ANAPC11;RMND5B;KLHL23;ZNF598;UBE2A;SKP1;SMURF2;DTL;PSMD11;FBXO22;CUL4A;KLHL42;PARK7;PSMD12;CSNK2A2;PPP2R5C;PSMC3;EIF3H;PSMB3;AXIN1;PSMB7;DCAF13;RNF145;SKP2;ECRG4;FBXL5;CDC34;BAG5;FAF2;UBE2D1;IPP;TRIB3;UBXN2A;FBXL16;WWP2;SEM1;CSNK2A1;HSP90AB1;VHL;PSMD2;UCHL5;FBXO31;RCHY1;TAF9;SIAH2;PSMD7;DDA1;RBX1;DMAC2;USP9X;N4BP1;TAF1","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0140627","ubiquitin-dependent protein catabolic process via the C-end degron rule pathway","GO:0140627 ubiquitin-dependent protein catabolic process via the C-end degron rule pathway",12,"CUL2;CUL4A;DCAF12;FEM1A;FEM1B;FEM1C;KLHDC1;KLHDC10;KLHDC2;KLHDC3;RBX1;TRPC4AP",11,12,TRUE,"",0.845849802371542,0.95809144679125,0.052805004567129,-0.279024293102242,-0.702383290898967,11,"DCAF12;KLHDC10;KLHDC2","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0000423","mitophagy","GO:0000423 mitophagy",87,"ABI2;AMBRA1;ARFIP2;ARHGAP26;ATG10;ATG13;ATG14;ATG4A;ATG4B;ATG4C;ATG4D;ATG5;ATG7;ATG9A;ATG9B;ATP5IF1;BECN1;BNIP3;BNIP3L;CDC37;CLEC16A;CSNK2A2;CTSK;CTTN;DELE1;DNM1L;EIF2AK1;EIF2S1;FBXO7;FBXW7;FKBP8;FUNDC1;FZD5;GABARAP;GABARAPL1;GABARAPL2;GSK3A;HDAC6;HIF1A;HK2;HTRA2;HTT;HUWE1;IRGM;LRBA;MAP1LC3A;MAP1LC3B;MAP1LC3B2;MFN2;MUL1;NIPSNAP1;NIPSNAP2;NIPSNAP3A;NIPSNAP3B;NOD2;OGT;OPTN;PARL;PHB2;PINK1;PRKN;RETREG1;RNF41;SLC25A4;SLC25A5;SNX30;SNX7;SPATA33;SQSTM1;SREBF1;SREBF2;STUB1;TIGAR;TIMM23;TOMM7;TP53;TSC2;TSPO;UBE2A;ULK1;ULK2;ULK3;USP30;USP36;VDAC1;VPS13C;VPS13D",77,87,TRUE,"",0.851637764932563,0.960990941024219,0.0513223330421143,-0.197980071393415,-0.794666565043223,77,"CLEC16A;ARHGAP26;TSPO;ATG9B;HDAC6;SREBF1;GABARAP;ABI2;GABARAPL1;ATG10","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0010662","regulation of striated muscle cell apoptotic process","GO:0010662 regulation of striated muscle cell apoptotic process",36,"AMBRA1;ATG5;ATP2A2;BAG3;BNIP3;CAMK2A;CAMK2D;CAPN2;CFLAR;GATA6;GCH1;HEY2;HSF1;HSPA8;JAK2;KIFAP3;LTK;MAP3K5;MDK;NACA;NFE2L2;NOL3;NOTCH1;NRG1;NUPR1;PAX8;PDPK1;PPP1R10;PTPN1;RGL2;SFRP2;SIRT4;SIRT5;SMAD4;TIGAR;TP53",27,36,TRUE,"",0.853360488798371,0.96155006643805,0.05378728077603,0.231816534528307,0.749388931872576,27,"GCH1;MDK;ATP2A2;HSF1;NACA;NOTCH1;TIGAR;CAPN2;BNIP3","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0008535","respiratory chain complex IV assembly","GO:0008535 respiratory chain complex IV assembly",26,"BCS1L;COA1;COA3;COA4;COA5;COA6;COA8;COX10;COX14;COX16;COX17;COX18;COX19;COX20;FASTKD3;PET100;PET117;SCO1;SCO2;SLC25A46;SMIM20;STMP1;SURF1;TACO1;TIMM21;TMEM223",25,26,TRUE,"",0.852760736196319,0.96155006643805,0.0540088272801684,0.235502328954879,0.746538424313675,25,"SCO2;SMIM20;TACO1;PET117;STMP1;COX17;COX16;COX19","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0006851","mitochondrial calcium ion transmembrane transport","GO:0006851 mitochondrial calcium ion transmembrane transport",24,"AFG3L2;BHLHA15;GHITM;HSPA9;ITPR1;LETM1;LETM2;MAIP1;MCU;MCUB;MCUR1;MICU1;MICU2;MICU3;PMPCB;PSEN2;SELENON;SLC25A23;SLC8A3;SLC8B1;SMDT1;SPG7;UCP2;VDAC1",21,24,TRUE,"",0.860995850622407,0.964656824139269,0.0542315935495841,0.239476020985163,0.721424916546723,21,"VDAC1;AFG3L2;HSPA9;GHITM;MCUB;MCUR1","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0010659","cardiac muscle cell apoptotic process","GO:0010659 cardiac muscle cell apoptotic process",36,"AMBRA1;APAF1;ATG5;ATP2A2;BNIP3;CAMK2A;CAMK2D;CAPN2;CFLAR;GATA6;GCH1;HEY2;HSF1;HSP90AA1;HSPA8;JAK2;KIFAP3;LTK;MAP3K5;MDK;NFE2L2;NOL3;NOTCH1;NRG1;NUPR1;PAX8;PDPK1;PPP1R10;PTPN1;RGL2;SFRP2;SIRT4;SIRT5;SMAD4;TIGAR;TP53",27,36,TRUE,"",0.861507128309572,0.964844831688111,0.053347785067549,0.228567906521538,0.738887153485637,27,"GCH1;MDK;ATP2A2;HSF1","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0034727","piecemeal microautophagy of the nucleus","GO:0034727 piecemeal microautophagy of the nucleus",18,"ATG12;ATG13;ATG2A;ATG2B;ATG4A;ATG4B;ATG4C;ATG4D;ATG5;ATG7;ATG9A;ATG9B;RB1CC1;SNX30;SNX7;ULK1;ULK2;ULK3",17,18,TRUE,"",0.8635477582846,0.96578001654011,0.051218434854034,-0.252765628938325,-0.713309708538181,17,"ATG9B;ATG5;ATG2B;ATG7;ATG4C","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0090646","mitochondrial tRNA processing","GO:0090646 mitochondrial tRNA processing",13,"CDK5RAP1;ELAC2;HSD17B10;METTL8;MTO1;PRORP;PUS1;RPUSD4;TRIT1;TRMT10C;TRMT5;TRMT61B;TRNT1",12,13,TRUE,"",0.864970645792564,0.966494036409291,0.0513223330421143,-0.269944063200032,-0.694725705184507,12,"PRORP;TRNT1;RPUSD4","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0006264","mitochondrial DNA replication","GO:0006264 mitochondrial DNA replication",13,"DNA2;DNAJA3;ENDOG;LIG3;METTL4;MGME1;POLG;POLG2;PRIMPOL;RRM1;RRM2B;SSBP1;TWNK",13,13,TRUE,"",0.872509960159363,0.967292056733951,0.0517405459873163,0.259859073857217,0.686776217903756,13,"TWNK;POLG;DNA2;SSBP1","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0010992","ubiquitin recycling","GO:0010992 ubiquitin recycling",13,"AMBRA1;FBXW7;IDE;PINK1;PLAA;PRKN;RNF135;TRIM32;TRIM6;UBE2C;UBE2K;UBE2S;VPS54",11,13,TRUE,"",0.870967741935484,0.967292056733951,0.0523759084097997,0.270207218226702,0.682429540397073,11,"UBE2K;UBE2S;VPS54","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0051654","establishment of mitochondrion localization","GO:0051654 establishment of mitochondrion localization",32,"ACTR10;AGBL4;AGTPBP1;ARMCX3;DNM1L;FEZ1;HAP1;HDAC6;HIF1A;HSBP1;KIF1B;KIF5B;LRPPRC;MAP1B;MAP1S;MAPT;MARK1;MGARP;MYO19;NECTIN2;NEFL;OPA1;PKD1;RHOT1;RHOT2;SPAST;SYBU;TRAK1;TRAK2;UBB;UCHL1;UXT",20,32,TRUE,"",0.882599580712788,0.970532347095202,0.0535669384770951,0.243392403378133,0.717934181894799,20,"MAP1S;HSBP1;UXT;KIF5B;PKD1;SPAST;OPA1;MYO19","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0036480","neuron intrinsic apoptotic signaling pathway in response to oxidative stress","GO:0036480 neuron intrinsic apoptotic signaling pathway in response to oxidative stress",19,"ATF4;CTNNB1;DAXX;FBXO7;FBXW7;FGF2;FZD1;HIF1A;IL10;MAP3K5;MCL1;MMP2;NONO;PARK7;PARP1;PINK1;PRKN;PYCR1;WNT1",14,19,TRUE,"",0.891518737672584,0.974126924945486,0.0502948063662358,-0.25012639768374,-0.666627059266854,14,"MAP3K5","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0051560","mitochondrial calcium ion homeostasis","GO:0051560 mitochondrial calcium ion homeostasis",23,"AFG3L2;ANXA6;ATP2A1;BNIP3;C19orf12;DISC1;IMMT;LETM1;MAIP1;MCU;MCUB;MCUR1;MICU1;MICU2;MICU3;PDZD8;RAP1GDS1;SLC25A23;SLC25A27;SLC8A3;SLC8B1;SMDT1;TGM2",19,23,TRUE,"",0.897750511247444,0.976654462174555,0.05163559644842,0.236281982280069,0.694252143260744,19,"C19orf12;AFG3L2;PDZD8;MCUB;MCUR1;MICU2;BNIP3","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0051865","protein autoubiquitination","GO:0051865 protein autoubiquitination",69,"AMFR;BFAR;BRCA1;CBL;CNOT4;CUL3;DDB2;DTX3L;ERCC8;ITCH;KLHL24;LRRK2;LRSAM1;LTN1;MDM2;MTA1;NFX1;OBI1;PRKN;RAD18;RAG1;RBX1;RCHY1;RNF10;RNF11;RNF112;RNF115;RNF122;RNF13;RNF141;RNF146;RNF181;RNF183;RNF185;RNF187;RNF19B;RNF208;RNF213;RNF220;RNF4;RNF41;RNF8;RNFT1;SASH1;SH3RF1;SH3RF2;SH3RF3;STUB1;TAF1;TRAF2;TRAF6;TRIM11;TRIM13;TRIM17;TRIM21;TRIM37;TRIM52;TRIM58;TRIM68;TRIM71;UBE2B;UBE2D2;UBE2D3;UBE2T;UBE3A;UBE3D;UHRF1;UHRF2;WWP2",59,69,TRUE,"",0.904214559386973,0.978099276907988,0.0483117581055019,-0.195790898744961,-0.746546432684523,59,"KLHL24;SH3RF1;TRIM13;RAG1;NFX1;UBE3D;RNF185;RNF146;TRIM68;TRAF6;RNF41;CNOT4;ITCH;RNF10;TRIM11;RAD18;LRSAM1","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0034643","establishment of mitochondrion localization, microtubule-mediated","GO:0034643 establishment of mitochondrion localization, microtubule-mediated",27,"ACTR10;AGBL4;AGTPBP1;ARMCX3;FEZ1;HAP1;HDAC6;HIF1A;HSBP1;KIF1B;KIF5B;LRPPRC;MAP1B;MAP1S;MAPT;MGARP;NEFL;OPA1;RHOT1;RHOT2;SPAST;SYBU;TRAK1;TRAK2;UBB;UCHL1;UXT",17,27,TRUE,"",0.901840490797546,0.978099276907988,0.0514264916187015,0.23824534477451,0.678053585930207,17,"MAP1S;HSBP1;UXT;KIF5B","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0047497","mitochondrion transport along microtubule","GO:0047497 mitochondrion transport along microtubule",27,"ACTR10;AGBL4;AGTPBP1;ARMCX3;FEZ1;HAP1;HDAC6;HIF1A;HSBP1;KIF1B;KIF5B;LRPPRC;MAP1B;MAP1S;MAPT;MGARP;NEFL;OPA1;RHOT1;RHOT2;SPAST;SYBU;TRAK1;TRAK2;UBB;UCHL1;UXT",17,27,TRUE,"",0.901840490797546,0.978099276907988,0.0514264916187015,0.23824534477451,0.678053585930207,17,"MAP1S;HSBP1;UXT;KIF5B","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0002902","regulation of B cell apoptotic process","GO:0002902 regulation of B cell apoptotic process",20,"ADA;AURKB;BAX;BCL10;BCL2;BCL6;BTK;CD74;FNIP1;FOXP1;IL10;IL2;IRS2;LYN;MIF;MIR17HG;NOC2L;ORMDL3;PDCD1;SLC39A10",17,20,TRUE,"",0.90448343079922,0.978099276907988,0.0490939668192139,-0.236643038006063,-0.667811431390785,17,"FOXP1;SLC39A10;BCL6;FNIP1","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0006309","apoptotic DNA fragmentation","GO:0006309 apoptotic DNA fragmentation",16,"AIFM1;APAF1;BAX;CDKN2A;CECR2;DFFA;DFFB;DICER1;DNASE1L3;DNASE2;ENDOG;EXOG;HSF1;IL6;NMNAT1;VPS54",13,16,TRUE,"",0.906,0.978356313993174,0.0501934252649434,-0.256469723855937,-0.673045801679115,13,"DNASE2;EXOG;DFFA;APAF1;NMNAT1","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0097284","hepatocyte apoptotic process","GO:0097284 hepatocyte apoptotic process",19,"ADAR;ARF6;ATF2;BCL2L1;BID;CASP6;CFLAR;DNMT3A;GSN;IGF1R;KRT18;KRT8;PIK3CG;PPARA;PRKAA1;PRKAA2;RB1;STK3;STK4",15,19,TRUE,"",0.914460285132383,0.982261258203213,0.0506004243853618,0.24169384114618,0.657824589365512,15,"BID;ARF6","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:1902221","erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process","GO:1902221 erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process",19,"AFMID;ATP7A;DCT;FAH;GCDH;GSTZ1;HAAO;HGD;HPD;IDO1;IL4I1;KMO;KYNU;PCBD1;PCBD2;QDPR;SLC45A2;THAP4;TTC36",10,19,TRUE,"",0.915354330708661,0.98242235493969,0.0489954089862481,-0.256872417505338,-0.62668447093583,10,"PCBD1;GSTZ1;THAP4","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0010658","striated muscle cell apoptotic process","GO:0010658 striated muscle cell apoptotic process",38,"AMBRA1;APAF1;ATG5;ATP2A2;BAG3;BNIP3;CAMK2A;CAMK2D;CAPN2;CFLAR;GATA6;GCH1;HEY2;HSF1;HSP90AA1;HSPA8;JAK2;KIFAP3;LTK;MAP3K5;MDK;NACA;NFE2L2;NOL3;NOTCH1;NRG1;NUPR1;PAX8;PDPK1;PPP1R10;PTPN1;RGL2;SFRP2;SIRT4;SIRT5;SMAD4;TIGAR;TP53",29,38,TRUE,"",0.924643584521385,0.986813234121541,0.0500922874402106,0.20901543367156,0.68539296068963,29,"GCH1;MDK;ATP2A2;HSF1;NACA;NOTCH1;TIGAR;CAPN2;BNIP3;HSP90AA1","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:1903427","negative regulation of reactive oxygen species biosynthetic process","GO:1903427 negative regulation of reactive oxygen species biosynthetic process",13,"ABCB7;ABCD1;ABCD2;CFLAR;COA8;CTNS;FYN;MPV17L;PARK7;PPARA;RHOA;SLC18A2;TRAP1",12,13,TRUE,"",0.924643584521385,0.986813234121541,0.0500922874402106,0.242224595005766,0.619147821249425,12,"SLC18A2;PARK7","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0000209","protein polyubiquitination","GO:0000209 protein polyubiquitination",246,"AMBRA1;AMFR;ANAPC1;ANAPC10;ANAPC11;ANAPC13;ANAPC15;ANAPC16;ANAPC2;ANAPC4;ANAPC5;ANAPC7;AREL1;ARIH2;ARRDC4;AXIN1;BARD1;BCL2;BFAR;BIRC2;BLMH;BRCA1;BTRC;CBFB;CBL;CDC16;CDC23;CDC26;CDC27;CDC34;CDKN2A;CEP63;CHFR;CTNNB1;CUL1;CUL3;CUL4B;CUL5;DCAF15;DDA1;DDB2;DDX3X;DTL;DTX3L;DTX4;DZIP3;ERCC8;FBXL17;FBXL7;FBXO22;FBXO28;FBXO38;FBXO4;FBXO45;FBXO7;FBXO9;FBXW11;FZR1;GABARAP;GPS2;HACE1;HAMP;HDAC6;HECTD1;HECTD2;HERC5;HUWE1;IFI27;IRF2BP1;ITCH;KBTBD2;KBTBD6;KBTBD7;KCMF1;KLHL20;KLHL3;KLHL42;LNPEP;LRSAM1;MAGEL2;MDM2;MGRN1;MKRN1;MKRN2;MKRN3;MUL1;MYCBP2;NBN;NEDD4;NEDD4L;NHLRC1;NHLRC3;NMI;NOD2;NPEPPS;NQO1;NT5C2;PARP10;PELI1;PELI2;PELI3;PEX10;PEX12;PLAA;PPIA;PPIL2;PRAME;PRKN;PRPF19;PTPN22;RBCK1;RBX1;RC3H1;RC3H2;RFFL;RIPK2;RMND5A;RNF111;RNF114;RNF115;RNF123;RNF125;RNF126;RNF135;RNF14;RNF144A;RNF146;RNF152;RNF166;RNF167;RNF168;RNF170;RNF183;RNF185;RNF187;RNF20;RNF213;RNF216;RNF25;RNF26;RNF31;RNF34;RNF4;RNF41;RNF5;RNF6;RNF7;RNF8;RUSC1;SASH1;SHARPIN;SHPRH;SKP1;SKP2;SMURF1;SPOP;SPSB3;SPSB4;STUB1;SYVN1;TAF1;TCF25;THOP1;TMEM129;TNFAIP3;TNKS;TNKS2;TOPORS;TPP2;TRAF2;TRAF3IP2;TRAF6;TRAF7;TRIM2;TRIM21;TRIM22;TRIM25;TRIM26;TRIM27;TRIM3;TRIM31;TRIM32;TRIM38;TRIM44;TRIM45;TRIM5;TRIM56;TRIM6;TRIM62;TRIM65;TRIM71;TRIM8;TRIP12;TTC3;TTC36;UBE2A;UBE2B;UBE2C;UBE2D1;UBE2D2;UBE2D3;UBE2D4;UBE2E1;UBE2E2;UBE2E3;UBE2G1;UBE2G2;UBE2H;UBE2J1;UBE2J2;UBE2K;UBE2L3;UBE2L5;UBE2L6;UBE2N;UBE2O;UBE2Q1;UBE2Q2;UBE2QL1;UBE2R2;UBE2S;UBE2T;UBE2V1;UBE2V2;UBE2W;UBE3A;UBE3B;UBE3C;UBE3D;UBE4A;UBE4B;UBOX5;UBR2;UBR4;UBR5;WDR24;WDR77;WSB1;WSB2;WWP2;XIAP;ZFP91;ZNF598;ZNF738;ZNRF1;ZNRF2",222,246,TRUE,"",0.92570281124498,0.987150943396227,0.0493910105981501,0.172799587417892,0.828538211242821,222,"UBE2V2;ANAPC13;RNF213;UBE2E3;NEDD4L;TRIM26;ZNRF1;PTPN22;UBE2V1;FBXW11;HECTD1;MDM2;DDX3X;RNF126;CBFB;UBE2K;MUL1;CUL1;AMFR;UBE2D3;DDB2;UBE2L6;CDC26;UBE2D2;UBE2S;UBE4A;RNF187;UBR5;ANAPC11;ZNF598;PPIA;UBE2A;SKP1;DTL;FBXO22;KLHL42;PRPF19;UBE2J2;AXIN1;NPEPPS;NMI;SKP2;RNF26;RC3H2;RNF125;CDC34;HERC5;TRIM25;UBE2D1;WWP2;DDA1;RBX1;DTX3L;TAF1;UBE2L3;KBTBD2;RNF114;WSB2;HUWE1;IRF2BP1;KBTBD6;BCL2;ZNRF2;SYVN1;UBE2D4;TRIM21;RNF166","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0031146","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","GO:0031146 SCF-dependent proteasomal ubiquitin-dependent protein catabolic process",43,"AMN1;BTRC;CCNF;CUL1;CUL2;CUL5;DMAC2;FBXL12;FBXL13;FBXL14;FBXL15;FBXL16;FBXL17;FBXL18;FBXL2;FBXL20;FBXL3;FBXL4;FBXL5;FBXL6;FBXL7;FBXL8;FBXO2;FBXO27;FBXO3;FBXO31;FBXO38;FBXO39;FBXO4;FBXO44;FBXO48;FBXO6;FBXO9;FBXW11;FBXW4;FBXW5;FBXW7;KIF14;RBX1;SKP1;SKP2;STYX;WWTR1",35,43,TRUE,"",0.929273084479371,0.989328004132849,0.0482149710025564,-0.195926101009237,-0.672393905640939,35,"FBXL8;FBXL20;FBXO9;FBXL17;FBXO44;FBXW5;CUL5;BTRC;FBXL15;FBXW7;FBXO38;CCNF;FBXL12;KIF14","relapse_down"
