"pathway","gene","in_sc_leading_edge","in_bulk_leading_edge","shared_leading_edge","STAT5_axis_gene","curated_STAT5_target"
"Epstein-Barr virus infection","H2-Q2",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","H2-Q4",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","H2-Q6",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","H2-Q7",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","H2-T22",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","H2-T23",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","HDAC1",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","HDAC2",TRUE,FALSE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","HLA-A",TRUE,FALSE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","HLA-B",TRUE,FALSE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","HLA-C",TRUE,FALSE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","HLA-E",TRUE,FALSE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","ICAM1",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","IFNAR2",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","IKBKB",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","IKBKE",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","IKBKG",TRUE,FALSE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","IL6",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","IRAK4",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","LYN",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","MAPK13",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","MAPK9",TRUE,FALSE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","MDM2",TRUE,FALSE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","MYC",TRUE,FALSE,FALSE,TRUE,TRUE
"Epstein-Barr virus infection","NFKB2",TRUE,FALSE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","NFKBIA",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","NFKBIB",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","OAS1G",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","PDIA3",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","PIK3CB",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","PIK3R2",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","PIK3R3",TRUE,FALSE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","PLCG2",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","PSMC1",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","PSMC2",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","PSMC3",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","PSMC6",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","PSMD13",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","PSMD2",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","PSMD4",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","PSMD6",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","RBPJ",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","RIPK1",TRUE,FALSE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","SEM1",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","SIN3A",TRUE,FALSE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","STAT3",TRUE,FALSE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","TLR2",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","TNF",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","TRADD",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","TRAF2",FALSE,TRUE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","TRAF3",TRUE,FALSE,FALSE,FALSE,FALSE
"Epstein-Barr virus infection","TRAF5",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","ALDOA",TRUE,TRUE,TRUE,FALSE,FALSE
"HIF-1 signaling pathway","EGLN2",TRUE,TRUE,TRUE,FALSE,FALSE
"HIF-1 signaling pathway","EIF4E2",TRUE,TRUE,TRUE,FALSE,FALSE
"HIF-1 signaling pathway","ELOC",TRUE,TRUE,TRUE,FALSE,FALSE
"HIF-1 signaling pathway","ENO1",TRUE,TRUE,TRUE,FALSE,FALSE
"HIF-1 signaling pathway","IFNGR2",TRUE,TRUE,TRUE,TRUE,FALSE
"HIF-1 signaling pathway","LDHA",TRUE,TRUE,TRUE,FALSE,FALSE
"HIF-1 signaling pathway","MAP2K1",TRUE,TRUE,TRUE,FALSE,FALSE
"HIF-1 signaling pathway","MAPK3",TRUE,TRUE,TRUE,FALSE,FALSE
"HIF-1 signaling pathway","NFKB1",TRUE,TRUE,TRUE,FALSE,FALSE
"HIF-1 signaling pathway","PGK1",TRUE,TRUE,TRUE,FALSE,FALSE
"HIF-1 signaling pathway","RELA",TRUE,TRUE,TRUE,FALSE,FALSE
"HIF-1 signaling pathway","TFRC",TRUE,TRUE,TRUE,FALSE,FALSE
"HIF-1 signaling pathway","AKT1",TRUE,FALSE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","BCL2",FALSE,TRUE,FALSE,TRUE,TRUE
"HIF-1 signaling pathway","CAMK2A",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","CAMK2D",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","CDKN1A",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","CYBB",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","EGLN1",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","EGLN3",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","EIF4EBP1",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","ELOB",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","ENO1B",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","ENO2",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","ENO3",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","FLT1",TRUE,FALSE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","GAPDH",TRUE,FALSE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","HK1",TRUE,FALSE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","HK3",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","HMOX1",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","IFNGR1",FALSE,TRUE,FALSE,TRUE,FALSE
"HIF-1 signaling pathway","IGF1",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","IL6",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","LDHB",TRUE,FALSE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","MAP2K2",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","MKNK2",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","PDHA1",TRUE,FALSE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","PDHB",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","PFKP",TRUE,FALSE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","PIK3CB",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","PIK3R2",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","PIK3R3",TRUE,FALSE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","PLCG2",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","PRKCA",TRUE,FALSE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","PRKCG",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","RBX1",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","RPS6",TRUE,FALSE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","RPS6KB1",TRUE,FALSE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","SLC2A1",FALSE,TRUE,FALSE,FALSE,TRUE
"HIF-1 signaling pathway","STAT3",TRUE,FALSE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","TIMP1",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","TRF",FALSE,TRUE,FALSE,FALSE,FALSE
"HIF-1 signaling pathway","VHL",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","ADCY7",TRUE,TRUE,TRUE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","ANAPC11",TRUE,TRUE,TRUE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","ATF4",TRUE,TRUE,TRUE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","B2M",TRUE,TRUE,TRUE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","BAX",TRUE,TRUE,TRUE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","CALR",TRUE,TRUE,TRUE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","CRTC3",TRUE,TRUE,TRUE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","EGR1",TRUE,TRUE,TRUE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","FOS",TRUE,TRUE,TRUE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","ITGB2",TRUE,TRUE,TRUE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","JAK3",TRUE,TRUE,TRUE,TRUE,TRUE
"Human T-cell leukemia virus 1 infection","MAPK3",TRUE,TRUE,TRUE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","NFATC2",TRUE,TRUE,TRUE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","NFKB1",TRUE,TRUE,TRUE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","RANBP3",TRUE,TRUE,TRUE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","RELA",TRUE,TRUE,TRUE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","RELB",TRUE,TRUE,TRUE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","TGFB1",TRUE,TRUE,TRUE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","ZFP36",TRUE,TRUE,TRUE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","ADCY1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","ADCY3",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","ADCY4",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","ADCY9",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","AKT1",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","ANAPC13",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","ANAPC4",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","BCL2L1",FALSE,TRUE,FALSE,TRUE,TRUE
"Human T-cell leukemia virus 1 infection","CCND1",FALSE,TRUE,FALSE,TRUE,FALSE
"Human T-cell leukemia virus 1 infection","CCND2",FALSE,TRUE,FALSE,TRUE,TRUE
"Human T-cell leukemia virus 1 infection","CCND3",FALSE,TRUE,FALSE,TRUE,FALSE
"Human T-cell leukemia virus 1 infection","CD3D",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","CD40",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","CDC26",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","CDK4",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","CDKN2A",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","CDKN2B",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","CREB3",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","CREB3L1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","CREB3L3",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","CREB5",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","CRTC2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","CSF2",FALSE,TRUE,FALSE,TRUE,FALSE
"Human T-cell leukemia virus 1 infection","E2F1",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","E2F3",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","EGR2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","ELK1",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","ETS1",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","ETS2",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","H2-AA",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","H2-AB1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","H2-D1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","H2-DMB1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","H2-DMB2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","H2-EB1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","H2-K1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","H2-M2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","H2-M3",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","H2-OA",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","H2-Q1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","H2-Q10",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","H2-Q2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","H2-Q4",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","H2-Q6",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","H2-Q7",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","H2-T-PS",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","H2-T22",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","H2-T23",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","HLA-A",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","HLA-B",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","HLA-C",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","HLA-E",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","HRAS",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","ICAM1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","IKBKB",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","IKBKG",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","IL15RA",FALSE,TRUE,FALSE,TRUE,FALSE
"Human T-cell leukemia virus 1 infection","IL1R1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","IL1R2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","IL2RA",TRUE,FALSE,FALSE,TRUE,TRUE
"Human T-cell leukemia virus 1 infection","IL2RB",FALSE,TRUE,FALSE,TRUE,TRUE
"Human T-cell leukemia virus 1 infection","IL2RG",FALSE,TRUE,FALSE,TRUE,FALSE
"Human T-cell leukemia virus 1 infection","IL6",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","LTA",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","MAP2K1",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","MAP2K2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","MAPK9",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","MYC",TRUE,FALSE,FALSE,TRUE,TRUE
"Human T-cell leukemia virus 1 infection","NFATC3",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","NFKB2",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","NFKBIA",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","NRAS",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","NRP1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","PIK3CB",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","PIK3R2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","PIK3R3",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","POLB",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","PPP3CA",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","PPP3CC",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","PPP3R1",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","PTTG1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","RAN",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","RANBP1",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","SLC25A4",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","SLC25A5",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","SLC25A6",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","SLC2A1",FALSE,TRUE,FALSE,FALSE,TRUE
"Human T-cell leukemia virus 1 infection","SPI1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","STAT5A",TRUE,FALSE,FALSE,TRUE,FALSE
"Human T-cell leukemia virus 1 infection","STAT5B",FALSE,TRUE,FALSE,TRUE,FALSE
"Human T-cell leukemia virus 1 infection","TGFBR1",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","TGFBR2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","TLN2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","TNF",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","TNFRSF13C",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","TSPO",FALSE,TRUE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","VDAC1",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","VDAC2",TRUE,FALSE,FALSE,FALSE,FALSE
"Human T-cell leukemia virus 1 infection","VDAC3",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","ADCY7",TRUE,TRUE,TRUE,FALSE,FALSE
"Human cytomegalovirus infection","ATF4",TRUE,TRUE,TRUE,FALSE,FALSE
"Human cytomegalovirus infection","B2M",TRUE,TRUE,TRUE,FALSE,FALSE
"Human cytomegalovirus infection","BAX",TRUE,TRUE,TRUE,FALSE,FALSE
"Human cytomegalovirus infection","CALM1",TRUE,TRUE,TRUE,FALSE,FALSE
"Human cytomegalovirus infection","CALR",TRUE,TRUE,TRUE,FALSE,FALSE
"Human cytomegalovirus infection","GNB1",TRUE,TRUE,TRUE,FALSE,FALSE
"Human cytomegalovirus infection","GNG2",TRUE,TRUE,TRUE,FALSE,FALSE
"Human cytomegalovirus infection","GNG5",TRUE,TRUE,TRUE,FALSE,FALSE
"Human cytomegalovirus infection","IL1B",TRUE,TRUE,TRUE,FALSE,FALSE
"Human cytomegalovirus infection","MAP2K1",TRUE,TRUE,TRUE,FALSE,FALSE
"Human cytomegalovirus infection","MAPK3",TRUE,TRUE,TRUE,FALSE,FALSE
"Human cytomegalovirus infection","MDM2",TRUE,TRUE,TRUE,FALSE,FALSE
"Human cytomegalovirus infection","NFATC2",TRUE,TRUE,TRUE,FALSE,FALSE
"Human cytomegalovirus infection","NFKB1",TRUE,TRUE,TRUE,FALSE,FALSE
"Human cytomegalovirus infection","PDIA3",TRUE,TRUE,TRUE,FALSE,FALSE
"Human cytomegalovirus infection","PIK3CB",TRUE,TRUE,TRUE,FALSE,FALSE
"Human cytomegalovirus infection","RELA",TRUE,TRUE,TRUE,FALSE,FALSE
"Human cytomegalovirus infection","RIPK1",TRUE,TRUE,TRUE,FALSE,FALSE
"Human cytomegalovirus infection","TAP1",TRUE,TRUE,TRUE,FALSE,FALSE
"Human cytomegalovirus infection","TAP2",TRUE,TRUE,TRUE,FALSE,FALSE
"Human cytomegalovirus infection","TAPBP",TRUE,TRUE,TRUE,FALSE,FALSE
"Human cytomegalovirus infection","ADCY1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","ADCY3",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","ADCY4",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","ADCY9",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","AKT1",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","ARHGEF1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","ARHGEF11",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","ARHGEF12",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","BID",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","CALM2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","CALM3",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","CASP8",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","CCL3",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","CCL4",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","CCL5",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","CCND1",FALSE,TRUE,FALSE,TRUE,FALSE
"Human cytomegalovirus infection","CCR1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","CCR3",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","CDK4",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","CDKN1A",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","CDKN2A",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","CREB3",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","CREB3L1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","CREB3L3",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","CREB5",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","CX3CL1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","CXCR2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","CYCS",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","E2F1",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","E2F3",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","EIF4EBP1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","ELK1",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","FADD",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","FAS",FALSE,TRUE,FALSE,FALSE,TRUE
"Human cytomegalovirus infection","GNA13",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","GNAI2",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","GNAO1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","GNAQ",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","GNAS",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","GNB2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","GNB5",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","GNG10",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","GNG4",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","GNGT2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","GRB2",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","H2-D1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","H2-K1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","H2-M2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","H2-M3",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","H2-Q1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","H2-Q10",FALSE,TRUE,FALSE,FALSE,FALSE
