"pathway","gene","in_sc_leading_edge","in_bulk_leading_edge","shared_leading_edge","STAT5_axis_gene","curated_STAT5_target"
"JAK-STAT signaling pathway","IL13",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","IL15RA",FALSE,TRUE,FALSE,TRUE,FALSE
"JAK-STAT signaling pathway","IL21R",TRUE,FALSE,FALSE,TRUE,FALSE
"JAK-STAT signaling pathway","IL22",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","IL23A",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","IL23R",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","IL2RA",TRUE,FALSE,FALSE,TRUE,TRUE
"JAK-STAT signaling pathway","IL2RB",FALSE,TRUE,FALSE,TRUE,TRUE
"JAK-STAT signaling pathway","IL2RG",FALSE,TRUE,FALSE,TRUE,FALSE
"JAK-STAT signaling pathway","IL3RA",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","IL4R",TRUE,FALSE,FALSE,TRUE,FALSE
"JAK-STAT signaling pathway","IL4RA",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","IL5",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","IL6",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","IL9R",FALSE,TRUE,FALSE,TRUE,FALSE
"JAK-STAT signaling pathway","JAK2",FALSE,TRUE,FALSE,TRUE,FALSE
"JAK-STAT signaling pathway","JAK3",TRUE,FALSE,FALSE,TRUE,TRUE
"JAK-STAT signaling pathway","LEPROT",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","LIF",FALSE,TRUE,FALSE,TRUE,FALSE
"JAK-STAT signaling pathway","LIFR",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","MCL1",FALSE,TRUE,FALSE,TRUE,TRUE
"JAK-STAT signaling pathway","MYC",TRUE,FALSE,FALSE,TRUE,TRUE
"JAK-STAT signaling pathway","PIK3CB",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","PIK3R2",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","PIK3R3",TRUE,FALSE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","PTPN2",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","PTPN6",TRUE,FALSE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","SOCS1",FALSE,TRUE,FALSE,TRUE,TRUE
"JAK-STAT signaling pathway","SOCS2",FALSE,TRUE,FALSE,TRUE,TRUE
"JAK-STAT signaling pathway","SOCS6",TRUE,FALSE,FALSE,TRUE,FALSE
"JAK-STAT signaling pathway","STAT3",TRUE,FALSE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","STAT4",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","STAT5A",TRUE,FALSE,FALSE,TRUE,FALSE
"Mitophagy","ATF4",TRUE,TRUE,TRUE,FALSE,FALSE
"Mitophagy","BECN1",TRUE,TRUE,TRUE,FALSE,FALSE
"Mitophagy","BNIP3",TRUE,TRUE,TRUE,FALSE,FALSE
"Mitophagy","CSNK2A1",TRUE,TRUE,TRUE,FALSE,FALSE
"Mitophagy","CSNK2A2",TRUE,TRUE,TRUE,FALSE,FALSE
"Mitophagy","MFN2",TRUE,TRUE,TRUE,FALSE,FALSE
"Mitophagy","OPTN",TRUE,TRUE,TRUE,FALSE,FALSE
"Mitophagy","PGAM5",TRUE,TRUE,TRUE,FALSE,FALSE
"Mitophagy","RELA",TRUE,TRUE,TRUE,FALSE,FALSE
"Mitophagy","TFE3",TRUE,TRUE,TRUE,FALSE,FALSE
"Mitophagy","AMFR",TRUE,FALSE,FALSE,FALSE,FALSE
"Mitophagy","ATG5",FALSE,TRUE,FALSE,FALSE,FALSE
"Mitophagy","BCL2L1",FALSE,TRUE,FALSE,TRUE,TRUE
"Mitophagy","BCL2L13",TRUE,FALSE,FALSE,FALSE,FALSE
"Mitophagy","BNIP3L",FALSE,TRUE,FALSE,FALSE,FALSE
"Mitophagy","CCZ1B",TRUE,FALSE,FALSE,FALSE,FALSE
"Mitophagy","CITED2",FALSE,TRUE,FALSE,FALSE,FALSE
"Mitophagy","CSNK2B",FALSE,TRUE,FALSE,FALSE,FALSE
"Mitophagy","E2F1",TRUE,FALSE,FALSE,FALSE,FALSE
"Mitophagy","EIF2S1",TRUE,FALSE,FALSE,FALSE,FALSE
"Mitophagy","FIS1",FALSE,TRUE,FALSE,FALSE,FALSE
"Mitophagy","FUNDC1",TRUE,FALSE,FALSE,FALSE,FALSE
"Mitophagy","GABARAP",FALSE,TRUE,FALSE,FALSE,FALSE
"Mitophagy","GABARAPL2",FALSE,TRUE,FALSE,FALSE,FALSE
"Mitophagy","HRAS",FALSE,TRUE,FALSE,FALSE,FALSE
"Mitophagy","HUWE1",TRUE,FALSE,FALSE,FALSE,FALSE
"Mitophagy","MAPK9",TRUE,FALSE,FALSE,FALSE,FALSE
"Mitophagy","MRAS",FALSE,TRUE,FALSE,FALSE,FALSE
"Mitophagy","MTX1",TRUE,FALSE,FALSE,FALSE,FALSE
"Mitophagy","MTX2",TRUE,FALSE,FALSE,FALSE,FALSE
"Mitophagy","MUL1",TRUE,FALSE,FALSE,FALSE,FALSE
"Mitophagy","NRAS",TRUE,FALSE,FALSE,FALSE,FALSE
"Mitophagy","RAB7",FALSE,TRUE,FALSE,FALSE,FALSE
"Mitophagy","RAB7A",TRUE,FALSE,FALSE,FALSE,FALSE
"Mitophagy","RAB7B",FALSE,TRUE,FALSE,FALSE,FALSE
"Mitophagy","RPS27A",TRUE,FALSE,FALSE,FALSE,FALSE
"Mitophagy","RRAS",FALSE,TRUE,FALSE,FALSE,FALSE
"Mitophagy","RRAS2",TRUE,FALSE,FALSE,FALSE,FALSE
"Mitophagy","SMURF2",TRUE,FALSE,FALSE,FALSE,FALSE
"Mitophagy","SQSTM1",FALSE,TRUE,FALSE,FALSE,FALSE
"Mitophagy","SRC",FALSE,TRUE,FALSE,FALSE,FALSE
"Mitophagy","TAX1BP1",FALSE,TRUE,FALSE,FALSE,FALSE
"Mitophagy","TBK1",FALSE,TRUE,FALSE,FALSE,FALSE
"Mitophagy","TFEB",FALSE,TRUE,FALSE,FALSE,FALSE
"Mitophagy","TOMM20",TRUE,FALSE,FALSE,FALSE,FALSE
"Mitophagy","TOMM40",TRUE,FALSE,FALSE,FALSE,FALSE
"Mitophagy","TOMM7",FALSE,TRUE,FALSE,FALSE,FALSE
"Mitophagy","TOMM70",TRUE,FALSE,FALSE,FALSE,FALSE
"Mitophagy","UBA52",TRUE,FALSE,FALSE,FALSE,FALSE
"Mitophagy","UBB",FALSE,TRUE,FALSE,FALSE,FALSE
"Mitophagy","UBC",TRUE,FALSE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","HCST",TRUE,TRUE,TRUE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","IFNGR2",TRUE,TRUE,TRUE,TRUE,FALSE
"Natural killer cell mediated cytotoxicity","ITGB2",TRUE,TRUE,TRUE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","LCP2",TRUE,TRUE,TRUE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","NFATC2",TRUE,TRUE,TRUE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","BID",TRUE,FALSE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","CD244",TRUE,FALSE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","CD247",TRUE,FALSE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","CD48",TRUE,FALSE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","CSF2",FALSE,TRUE,FALSE,TRUE,FALSE
"Natural killer cell mediated cytotoxicity","FAS",FALSE,TRUE,FALSE,FALSE,TRUE
"Natural killer cell mediated cytotoxicity","FCER1G",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","FYN",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","GRB2",TRUE,FALSE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","GZMB",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","H2-D1",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","H2-K1",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","H2-T23",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","HLA-A",TRUE,FALSE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","HLA-B",TRUE,FALSE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","HLA-C",TRUE,FALSE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","HLA-E",TRUE,FALSE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","HRAS",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","ICAM1",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","ICAM2",TRUE,FALSE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","IFNAR2",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","IFNGR1",FALSE,TRUE,FALSE,TRUE,FALSE
"Natural killer cell mediated cytotoxicity","KIR3DL2",TRUE,FALSE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","LAT",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","LAT2",TRUE,FALSE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","MAP2K2",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","MAPK3",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","NCR3",TRUE,FALSE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","NRAS",TRUE,FALSE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","PIK3CB",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","PIK3R2",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","PIK3R3",TRUE,FALSE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","PLCG2",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","PPP3CA",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","PPP3CC",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","PPP3R1",TRUE,FALSE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","PRF1",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","PRKCA",TRUE,FALSE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","PRKCG",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","PTK2B",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","PTPN6",TRUE,FALSE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","RAC2",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","TNF",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","TNFSF10",TRUE,FALSE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","VAV1",FALSE,TRUE,FALSE,FALSE,FALSE
"Natural killer cell mediated cytotoxicity","ZAP70",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","CYBA",TRUE,TRUE,TRUE,FALSE,FALSE
"Osteoclast differentiation","FOS",TRUE,TRUE,TRUE,FALSE,FALSE
"Osteoclast differentiation","FOSB",TRUE,TRUE,TRUE,FALSE,FALSE
"Osteoclast differentiation","FOSL2",TRUE,TRUE,TRUE,FALSE,FALSE
"Osteoclast differentiation","IFNGR2",TRUE,TRUE,TRUE,TRUE,FALSE
"Osteoclast differentiation","JUNB",TRUE,TRUE,TRUE,FALSE,FALSE
"Osteoclast differentiation","NFKB1",TRUE,TRUE,TRUE,FALSE,FALSE
"Osteoclast differentiation","RELB",TRUE,TRUE,TRUE,FALSE,FALSE
"Osteoclast differentiation","ACP5",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","AKT1",TRUE,FALSE,FALSE,FALSE,FALSE
"Osteoclast differentiation","ATP2A2",TRUE,FALSE,FALSE,FALSE,FALSE
"Osteoclast differentiation","BLNK",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","CAMK4",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","CSF1",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","CSF1R",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","CTSK",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","CYLD",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","FHL2",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","FYN",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","GAB2",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","GRB2",TRUE,FALSE,FALSE,FALSE,FALSE
"Osteoclast differentiation","IFNAR2",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","IFNGR1",FALSE,TRUE,FALSE,TRUE,FALSE
"Osteoclast differentiation","IKBKB",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","IKBKG",TRUE,FALSE,FALSE,FALSE,FALSE
"Osteoclast differentiation","IL1B",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","IL1R1",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","ITGB3",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","JUND",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","LCP2",TRUE,FALSE,FALSE,FALSE,FALSE
"Osteoclast differentiation","LILRA6",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","MAPK13",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","MAPK9",TRUE,FALSE,FALSE,FALSE,FALSE
"Osteoclast differentiation","NCF4",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","NFATC2",TRUE,FALSE,FALSE,FALSE,FALSE
"Osteoclast differentiation","NFKB2",TRUE,FALSE,FALSE,FALSE,FALSE
"Osteoclast differentiation","NFKBIA",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","NOX1",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","PIK3CB",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","PIK3R2",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","PIK3R3",TRUE,FALSE,FALSE,FALSE,FALSE
"Osteoclast differentiation","PIRB",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","PLCG2",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","PPARG",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","PPP3CA",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","PPP3R1",TRUE,FALSE,FALSE,FALSE,FALSE
"Osteoclast differentiation","RELA",TRUE,FALSE,FALSE,FALSE,FALSE
"Osteoclast differentiation","SIRPA",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","SIRPG",TRUE,FALSE,FALSE,FALSE,FALSE
"Osteoclast differentiation","SOCS1",FALSE,TRUE,FALSE,TRUE,TRUE
"Osteoclast differentiation","SQSTM1",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","TGFB1",TRUE,FALSE,FALSE,FALSE,FALSE
"Osteoclast differentiation","TGFBR1",TRUE,FALSE,FALSE,FALSE,FALSE
"Osteoclast differentiation","TGFBR2",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","TNF",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","TNFRSF11A",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","TNFRSF11B",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","TNFSF11",FALSE,TRUE,FALSE,FALSE,FALSE
"Osteoclast differentiation","TRAF2",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP6V0B",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","ATP6V0D1",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","ATP6V1G1",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","COX17",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","COX4I1",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","COX5A",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","COX6A1",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","COX6C",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","COX7A2",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","COX7A2L",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","COX7B",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","COX8A",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","CYC1",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","LHPP",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","NDUFA1",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","NDUFA12",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","NDUFA6",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","NDUFA8",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","NDUFB11",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","NDUFB7",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","NDUFB9",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","NDUFS3",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","NDUFV2",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","SDHB",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","UQCR11",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","UQCRH",TRUE,TRUE,TRUE,FALSE,FALSE
"Oxidative phosphorylation","ATP5F1A",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP5F1B",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP5F1C",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP5F1E",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP5MC1",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP5MC3",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP5ME",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP5MG",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP5PB",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP5PF",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP6AP1",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP6V0A1",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP6V0A4",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP6V0C",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP6V0D2",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP6V0E",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP6V0E1",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP6V1A",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP6V1B2",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP6V1C1",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP6V1E1",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP6V1F",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP6V1G2",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ATP6V1H",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","COX1",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","COX10",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","COX11",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","COX15",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","COX4I2",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","COX5B",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","COX6B1",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","CYTB",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ND1",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ND2",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ND4",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ND5",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","ND6",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFA10",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFA11",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFA13",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFA2",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFA3",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFA5",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFA7",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFA9",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFAB1",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFB10",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFB2",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFB3",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFB5",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFB6",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFB8",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFC2",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFS2",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFS4",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFS5",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFS6",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFS7",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFS8",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","NDUFV3",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","PPA1",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","PPA2",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","UQCR10",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","UQCRB",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","UQCRFS1",FALSE,TRUE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","UQCRHL",TRUE,FALSE,FALSE,FALSE,FALSE
"Oxidative phosphorylation","UQCRQ",FALSE,TRUE,FALSE,FALSE,FALSE
"Parkinson disease","COX4I1",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","COX5A",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","COX6A1",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","COX6C",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","COX7A2",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","COX7A2L",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","COX7B",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","COX8A",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","CYC1",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","HTRA2",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","NDUFA1",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","NDUFA12",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","NDUFA6",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","NDUFA8",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","NDUFB11",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","NDUFB7",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","NDUFB9",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","NDUFS3",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","NDUFV2",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","PARK7",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","PRKACA",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","SDHB",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","SLC18A2",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","UBE2J1",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","UBE2J2",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","UQCR11",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","UQCRH",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","VDAC2",TRUE,TRUE,TRUE,FALSE,FALSE
"Parkinson disease","ADRM1",TRUE,FALSE,FALSE,FALSE,FALSE
"Parkinson disease","ATF4",TRUE,FALSE,FALSE,FALSE,FALSE
