"case_id","axis","case_label","primary_analysis","n_patients","n_cells_total","min_cells_per_sample","genes_ranked_n","direction","global_FDR_tier","pathway","pval","padj","log2err","ES","NES","size","leadingEdge","pathway_id","pathway_name","gene_set_size_total","target_family2_BH","target_family2_Holm","target_family4_BH","target_family4_Holm"
"cnv_sample_top25","CNV cutoff","Top 25% within each sample",FALSE,3,3210,179,11620,"relapse_up","FDR < 0.05","hsa00190 Oxidative phosphorylation",1.11292462644842e-05,0.00035815937978431,0.593325476396405,0.470889820947709,1.93845969226761,105,"ATP6V0A4;NDUFA6;COX7A2L;NDUFAB1;ATP5F1B;UQCRH;COX5A;COX6C;NDUFC2;NDUFV2;COX4I1;NDUFB7;CYC1;NDUFB9;COX6A1;ATP6V0C;ATP5MG;UQCRHL;ATP6V0D1;PPA1;COX7A2;ATP5F1C;ATP5PF;ATP5F1E;NDUFA12;UQCRB;ATP6V0E1;ATP5PB;ATP5F1A;COX7B;ATP6V1G1;UQCR11;COX8A;SDHB;ATP5MC3;NDUFA1;NDUFA9;NDUFB2;ATP6V1D;ATP5ME;NDUFB6;NDUFB11;NDUFA2;NDUFB4;UQCRFS1;ATP5MC1;ATP5MC2;ATP6V0A2;COX17;UQCRQ;COX11;NDUFA13;ATP5MF;NDUFS4;COX7C;NDUFS3","hsa00190","Oxidative phosphorylation",138,,,,
"cnv_sample_top25","CNV cutoff","Top 25% within each sample",FALSE,3,3210,179,11620,"relapse_up","FDR < 0.05","hsa05321 Inflammatory bowel disease",2.15811241417928e-05,0.000636643162182887,0.575610261071129,0.615640268860557,2.07837899258103,36,"IL4;TBX21;MAF;IL4R;IL21R;TGFB1;RELA;STAT3;GATA3;IL1B;IFNGR2;HLA-DPA1;HLA-DRA;NFATC1;HLA-DQB1;IL10","hsa05321","Inflammatory bowel disease",66,,,,
"cnv_sample_top25","CNV cutoff","Top 25% within each sample",FALSE,3,3210,179,11620,"relapse_up","FDR < 0.05","hsa05330 Allograft rejection",4.59954101896395e-05,0.00125249040054864,0.557332238758646,0.713649343358601,2.04394434472615,19,"IL4;HLA-C;HLA-B;HLA-DPA1;HLA-E;HLA-DRA;HLA-A;HLA-DQB1;IL10;HLA-F;IFNG","hsa05330","Allograft rejection",39,,,,
"cnv_sample_top25","CNV cutoff","Top 25% within each sample",FALSE,3,3210,179,11620,"relapse_up","FDR < 0.05","hsa04517 IgSF CAM signaling",5.68992307031213e-05,0.00143873769063607,0.557332238758646,0.392424077278049,1.72054765450771,163,"MBP;LY9;DOK2;PXN;ACTB;EPB41L2;ACTG1;RAP1A;FOXO1;LCP2;PRKCA;CRTAM;MYL12A;CD48;CD226;ICAM3;NECTIN1;PTPRD;ROBO3;CD244;ARPC2;MAPK9;RAP1B;ITGB1;TUBA4A;ACTN4;JAM3;ARF6;PARD6B;TUBA1C;PTPN6;SPTBN2;ICAM2;PIK3R3;ACTN1;ACTR3B;CASK;NLGN4X;ITGB2;MYL12B;DYNLL2;ARPC5L;GRB2;TUBB2A;RAC1;MAP2K1;TUBA1B;ACTR3;RDX;PLXNA4;ITGAM;ARPC3;CDC42;MSN;JAML;MPZ","hsa04517","IgSF CAM signaling",299,,,,
"cnv_sample_top25","CNV cutoff","Top 25% within each sample",FALSE,3,3210,179,11620,"relapse_up","FDR < 0.05","hsa05235 PD-L1 expression and PD-1 checkpoint pathway in cancer",6.4222412888745e-05,0.00151564894417438,0.538434096309916,0.480731136449156,1.87938362353315,77,"FOS;CD247;RELA;STAT3;BATF3;RASGRP1;BATF;PDCD1;MAP2K3;NFATC3;NFKBIE;IFNGR2;NFATC1;NFATC2;MYD88;PPP3R1;PTPN6;PIK3R3;MAP3K3;CD3D;IFNG;NFKB1;NFKBIB;RPS6KB1;MAP2K1;STAT1;JAK1;EML4;NRAS;TLR9;LAT;KRAS;CD28","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",90,,,,
"cnv_sample_top25","CNV cutoff","Top 25% within each sample",FALSE,3,3210,179,11620,"relapse_up","FDR < 0.05","hsa05014 Amyotrophic lateral sclerosis",0.000116898972480606,0.00258638976613341,0.538434096309916,0.340134237350592,1.59216002056065,271,"OPTN;ACTB;GPX7;ACTG1;NDUFA6;COX7A2L;ADRM1;NDUFAB1;ATP5F1B;ALYREF;TOMM40;VDAC1;BID;MAP2K3;UQCRH;COX5A;PSMB1;COX6C;WDR41;NDUFC2;NUP153;BAX;NDUFV2;NXT1;COX4I1;TUBA4A;NDUFB7;SRSF3;CYC1;HNRNPA1;NDUFB9;COX6A1;UQCRHL;CHMP2B;PPP3R1;TUBA1C;COX7A2;ATP5F1C;RAB8A;PSMC4;ATP5PF;ATP5F1E;DERL1;NXT2;NDUFA12;UQCRB;PSMD12;TNFRSF1B;ATP5PB;ATP5F1A;PSMB3;COX7B;PSMA7;PSMD7;UQCR11;KIF5B;TUBB2A;PSMB7;COX8A;SEM1;ATF4;NRBF2;SDHB;RAC1;ATP5MC3;PSMD11;RAE1;NDUFA1;NDUFA9;SRSF7;TUBA1B;CASP1;VAPB;SOD1;MAP1LC3B;PSMD8;BECN1;NDUFB2;PSMC3;RAB5A;ANXA11;NUP35;PSMC1;SEH1L;XBP1;NDUFB6;NDUFB11;NDUFA2;PSMA4;TANK;HNRNPA3;NDUFB4;UQCRFS1;ANXA7;NUP155;ATP5MC1;PPP3CC;ATP5MC2;BCL2;NUP37;NUP58;UQCRQ;PSMB2;UBQLN4;NDUFA13;NDUFS4","hsa05014","Amyotrophic lateral sclerosis",368,,,,
"cnv_sample_top25","CNV cutoff","Top 25% within each sample",FALSE,3,3210,179,11620,"relapse_up","FDR < 0.05","hsa05152 Tuberculosis",0.000126402446641985,0.00263214506536839,0.518848077743792,0.418906709128656,1.73678802422627,110,"FCER1G;MALT1;TGFB1;RELA;ATP6V0A4;CALM1;MRC2;BID;IL1B;IFNGR2;HLA-DPA1;MAPK9;BAX;IL10RA;HLA-DRA;ATP6V0C;HLA-DQB1;MYD88;ATP6V0D1;IL10;PPP3R1;HSPA9;CEBPG;HSPD1;NFYB;RIPK2;ITGB2;IFNG;CD74;PLK3;LAMP1;RAB7A;BCL10;IRAK1;CALM3;NFKB1;ITGAM;STAT1;JAK1;RAB5A;RAB5C;CAMK2D;NFYC;LSP1;TLR9","hsa05152","Tuberculosis",181,,,,
"cnv_sample_top25","CNV cutoff","Top 25% within each sample",FALSE,3,3210,179,11620,"relapse_up","FDR < 0.05","hsa05320 Autoimmune thyroid disease",0.000152954370703142,0.00284978143310065,0.518848077743792,0.685305348817392,1.96276505424043,19,"IL4;HLA-C;HLA-B;HLA-DPA1;HLA-E;TPO;HLA-DRA;HLA-A;HLA-DQB1;IL10;HLA-F","hsa05320","Autoimmune thyroid disease",54,,,,
"cnv_sample_top25","CNV cutoff","Top 25% within each sample",FALSE,3,3210,179,11620,"relapse_up","FDR < 0.05","hsa05415 Diabetic cardiomyopathy",0.000147564879875829,0.00284978143310065,0.518848077743792,0.404088929154965,1.75234949653837,146,"TGFB1;RELA;NDUFA6;PRKCA;COX7A2L;NDUFAB1;ATP5F1B;IRS1;VDAC1;UQCRH;COX5A;COX6C;MAPK9;NDUFC2;NDUFV2;NCF1;COX4I1;NDUFB7;CYC1;CYBA;NDUFB9;COX6A1;SLC25A5;PPP1CC;UQCRHL;COX7A2;ATP5F1C;PIK3R3;GAPDH;ATP5PF;ATP5F1E;NDUFA12;UQCRB;ATP5PB;ATP5F1A;COX7B;ATP2A2;UQCR11;COX8A;VDAC2;SDHB;AGER;MPC2;RAC1;SLC25A6;ATP5MC3;NFKB1;MPC1;NDUFA1;NDUFA9","hsa05415","Diabetic cardiomyopathy",205,,,,
"cnv_sample_top25","CNV cutoff","Top 25% within each sample",FALSE,3,3210,179,11620,"relapse_up","FDR < 0.05","hsa04630 JAK-STAT signaling pathway",0.000162261943103681,0.00287203639293516,0.518848077743792,0.461281783016122,1.85114286748747,85,"IL4;CSF3R;MYC;OSM;IL2RA;STAT5A;IL4R;PIM1;IL21R;IL27RA;STAT3;SOCS6;IFNGR2;IL10RA;LIF;JAK3;IL10;PTPN6;PIK3R3;SOCS3;IFNG;PDGFA;GRB2","hsa04630","JAK-STAT signaling pathway",168,,,,
"cnv_sample_top25","CNV cutoff","Top 25% within each sample",FALSE,3,3210,179,11620,"relapse_up","FDR < 0.05","hsa05332 Graft-versus-host disease",0.00018785623499755,0.0031667193899587,0.518848077743792,0.680085408226035,1.94781475946219,19,"KIR3DL2;HLA-C;HLA-B;IL1B;HLA-DPA1;HLA-E;HLA-DRA;HLA-A;HLA-DQB1;HLA-F;IFNG","hsa05332","Graft-versus-host disease",45,,,,
"cnv_sample_top25","CNV cutoff","Top 25% within each sample",FALSE,3,3210,179,11620,"relapse_up","FDR < 0.05","hsa05022 Pathways of neurodegeneration - multiple diseases",0.000199865555371009,0.00321601848187896,0.518848077743792,0.321826234464977,1.53390431674639,319,"OPTN;RELA;GPX7;NDUFA6;PRKCA;COX7A2L;ADRM1;NDUFAB1;ATP5F1B;TOMM40;CALM1;VDAC1;BID;MAP2K3;UQCRH;COX5A;PSMB1;COX6C;IL1B;WDR41;MAPK9;NDUFC2;BAX;NDUFV2;COX4I1;TUBA4A;NDUFB7;CYC1;NDUFB9;COX6A1;UBA52;SLC25A5;UBE2J2;UQCRHL;CHMP2B;PPP3R1;TUBA1C;COX7A2;SPTBN2;ATP5F1C;RAB8A;PSMC4;ATP5PF;UBC;ATP5F1E;DERL1;RPS27A;UBE2L6;FRAT2;NDUFA12;UQCRB;PSMD12;TNFRSF1B;ATP5PB;ATP5F1A;PSMB3;COX7B;AXIN1;PSMA7;ATP2A2;PSMD7;UQCR11;KIF5B;UBA7;TUBB2A;PSMB7;COX8A;VDAC2;SEM1;ATF4;PRNP;NRBF2;SDHB;AGER;RAC1;SLC25A6;CASP7;CALM3;ATP5MC3;PSMD11;NFKB1;NDUFA1;PARK7;NDUFA9;MAP2K1;TUBA1B;UBE2L3;VAPB;MFN2;SOD1;MAP1LC3B;PSMD8;BECN1","hsa05022","Pathways of neurodegeneration - multiple diseases",480,,,,
"cnv_sample_top25","CNV cutoff","Top 25% within each sample",FALSE,3,3210,179,11620,"relapse_up","FDR < 0.05","hsa05016 Huntington disease",0.000306369931476155,0.00471543285837213,0.49849310876659,0.345065117217026,1.58447803763345,226,"POLR2D;CLTB;GPX7;NDUFA6;COX7A2L;TAF4B;ADRM1;NDUFAB1;ATP5F1B;VDAC1;UQCRH;COX5A;PSMB1;COX6C;MAPK9;NDUFC2;BAX;NDUFV2;COX4I1;TUBA4A;NDUFB7;CYC1;NDUFB9;COX6A1;SLC25A5;UQCRHL;TUBA1C;SIN3A;COX7A2;ATP5F1C;PSMC4;ATP5PF;SOD2;ATP5F1E;TFAM;BBC3;TBPL1;NDUFA12;UQCRB;PSMD12;POLR2C;ATP5PB;ATP5F1A;PSMB3;COX7B;PSMA7;PSMD7;UQCR11;KIF5B;TUBB2A;PSMB7;COX8A;VDAC2;SEM1;NRBF2;SDHB;HDAC2;SLC25A6;ATP5MC3;PSMD11;POLR2H;NDUFA1;NDUFA9;HDAC1;RCOR1;TUBA1B;POLR2K;SOD1;PSMD8;BECN1;NDUFB2;PSMC3","hsa05016","Huntington disease",308,,,,
"cnv_sample_top25","CNV cutoff","Top 25% within each sample",FALSE,3,3210,179,11620,"relapse_up","FDR < 0.05","hsa03008 Ribosome biogenesis in eukaryotes",0.000338880964100718,0.00499849422048559,0.49849310876659,0.477866020768336,1.84930591130448,69,"GTPBP4;UTP4;IMP3;AK6;DKC1;NXT1;POP7;EIF6;WDR36;NOP10;GAR1;POP4;WDR3;GNL2;SNU13;NOP58;NXT2;WDR43;RAN;IMP4;RRP7A;NHP2;UTP18;SBDS;NOP56;RCL1;FBL;RIOK1;XPO1;CSNK2A2;EMG1;NAT10;HEATR1;RPP38;XRN2","hsa03008","Ribosome biogenesis in eukaryotes",126,,,,
"cnv_sample_top25","CNV cutoff","Top 25% within each sample",FALSE,3,3210,179,11620,"relapse_up","FDR < 0.05","hsa04714 Thermogenesis",0.000380127262265154,0.00538260203367458,0.49849310876659,0.357007231694365,1.58683683791597,176,"NDUFAF8;ACTB;SMARCD3;ACTG1;NDUFA6;COX7A2L;NDUFAB1;ATP5F1B;MAP2K3;UQCRH;COX5A;COX6C;NDUFC2;NDUFV2;COX4I1;GNAS;NDUFB7;PRKAG2;CYC1;NDUFB9;COX6A1;ATP5MG;UQCRHL;PRKAB1;COX7A2;ATP5F1C;ATP5PF;ATP5F1E;ADCY7;RPS6;NDUFA12;UQCRB;COX16;ATP5PB;ATP5F1A;COX7B;GRB2;UQCR11;COX8A;SDHB;DPF3;CPT1A;ATP5MC3;SMARCD2;RPS6KA3;RPS6KB1;NDUFA1;NDUFA9;NDUFAF6;SMARCC1;NDUFB2;ACSL5;NDUFAF2;NDUFAF5;NRAS;COA1;ATP5ME;KRAS;SLC25A20;NDUFB6;COX19;NDUFB11;NDUFA2;NDUFB4;UQCRFS1;COA4;ATP5MC1;CPT2;ATP5MC2;KDM3A;COX17;PNPLA2;RHEB;UQCRQ;COX11;NDUFA13;ATP5MF;CREB3L3;NDUFS4;NDUFAF4;COX7C;NDUFS3;SIRT6","hsa04714","Thermogenesis",235,,,,
"cnv_sample_top25","CNV cutoff","Top 25% within each sample",FALSE,3,3210,179,11620,"relapse_up","FDR < 0.05","hsa04660 T cell receptor signaling pathway",0.000409560063898642,0.00557631779308151,0.49849310876659,0.418705132799159,1.73047774436028,106,"IL4;FOS;MALT1;CD247;RELA;RASGRP1;LCP2;PDCD1;ICOS;NFATC3;NFKBIE;MAP3K8;MAPK9;NFATC1;NFATC2;IL10;PPP3R1;PTPN6;PIK3R3;ITK;CD3D;IFNG;MAP3K7;GRB2;BCL10;PPP2R5C;MAP3K14;NFKB1;NFKBIB;MAP2K1","hsa04660","T cell receptor signaling pathway",122,,,,
"cnv_sample_top25","CNV cutoff","Top 25% within each sample",FALSE,3,3210,179,11620,"relapse_up","FDR < 0.05","hsa04060 Cytokine-cytokine receptor interaction",0.00061199957604122,0.00773742321137829,0.477270815362862,0.43310338036843,1.76493380571752,93,"IL4;CSF3R;OSM;CD70;XCL1;IL2RA;IL4R;CXCR3;IL21R;TGFB1;XCL2;IL27RA;CCR9;CCR7;LTB;TNFSF9;IL1B;IFNGR2;IL10RA;LIF;TNFSF10;TNFSF14;IL10;CCL5;ACVR1B;TNFRSF9;IFNG;TNFRSF1B;RELT","hsa04060","Cytokine-cytokine receptor interaction",298,,,,
"cnv_sample_top25","CNV cutoff","Top 25% within each sample",FALSE,3,3210,179,11620,"relapse_up","FDR < 0.05","hsa05170 Human immunodeficiency virus 1 infection",0.000611818201028391,0.00773742321137829,0.477270815362862,0.373411716981257,1.63904344560993,164,"FOS;GNG4;PXN;RIPK1;CD247;RELA;SAMHD1;CALR;PRKCA;TAP1;CALM1;HLA-C;TAP2;B2M;HLA-B;BID;MAP2K3;NFATC3;GNG5;MAPK9;BAX;HLA-E;CFL1;ELOC;HLA-A;NFATC1;NFATC2;MYD88;PPP3R1;PIK3R3;FBXW11;HLA-F;APOBEC3G;GNG8;GNB1;CD3D;TNFRSF1B;MAP3K7;ELOB;WEE1;GNG10;SKP1;RBX1;IRAK1;RAC1;CALM3;CGAS;NFKB1;RPS6KB1;RNF7;MAP2K1;CUL1","hsa05170","Human immunodeficiency virus 1 infection",214,,,,
"cnv_sample_top25","CNV cutoff","Top 25% within each sample",FALSE,3,3210,179,11620,"relapse_up","FDR < 0.05","hsa04260 Cardiac muscle contraction",0.000656886843693618,0.0078347962725611,0.477270815362862,0.547126772134903,1.86230811453192,38,"TPM3;COX7A2L;FXYD2;UQCRH;COX5A;COX6C;ATP1B3;COX4I1;CYC1;COX6A1;UQCRHL;COX7A2;TPM4;ATP1A1;UQCRB;COX7B;ATP2A2;UQCR11;COX8A","hsa04260","Cardiac muscle contraction",87,,,,
"cnv_sample_top25","CNV cutoff","Top 25% within each sample",FALSE,3,3210,179,11620,"relapse_up","FDR < 0.05","hsa05202 Transcriptional misregulation in cancer",0.000663965785810263,0.0078347962725611,0.477270815362862,0.411403498411127,1.70748486659285,109,"ID2;GADD45B;MYC;ITGB7;PLAU;MAF;PER2;BCL2A1;RELA;TFE3;DUSP6;ETV5;TLX3;FOXO1;RARA;BAX;FLT1;HHEX;PROM1;HPGD;SIN3A;MYCN;TSPAN7;REL;MDM2;ATF1;PRCC;PDGFA;DDX5;HDAC2;NR4A3;NFKB1;DOT1L;HDAC1;LYL1","hsa05202","Transcriptional misregulation in cancer",201,,,,
"cnv_sample_top25","CNV cutoff","Top 25% within each sample",FALSE,3,3210,179,11620,"relapse_up","FDR < 0.05","hsa04932 Non-alcoholic fatty liver disease",0.000796255446571412,0.00909272348665419,0.477270815362862,0.395093729888273,1.6772079468589,126,"FOS;TGFB1;RELA;NDUFA6;COX7A2L;NDUFAB1;IRS1;BID;UQCRH;COX5A;COX6C;IL1B;MAPK9;NDUFC2;BAX;NDUFV2;COX4I1;NDUFB7;PRKAG2;CYC1;NDUFB9;COX6A1;UQCRHL;PRKAB1;COX7A2;PIK3R3;SOCS3;NDUFA12;UQCRB;COX7B;UQCR11;COX8A;ATF4;SDHB;RAC1;CASP7;NFKB1;NDUFA1;NDUFA9","hsa04932","Non-alcoholic fatty liver disease",157,,,,
