"compartment","pathway_id","pathway_name","gene_set_source","gene_set_id","pathway","linked_genes_n","linked_genes","ranked_genes_n","gene_set_size_total","tested","untested_reason","pval","padj","log2err","ES","NES","size","leadingEdge","direction"
"CNV_high_top50_candidate","hsa05208","Chemical carcinogenesis - reactive oxygen species","KEGG","hsa05208","hsa05208 Chemical carcinogenesis - reactive oxygen species",227,"ABL1;ABL2;ACP1;AHR;AKR1A1;AKR1C1;AKR1C2;AKR1C3;AKR1C4;AKR1C8;AKT1;AKT2;AKT3;ARAF;ARNT;AS3MT;ATP5F1A;ATP5F1B;ATP5F1C;ATP5F1D;ATP5F1E;ATP5MC1;ATP5MC2;ATP5MC3;ATP5PB;ATP5PD;ATP5PF;ATP5PO;ATP6;ATP8;BAD;BRAF;CAT;CBR1;CHUK;COX1;COX2;COX3;COX4I1;COX4I2;COX5A;COX5B;COX6A1;COX6A2;COX6B1;COX6B2;COX6C;COX7A1;COX7A2;COX7A2L;COX7B;COX7B2;COX7C;COX8A;COX8C;COXFA4;COXFA4L2;CYBA;CYC1;CYP1A1;CYP1A2;CYP1B1;CYP2E1;CYP2F1;CYTB;cytochrome c oxidase subunit NDUFA4-like;EGF;EGFR;EPHX1;EPHX2;EPHX3;EPHX4;FOS;FOXO3;GRB2;GSTA1;GSTA2;GSTA3;GSTA4;GSTA5;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTO2;GSTT1;GSTT2;GSTT2B;GSTT4;HGF;HIF1A;HMOX1;HRAS;IKBKB;IKBKG;JUN;KEAP1;KRAS;LPO;MAP2K1;MAP2K2;MAP2K4;MAP2K7;MAP3K14;MAP3K5;MAPK1;MAPK10;MAPK11;MAPK12;MAPK13;MAPK14;MAPK3;MAPK8;MAPK9;MET;MGST1;MGST2;MGST3;NCF1;NCF2;ND1;ND2;ND3;ND4;ND4L;ND5;ND6;NDUFA1;NDUFA10;NDUFA11;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFA9;NDUFAB1;NDUFB1;NDUFB10;NDUFB11;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFC1;NDUFC2;NDUFC2-KCTD14;NDUFS1;NDUFS2;NDUFS3;NDUFS4;NDUFS5;NDUFS6;NDUFS7;NDUFS8;NDUFV1;NDUFV2;NDUFV3;NFE2L2;NFKB1;NFKBIA;NOX1;NOX4;NQO1;NRAS;P3R3URF-PIK3R3;PDPK1;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIK3R2;PIK3R3;PLD1;PLD2;PPIF;PRKCD;PRKD1;PRKD2;PRKD3;PTEN;PTK2;PTPN1;PTPN11;PTPRJ;RAC1;RAF1;RELA;SDHA;SDHB;SDHC;SDHD;SLC25A31;SLC25A4;SLC25A5;SLC25A6;SLC26A1;SLC26A2;SLC26A6;SLC26A9;SOD1;SOD2;SOS1;SOS2;SRC;UQCR10;UQCR11;UQCRB;UQCRC1;UQCRC2;UQCRFS1;UQCRH;UQCRHL;UQCRQ;VDAC1;VDAC2;VDAC3;VEGFA",164,227,TRUE,NA,6.01957057915833e-05,0.00331538450491135,0.557332238758646,0.38021152891517,1.72282334491199,164,"FOS;VDAC1;PTK2;RELA;ATP5F1B;COX5A;NDUFC2;UQCRHL;SOD2;NDUFA6;UQCRH;NDUFAB1;GRB2;NDUFV2;PIK3R3;NDUFA12;AKR1C1;CYC1;COX7A2L;AKT2;KEAP1;ATP5MC1;COX6C;PRKD2;NDUFB2;NCF1;MAPK9;ACP1;NDUFA9;NFKB1;SLC25A6;SLC25A5;COX4I1;PIK3CB;SOD1;ATP5PF;VDAC2;COX6A1;SDHB;NDUFB7;ATP5MC3;NDUFB9;NDUFS6;ATP5F1E;COX8A;PRKD3;GSTO1;NRAS;UQCR11;KRAS;CYBA;COX7A2;EPHX2;PTPN11;ATP5F1A;SLC25A4;RAC1;NDUFS4;UQCRQ;ATP5F1C;AKT1;MAP2K1;ATP5PB;PPIF;IKBKG;MAPK1;COX7B;PIK3R1;VEGFA;ATP5MC2;HIF1A;NDUFA13;NDUFB11;SDHC","relapse_up"
"Cycling_TALL_blast_like","hsa05208","Chemical carcinogenesis - reactive oxygen species","KEGG","hsa05208","hsa05208 Chemical carcinogenesis - reactive oxygen species",227,"ABL1;ABL2;ACP1;AHR;AKR1A1;AKR1C1;AKR1C2;AKR1C3;AKR1C4;AKR1C8;AKT1;AKT2;AKT3;ARAF;ARNT;AS3MT;ATP5F1A;ATP5F1B;ATP5F1C;ATP5F1D;ATP5F1E;ATP5MC1;ATP5MC2;ATP5MC3;ATP5PB;ATP5PD;ATP5PF;ATP5PO;ATP6;ATP8;BAD;BRAF;CAT;CBR1;CHUK;COX1;COX2;COX3;COX4I1;COX4I2;COX5A;COX5B;COX6A1;COX6A2;COX6B1;COX6B2;COX6C;COX7A1;COX7A2;COX7A2L;COX7B;COX7B2;COX7C;COX8A;COX8C;COXFA4;COXFA4L2;CYBA;CYC1;CYP1A1;CYP1A2;CYP1B1;CYP2E1;CYP2F1;CYTB;cytochrome c oxidase subunit NDUFA4-like;EGF;EGFR;EPHX1;EPHX2;EPHX3;EPHX4;FOS;FOXO3;GRB2;GSTA1;GSTA2;GSTA3;GSTA4;GSTA5;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTO2;GSTT1;GSTT2;GSTT2B;GSTT4;HGF;HIF1A;HMOX1;HRAS;IKBKB;IKBKG;JUN;KEAP1;KRAS;LPO;MAP2K1;MAP2K2;MAP2K4;MAP2K7;MAP3K14;MAP3K5;MAPK1;MAPK10;MAPK11;MAPK12;MAPK13;MAPK14;MAPK3;MAPK8;MAPK9;MET;MGST1;MGST2;MGST3;NCF1;NCF2;ND1;ND2;ND3;ND4;ND4L;ND5;ND6;NDUFA1;NDUFA10;NDUFA11;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFA9;NDUFAB1;NDUFB1;NDUFB10;NDUFB11;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFC1;NDUFC2;NDUFC2-KCTD14;NDUFS1;NDUFS2;NDUFS3;NDUFS4;NDUFS5;NDUFS6;NDUFS7;NDUFS8;NDUFV1;NDUFV2;NDUFV3;NFE2L2;NFKB1;NFKBIA;NOX1;NOX4;NQO1;NRAS;P3R3URF-PIK3R3;PDPK1;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIK3R2;PIK3R3;PLD1;PLD2;PPIF;PRKCD;PRKD1;PRKD2;PRKD3;PTEN;PTK2;PTPN1;PTPN11;PTPRJ;RAC1;RAF1;RELA;SDHA;SDHB;SDHC;SDHD;SLC25A31;SLC25A4;SLC25A5;SLC25A6;SLC26A1;SLC26A2;SLC26A6;SLC26A9;SOD1;SOD2;SOS1;SOS2;SRC;UQCR10;UQCR11;UQCRB;UQCRC1;UQCRC2;UQCRFS1;UQCRH;UQCRHL;UQCRQ;VDAC1;VDAC2;VDAC3;VEGFA",170,227,TRUE,NA,0.805147058823529,0.915056022408964,0.0517405459873163,0.189391605994364,0.866530268201874,170,"FOS;BRAF;GSTA4;AKR1C2;PIK3R1;ABL2;AKT2;COX7A2L;NFKB1;NDUFV2;PTK2;KRAS;MAP2K1;PTPN1;AKR1C1;NRAS;GRB2;PRKD2;MAPK9;SLC25A6;NDUFC2;PIK3R3;MAP2K4;NCF1;RELA;HIF1A;SDHB;SOD2;SOS2;UQCRH;PIK3CB;UQCR11;ATP5F1B;MAP3K14;NDUFAB1;MAPK8;COX6C;PIK3CA;VDAC1;ATP5F1E;MAPK14;MAPK1;NDUFB9;GSTO2;COX4I1;COX7A2;ARNT;AKR1A1","relapse_up"
"Quiescent_CD44_high_TALL_like","hsa05208","Chemical carcinogenesis - reactive oxygen species","KEGG","hsa05208","hsa05208 Chemical carcinogenesis - reactive oxygen species",227,"ABL1;ABL2;ACP1;AHR;AKR1A1;AKR1C1;AKR1C2;AKR1C3;AKR1C4;AKR1C8;AKT1;AKT2;AKT3;ARAF;ARNT;AS3MT;ATP5F1A;ATP5F1B;ATP5F1C;ATP5F1D;ATP5F1E;ATP5MC1;ATP5MC2;ATP5MC3;ATP5PB;ATP5PD;ATP5PF;ATP5PO;ATP6;ATP8;BAD;BRAF;CAT;CBR1;CHUK;COX1;COX2;COX3;COX4I1;COX4I2;COX5A;COX5B;COX6A1;COX6A2;COX6B1;COX6B2;COX6C;COX7A1;COX7A2;COX7A2L;COX7B;COX7B2;COX7C;COX8A;COX8C;COXFA4;COXFA4L2;CYBA;CYC1;CYP1A1;CYP1A2;CYP1B1;CYP2E1;CYP2F1;CYTB;cytochrome c oxidase subunit NDUFA4-like;EGF;EGFR;EPHX1;EPHX2;EPHX3;EPHX4;FOS;FOXO3;GRB2;GSTA1;GSTA2;GSTA3;GSTA4;GSTA5;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTO2;GSTT1;GSTT2;GSTT2B;GSTT4;HGF;HIF1A;HMOX1;HRAS;IKBKB;IKBKG;JUN;KEAP1;KRAS;LPO;MAP2K1;MAP2K2;MAP2K4;MAP2K7;MAP3K14;MAP3K5;MAPK1;MAPK10;MAPK11;MAPK12;MAPK13;MAPK14;MAPK3;MAPK8;MAPK9;MET;MGST1;MGST2;MGST3;NCF1;NCF2;ND1;ND2;ND3;ND4;ND4L;ND5;ND6;NDUFA1;NDUFA10;NDUFA11;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFA9;NDUFAB1;NDUFB1;NDUFB10;NDUFB11;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFC1;NDUFC2;NDUFC2-KCTD14;NDUFS1;NDUFS2;NDUFS3;NDUFS4;NDUFS5;NDUFS6;NDUFS7;NDUFS8;NDUFV1;NDUFV2;NDUFV3;NFE2L2;NFKB1;NFKBIA;NOX1;NOX4;NQO1;NRAS;P3R3URF-PIK3R3;PDPK1;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIK3R2;PIK3R3;PLD1;PLD2;PPIF;PRKCD;PRKD1;PRKD2;PRKD3;PTEN;PTK2;PTPN1;PTPN11;PTPRJ;RAC1;RAF1;RELA;SDHA;SDHB;SDHC;SDHD;SLC25A31;SLC25A4;SLC25A5;SLC25A6;SLC26A1;SLC26A2;SLC26A6;SLC26A9;SOD1;SOD2;SOS1;SOS2;SRC;UQCR10;UQCR11;UQCRB;UQCRC1;UQCRC2;UQCRFS1;UQCRH;UQCRHL;UQCRQ;VDAC1;VDAC2;VDAC3;VEGFA",146,227,TRUE,NA,0.000258342952933026,0.00241585572202235,0.49849310876659,0.371059924811349,1.66140616592809,146,"CBR1;MAPK13;FOS;PRKD3;NFKB1;VDAC1;SDHB;CYBA;NDUFB2;NDUFC2;NDUFB6;PTPRJ;NDUFV2;COX4I1;SOD1;NDUFA6;NDUFAB1;MAPK1;NFKBIA;NDUFA12;NDUFB9;NDUFB3;RELA;SOD2;PIK3R1;COX7A2;NCF1;MAP3K5;AHR;SDHC;CYC1;COX8A;NDUFA10;SDHD;NDUFA9;UQCRB;COX6C;UQCR11;VDAC2;NDUFB11;NDUFA8;SOS2;ATP5PD;UQCR10;PTPN1;ATP5F1D;NDUFB1;MAPK9;MGST3;SLC25A6;HIF1A;ATP5F1E;PPIF;NDUFV3;RAC1;CHUK;NDUFA2;PIK3CD;SDHA;ARAF;COX5B;FOXO3;COX7B;NDUFS5","relapse_up"
"broad_T_lineage_candidate_malignant","hsa00480","Glutathione metabolism","KEGG","hsa00480","hsa00480 Glutathione metabolism",59,"ANPEP;CHAC1;CHAC2;G6PD;GCLC;GCLM;GGCT;GGT1;GGT5;GGT6;GGT7;GPX1;GPX2;GPX3;GPX4;GPX5;GPX6;GPX7;GPX8;GSR;GSS;GSTA1;GSTA2;GSTA3;GSTA4;GSTA5;GSTK1;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTO2;GSTP1;GSTT1;GSTT2;GSTT2B;GSTT4;HPGDS;IDH1;IDH2;inactive glutathione hydrolase 2 isoform X1;LANCL1;LAP3;MGST1;MGST2;MGST3;NAT8;ODC1;OPLAH;PGD;PRDX6;RRM1;RRM2;RRM2B;SMS;SRM;TXNDC12",38,59,TRUE,NA,0.174074074074074,0.571428571428572,0.142056643575821,0.357483557468046,1.2128042570463,38,"ODC1;SRM;GPX7;LAP3;GCLM;TXNDC12;GSTA4;SMS;GGCT","relapse_up"
"CNV_high_top25_candidate","hsa00480","Glutathione metabolism","KEGG","hsa00480","hsa00480 Glutathione metabolism",59,"ANPEP;CHAC1;CHAC2;G6PD;GCLC;GCLM;GGCT;GGT1;GGT5;GGT6;GGT7;GPX1;GPX2;GPX3;GPX4;GPX5;GPX6;GPX7;GPX8;GSR;GSS;GSTA1;GSTA2;GSTA3;GSTA4;GSTA5;GSTK1;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTO2;GSTP1;GSTT1;GSTT2;GSTT2B;GSTT4;HPGDS;IDH1;IDH2;inactive glutathione hydrolase 2 isoform X1;LANCL1;LAP3;MGST1;MGST2;MGST3;NAT8;ODC1;OPLAH;PGD;PRDX6;RRM1;RRM2;RRM2B;SMS;SRM;TXNDC12",29,59,TRUE,NA,0.0398249055487434,0.182573917645538,0.321775918075361,0.438440371076745,1.45901988311753,29,"ODC1;SRM;LAP3;GPX7;GCLM;SMS;TXNDC12;GPX4;GGCT","relapse_up"
"CNV_high_top50_candidate","hsa00480","Glutathione metabolism","KEGG","hsa00480","hsa00480 Glutathione metabolism",59,"ANPEP;CHAC1;CHAC2;G6PD;GCLC;GCLM;GGCT;GGT1;GGT5;GGT6;GGT7;GPX1;GPX2;GPX3;GPX4;GPX5;GPX6;GPX7;GPX8;GSR;GSS;GSTA1;GSTA2;GSTA3;GSTA4;GSTA5;GSTK1;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTO2;GSTP1;GSTT1;GSTT2;GSTT2B;GSTT4;HPGDS;IDH1;IDH2;inactive glutathione hydrolase 2 isoform X1;LANCL1;LAP3;MGST1;MGST2;MGST3;NAT8;ODC1;OPLAH;PGD;PRDX6;RRM1;RRM2;RRM2B;SMS;SRM;TXNDC12",33,59,TRUE,NA,0.0932038834951456,0.356241531165312,0.204294756516886,0.395141317948827,1.33646504509536,33,"ODC1;SRM;GPX7;LAP3;SMS;TXNDC12;GCLM","relapse_up"
"Cycling_TALL_blast_like","hsa00480","Glutathione metabolism","KEGG","hsa00480","hsa00480 Glutathione metabolism",59,"ANPEP;CHAC1;CHAC2;G6PD;GCLC;GCLM;GGCT;GGT1;GGT5;GGT6;GGT7;GPX1;GPX2;GPX3;GPX4;GPX5;GPX6;GPX7;GPX8;GSR;GSS;GSTA1;GSTA2;GSTA3;GSTA4;GSTA5;GSTK1;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTO2;GSTP1;GSTT1;GSTT2;GSTT2B;GSTT4;HPGDS;IDH1;IDH2;inactive glutathione hydrolase 2 isoform X1;LANCL1;LAP3;MGST1;MGST2;MGST3;NAT8;ODC1;OPLAH;PGD;PRDX6;RRM1;RRM2;RRM2B;SMS;SRM;TXNDC12",37,59,TRUE,NA,0.0539458434408715,0.232682071708819,0.321775918075361,-0.407115313896826,-1.44107740927869,37,"GSTM3;RRM2;IDH2;GSTM5;IDH1;GSTM4;MGST3;GSS;GSTP1;RRM1;GGT7;GSR;LANCL1","relapse_down"
"Quiescent_CD44_high_TALL_like","hsa00480","Glutathione metabolism","KEGG","hsa00480","hsa00480 Glutathione metabolism",59,"ANPEP;CHAC1;CHAC2;G6PD;GCLC;GCLM;GGCT;GGT1;GGT5;GGT6;GGT7;GPX1;GPX2;GPX3;GPX4;GPX5;GPX6;GPX7;GPX8;GSR;GSS;GSTA1;GSTA2;GSTA3;GSTA4;GSTA5;GSTK1;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTO2;GSTP1;GSTT1;GSTT2;GSTT2B;GSTT4;HPGDS;IDH1;IDH2;inactive glutathione hydrolase 2 isoform X1;LANCL1;LAP3;MGST1;MGST2;MGST3;NAT8;ODC1;OPLAH;PGD;PRDX6;RRM1;RRM2;RRM2B;SMS;SRM;TXNDC12",26,59,TRUE,NA,0.3984375,0.67578125,0.0902635484340068,0.321360715284729,1.03777791993203,26,"ODC1;RRM2;GSTK1;TXNDC12;LAP3;SRM;SMS;RRM1;GSR;MGST3;GCLM;GPX4;GGCT;PRDX6","relapse_up"
"broad_T_lineage_candidate_malignant","hsa04066","HIF-1 signaling pathway","KEGG","hsa04066","hsa04066 HIF-1 signaling pathway",110,"AKT1;AKT2;AKT3;ALDOA;ALDOB;ALDOC;ANGPT1;ANGPT2;ANGPT4;ARNT;BCL2;CAMK2A;CAMK2B;CAMK2D;CAMK2G;CDKN1A;CDKN1B;CREBBP;CUL2;CYBB;EDN1;EGF;EGFR;EGLN1;EGLN2;EGLN3;EIF4E;EIF4E1B;EIF4E2;EIF4EBP1;ELOB;ELOC;ENO1;ENO2;ENO3;EP300;EPAS1;EPO;ERBB2;FLT1;GAPDH;HIF1A;HK1;HK2;HK3;HKDC1;HMOX1;IFNG;IFNGR1;IFNGR2;IGF1;IGF1R;IL6;IL6R;INS;INSR;LDHA;LDHAL6A;LDHAL6B;LDHB;LDHC;LTBR;MAP2K1;MAP2K2;MAPK1;MAPK3;MKNK1;MKNK2;MTOR;NFKB1;NOS2;NOS3;NPPA;P3R3URF-PIK3R3;PDHA1;PDHA2;PDHB;PDK1;PFKFB3;PFKL;PFKM;PFKP;PGK1;PGK2;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIK3R2;PIK3R3;PLCG1;PLCG2;PRKCA;PRKCB;PRKCG;RBX1;RELA;RPS6;RPS6KB1;RPS6KB2;SERPINE1;SLC2A1;STAT3;TEK;TF;TFRC;TIMP1;TLR4;VEGFA;VHL",85,110,TRUE,NA,0.0336265804019155,0.303199666623938,0.321775918075361,0.350212624048551,1.39703311516295,85,"EPAS1;LDHA;PRKCA;STAT3;PGK1;TFRC;PIK3R3;SERPINE1;IFNG;ERBB2;RELA;RPS6KB1;EIF4E2;FLT1;IFNGR2;ELOC;RBX1;LDHB;BCL2;ENO1;HK1;VHL;RPS6","relapse_up"
"CNV_high_top25_candidate","hsa04066","HIF-1 signaling pathway","KEGG","hsa04066","hsa04066 HIF-1 signaling pathway",110,"AKT1;AKT2;AKT3;ALDOA;ALDOB;ALDOC;ANGPT1;ANGPT2;ANGPT4;ARNT;BCL2;CAMK2A;CAMK2B;CAMK2D;CAMK2G;CDKN1A;CDKN1B;CREBBP;CUL2;CYBB;EDN1;EGF;EGFR;EGLN1;EGLN2;EGLN3;EIF4E;EIF4E1B;EIF4E2;EIF4EBP1;ELOB;ELOC;ENO1;ENO2;ENO3;EP300;EPAS1;EPO;ERBB2;FLT1;GAPDH;HIF1A;HK1;HK2;HK3;HKDC1;HMOX1;IFNG;IFNGR1;IFNGR2;IGF1;IGF1R;IL6;IL6R;INS;INSR;LDHA;LDHAL6A;LDHAL6B;LDHB;LDHC;LTBR;MAP2K1;MAP2K2;MAPK1;MAPK3;MKNK1;MKNK2;MTOR;NFKB1;NOS2;NOS3;NPPA;P3R3URF-PIK3R3;PDHA1;PDHA2;PDHB;PDK1;PFKFB3;PFKL;PFKM;PFKP;PGK1;PGK2;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIK3R2;PIK3R3;PLCG1;PLCG2;PRKCA;PRKCB;PRKCG;RBX1;RELA;RPS6;RPS6KB1;RPS6KB2;SERPINE1;SLC2A1;STAT3;TEK;TF;TFRC;TIMP1;TLR4;VEGFA;VHL",74,110,TRUE,NA,0.0153585196432049,0.0985737715282058,0.380730400722792,0.357055867145973,1.43811918560752,74,"LDHA;RELA;IFNGR2;STAT3;ENO1;PGK1;FLT1;HK1;PRKCA;ALDOA;TFRC;PIK3R3;PFKP;EIF4E2;NFKB1;RPS6KB1;AKT1;EGLN2;LDHB;GAPDH;PDHA1;MAPK3;MAP2K1;ELOC;RPS6","relapse_up"
"CNV_high_top50_candidate","hsa04066","HIF-1 signaling pathway","KEGG","hsa04066","hsa04066 HIF-1 signaling pathway",110,"AKT1;AKT2;AKT3;ALDOA;ALDOB;ALDOC;ANGPT1;ANGPT2;ANGPT4;ARNT;BCL2;CAMK2A;CAMK2B;CAMK2D;CAMK2G;CDKN1A;CDKN1B;CREBBP;CUL2;CYBB;EDN1;EGF;EGFR;EGLN1;EGLN2;EGLN3;EIF4E;EIF4E1B;EIF4E2;EIF4EBP1;ELOB;ELOC;ENO1;ENO2;ENO3;EP300;EPAS1;EPO;ERBB2;FLT1;GAPDH;HIF1A;HK1;HK2;HK3;HKDC1;HMOX1;IFNG;IFNGR1;IFNGR2;IGF1;IGF1R;IL6;IL6R;INS;INSR;LDHA;LDHAL6A;LDHAL6B;LDHB;LDHC;LTBR;MAP2K1;MAP2K2;MAPK1;MAPK3;MKNK1;MKNK2;MTOR;NFKB1;NOS2;NOS3;NPPA;P3R3URF-PIK3R3;PDHA1;PDHA2;PDHB;PDK1;PFKFB3;PFKL;PFKM;PFKP;PGK1;PGK2;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIK3R2;PIK3R3;PLCG1;PLCG2;PRKCA;PRKCB;PRKCG;RBX1;RELA;RPS6;RPS6KB1;RPS6KB2;SERPINE1;SLC2A1;STAT3;TEK;TF;TFRC;TIMP1;TLR4;VEGFA;VHL",80,110,TRUE,NA,0.0203599353178584,0.208253052679809,0.352487857583619,0.354636507443935,1.42805277330081,80,"LDHA;EPAS1;STAT3;PRKCA;TFRC;PGK1;RELA;ENO1;IFNGR2;PIK3R3;FLT1;EGLN2;PFKP;HK1;AKT2;EIF4E2;BCL2;RPS6KB1;ALDOA;LDHB;NFKB1;RBX1;PIK3CB;SERPINE1;ELOC;RPS6;GAPDH;ELOB;VHL","relapse_up"
"Cycling_TALL_blast_like","hsa04066","HIF-1 signaling pathway","KEGG","hsa04066","hsa04066 HIF-1 signaling pathway",110,"AKT1;AKT2;AKT3;ALDOA;ALDOB;ALDOC;ANGPT1;ANGPT2;ANGPT4;ARNT;BCL2;CAMK2A;CAMK2B;CAMK2D;CAMK2G;CDKN1A;CDKN1B;CREBBP;CUL2;CYBB;EDN1;EGF;EGFR;EGLN1;EGLN2;EGLN3;EIF4E;EIF4E1B;EIF4E2;EIF4EBP1;ELOB;ELOC;ENO1;ENO2;ENO3;EP300;EPAS1;EPO;ERBB2;FLT1;GAPDH;HIF1A;HK1;HK2;HK3;HKDC1;HMOX1;IFNG;IFNGR1;IFNGR2;IGF1;IGF1R;IL6;IL6R;INS;INSR;LDHA;LDHAL6A;LDHAL6B;LDHB;LDHC;LTBR;MAP2K1;MAP2K2;MAPK1;MAPK3;MKNK1;MKNK2;MTOR;NFKB1;NOS2;NOS3;NPPA;P3R3URF-PIK3R3;PDHA1;PDHA2;PDHB;PDK1;PFKFB3;PFKL;PFKM;PFKP;PGK1;PGK2;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIK3R2;PIK3R3;PLCG1;PLCG2;PRKCA;PRKCB;PRKCG;RBX1;RELA;RPS6;RPS6KB1;RPS6KB2;SERPINE1;SLC2A1;STAT3;TEK;TF;TFRC;TIMP1;TLR4;VEGFA;VHL",81,110,TRUE,NA,0.079696394686907,0.279718718606987,0.219250346703755,0.31609025682453,1.2900865313353,81,"STAT3;EPAS1;TFRC;FLT1;BCL2;RPS6KB1;EIF4E2;PRKCA;PFKFB3;SERPINE1;PIK3R1;LDHA;PGK1;AKT2;NFKB1;VHL;HK1;MAP2K1","relapse_up"
"Quiescent_CD44_high_TALL_like","hsa04066","HIF-1 signaling pathway","KEGG","hsa04066","hsa04066 HIF-1 signaling pathway",110,"AKT1;AKT2;AKT3;ALDOA;ALDOB;ALDOC;ANGPT1;ANGPT2;ANGPT4;ARNT;BCL2;CAMK2A;CAMK2B;CAMK2D;CAMK2G;CDKN1A;CDKN1B;CREBBP;CUL2;CYBB;EDN1;EGF;EGFR;EGLN1;EGLN2;EGLN3;EIF4E;EIF4E1B;EIF4E2;EIF4EBP1;ELOB;ELOC;ENO1;ENO2;ENO3;EP300;EPAS1;EPO;ERBB2;FLT1;GAPDH;HIF1A;HK1;HK2;HK3;HKDC1;HMOX1;IFNG;IFNGR1;IFNGR2;IGF1;IGF1R;IL6;IL6R;INS;INSR;LDHA;LDHAL6A;LDHAL6B;LDHB;LDHC;LTBR;MAP2K1;MAP2K2;MAPK1;MAPK3;MKNK1;MKNK2;MTOR;NFKB1;NOS2;NOS3;NPPA;P3R3URF-PIK3R3;PDHA1;PDHA2;PDHB;PDK1;PFKFB3;PFKL;PFKM;PFKP;PGK1;PGK2;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIK3R2;PIK3R3;PLCG1;PLCG2;PRKCA;PRKCB;PRKCG;RBX1;RELA;RPS6;RPS6KB1;RPS6KB2;SERPINE1;SLC2A1;STAT3;TEK;TF;TFRC;TIMP1;TLR4;VEGFA;VHL",64,110,TRUE,NA,0.01993742325169,0.101446300663011,0.352487857583619,0.372202700241176,1.46061941014943,64,"BCL2;LDHA;NFKB1;IFNGR1;EGLN1;IFNG;RPS6;EIF4EBP1;RBX1;PGK1;MAPK1;IL6R;RELA;STAT3;PIK3R1;ELOC;EGLN2;TIMP1;PFKL;MKNK2;RPS6KB1;ENO1;HIF1A;CAMK2D;PRKCA;PIK3CD;FLT1;ALDOA;IFNGR2;RPS6KB2;CREBBP","relapse_up"
