"source","compartment","gene_set","tested","NES","padj","direction","leadingEdge","ranked_genes_n","note"
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of mitochondrial membrane permeability involved in apoptotic process",TRUE,1.20170212954172,0.529176464883997,"relapse_up","ACAA2;CHCHD10;THEM4;BNIP3;BID;HIP1R;VDAC2;BAX;BAK1;SLC25A6;SIVA1;BCL2L11",29,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of mitochondrial membrane permeability involved in apoptotic process",TRUE,1.28319050720636,0.540253186113572,"relapse_up","ACAA2;BID;SLC25A6;SIVA1;MUL1;SLC25A4;IER3;HIP1R;BAX;VDAC2;BNIP3",37,""
"GO_BP","CNV_high_top25_candidate","regulation of mitochondrial membrane permeability involved in programmed necrotic cell death",FALSE,NA,NA,"untested","",3,""
"GO_BP","CNV_high_top50_candidate","regulation of mitochondrial membrane permeability involved in programmed necrotic cell death",FALSE,NA,NA,"untested","",3,""
"GO_BP","Cycling_TALL_blast_like","regulation of mitochondrial membrane permeability involved in programmed necrotic cell death",FALSE,NA,NA,"untested","",3,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of mitochondrial membrane permeability involved in programmed necrotic cell death",FALSE,NA,NA,"untested","",3,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of mitochondrial membrane permeability involved in programmed necrotic cell death",FALSE,NA,NA,"untested","",3,""
"GO_BP","CNV_high_top25_candidate","regulation of mitochondrial membrane potential",TRUE,1.14417808547493,0.589744297785387,"relapse_up","PANK2;SLC25A33;GCLM;SOD2;BID;BAX;PRELID1;MUL1;CLIC1;PPA2;PARK7;PPIF;BNIP3;SOD1;PYCR1;BCL2;LIPA;P2RX7;BAK1;IFI6",49,""
"GO_BP","CNV_high_top50_candidate","regulation of mitochondrial membrane potential",TRUE,1.25954788246935,0.499530351062581,"relapse_up","PANK2;BID;SOD2;GCLM;BNIP3;PPA2;PRELID1;MUL1;BAX;SLC25A33;BCL2;CLIC1;SOD1;GCLC",52,""
"GO_BP","Cycling_TALL_blast_like","regulation of mitochondrial membrane potential",TRUE,1.01846611702465,0.660319530485817,"relapse_up","BCL2;SLC25A33;ABCD1;MUL1;CLIC1;LIPA;PPA2;BCL2L1;GCLM;PRELID1;MFN1;BAK1;SOD2;ADORA2A",53,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of mitochondrial membrane potential",TRUE,1.01542530900952,0.717386054551463,"relapse_up","PPA2;BCL2;PRELID1;SOD1;CDKN2A;ARL6IP5;PANK2;SOD2;TUSC2;MTLN;BNIP3;BID;BAX;BAK1;PPIF;GCLM;PARK7",43,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of mitochondrial membrane potential",TRUE,1.26124694203637,0.558419366127868,"relapse_up","SLC25A33;PPA2;BID;GCLM;SOD2;PRELID1;PANK2;MUL1;BCL2;ABCD1;BAX;SOD1;LIPA;SPART;CDKN2A;BNIP3;CLIC1",58,""
"GO_BP","CNV_high_top25_candidate","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway",TRUE,1.38404677040289,0.424531417719429,"relapse_up","ACAA2;HIP1R;SLC25A5;MUL1;SIVA1;IER3;SLC25A6",18,""
"GO_BP","CNV_high_top50_candidate","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway",TRUE,1.38984357514607,0.460915689558906,"relapse_up","ACAA2;HIP1R;SIVA1;MUL1;IER3;SLC25A6;SLC25A5;GCLC",19,""
"GO_BP","Cycling_TALL_blast_like","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway",TRUE,1.04122128674348,0.682307747413427,"relapse_up","ACAA2;MUL1;IER3;HIP1R;BCL2L1;SLC25A6;BAK1",20,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway",TRUE,1.30182948889259,0.453798441393204,"relapse_up","ACAA2;CHCHD10",15,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway",TRUE,1.38968977373239,0.478311881744604,"relapse_up","ACAA2;SLC25A6;SIVA1;MUL1;SLC25A4;IER3;HIP1R",20,""
"GO_BP","CNV_high_top25_candidate","regulation of mitochondrial transcription",FALSE,NA,NA,"untested","",8,""
"GO_BP","CNV_high_top50_candidate","regulation of mitochondrial transcription",FALSE,NA,NA,"untested","",8,""
"GO_BP","Cycling_TALL_blast_like","regulation of mitochondrial transcription",FALSE,NA,NA,"untested","",8,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of mitochondrial transcription",FALSE,NA,NA,"untested","",8,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of mitochondrial transcription",FALSE,NA,NA,"untested","",8,""
"GO_BP","CNV_high_top25_candidate","regulation of mitochondrial translation",TRUE,0.849570519910482,0.886939846438579,"relapse_up","MPV17L2;TRUB2;CDK5RAP1;TACO1;ALKBH1;MTG2",24,""
"GO_BP","CNV_high_top50_candidate","regulation of mitochondrial translation",TRUE,0.955400270688613,0.784173341677096,"relapse_up","MPV17L2;TACO1;FASTKD3;TRUB2;CDK5RAP1;LRPPRC;FASTKD2;TRMT10C",25,""
"GO_BP","Cycling_TALL_blast_like","regulation of mitochondrial translation",TRUE,0.485427758467717,1,"relapse_up","TACO1;ALKBH1;FASTKD2;NSUN3;MALSU1;LRPPRC;TRMT10C;TRUB2;CDK5RAP1",25,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of mitochondrial translation",TRUE,0.939727563890309,0.793131506788238,"relapse_up","CDK5RAP1;TACO1;SHMT2;COA3;TRMT10C;FASTKD2;C1QBP;TSFM",22,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of mitochondrial translation",TRUE,0.94342102493222,0.812413816878103,"relapse_up","TACO1;MPV17L2;FASTKD3;TRUB2;LRPPRC;FASTKD2;CDK5RAP1;COA3;MRPS27;ALKBH1;TRMT10C;MALSU1;RCC1L",25,""
"GO_BP","CNV_high_top25_candidate","regulation of mitochondrion organization",TRUE,1.25118462528822,0.435097419931224,"relapse_up","ACAA2;SPIRE1;MTCH2;RALA;HIP1R;BID;TFRC;BAX;SLC25A5;PRELID1;PRMT6;TNFSF10;MUL1;BIK;AKT1;SIVA1;IER3;GHITM",84,""
"GO_BP","CNV_high_top50_candidate","regulation of mitochondrion organization",TRUE,1.20086609427255,0.514558713972292,"relapse_up","ACAA2;SPIRE1;RALA;MTCH2;TFRC;BID;BIK;TNFSF10;BNIP3;PRELID1;HIP1R;SIVA1;MUL1;BAX;IER3;SSBP1;PRMT6;SLC25A6;SLC25A5;PARL;PSMD10;GCLC;HUWE1",91,""
"GO_BP","Cycling_TALL_blast_like","regulation of mitochondrion organization",TRUE,1.02885949854817,0.657948341732219,"relapse_up","BIK;SPIRE1;TFRC;ACAA2;RALA;TNFSF10;MUL1;BCL2L11;GOLPH3;IER3;DDHD1;HIP1R;BCL2L1;SIRT7;YME1L1;PRELID1;SLC25A6;BBC3;PLD6;HUWE1;EP300;BAK1",94,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of mitochondrion organization",TRUE,1.30246499728935,0.301533360961459,"relapse_up","ACAA2;CHCHD10;TNFSF10;PRELID1;RALA;SQSTM1;FAM162A;FXN;BBC3;SSBP1;LMNA;BNIP3;BID;HIP1R;ZDHHC6;BAX;BAK1;PLSCR3;PARL;SLC25A6;MTCH2;SIVA1;PPIF;MYO19",72,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of mitochondrion organization",TRUE,1.2802738257676,0.478311881744604,"relapse_up","ACAA2;SPIRE1;BIK;CLU;RALA;TNFSF10;TFRC;BID;PLD6;MTCH2;PRELID1;SLC25A6;SIVA1;PRMT6;MUL1;SLC25A4;SSBP1;IER3;HIP1R;BAX",99,""
"GO_BP","CNV_high_top25_candidate","regulation of mitophagy",TRUE,0.790527494459235,0.950211834483155,"relapse_up","VDAC1;SLC25A5;MUL1;HTRA2;USP36;UBE2A;CSNK2A2;PARL;TIGAR;VPS13C;HUWE1;CDC37",35,""
"GO_BP","CNV_high_top50_candidate","regulation of mitophagy",TRUE,0.730274400084087,0.961421509728283,"relapse_up","VDAC1;MUL1;UBE2A;USP36;SLC25A5;PARL;VPS13C;HUWE1;TIGAR;CSNK2A2;SLC25A4;TOMM7;FKBP8;FBXO7;HIF1A;EIF2AK1",38,""
"GO_BP","Cycling_TALL_blast_like","regulation of mitophagy",TRUE,0.824992204901294,0.882757193371447,"relapse_up","USP36;MUL1;RNF41;TIGAR;VPS13C;FBXO7;HUWE1;HIF1A;PARL;TOMM7;VDAC1;USP30",39,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of mitophagy",TRUE,0.691588554263566,1,"relapse_up","TOMM7;VDAC1;TIGAR;USP36;EIF2AK1;PARL;HIF1A;UBE2A",34,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of mitophagy",TRUE,0.939270780228748,0.812971438245562,"relapse_up","VDAC1;USP36;MUL1;SLC25A4;UBE2A;VPS13C;PARL;TIGAR;HUWE1;TOMM7;CSNK2A2;FKBP8",40,""
"GO_BP","CNV_high_top25_candidate","regulation of oxidative phosphorylation",TRUE,-0.822444667214139,0.913119737026575,"relapse_down","TNF;SNCA",16,""
"GO_BP","CNV_high_top50_candidate","regulation of oxidative phosphorylation",TRUE,0.719420928394874,0.942545138067949,"relapse_up","DNAJC15;COX7A2L;SLC25A33;ATP7A;COX7A2;ABCD1;PPIF",16,""
"GO_BP","Cycling_TALL_blast_like","regulation of oxidative phosphorylation",TRUE,1.03972972223098,0.656062607650924,"relapse_up","SLC25A33;ABCD1;COX7A2L;DNAJC15",16,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of oxidative phosphorylation",TRUE,0.485260528243405,1,"relapse_up","COX7A2;SHMT2;PPIF;ATP7A;PINK1;UQCC2;DNAJC15",13,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of oxidative phosphorylation",TRUE,1.03592777340623,0.739203216541113,"relapse_up","SLC25A33;DNAJC15;COX7A2L;ABCD1",16,""
"GO_BP","CNV_high_top25_candidate","regulation of oxidative phosphorylation uncoupler activity",FALSE,NA,NA,"untested","",2,""
"GO_BP","CNV_high_top50_candidate","regulation of oxidative phosphorylation uncoupler activity",FALSE,NA,NA,"untested","",2,""
"GO_BP","Cycling_TALL_blast_like","regulation of oxidative phosphorylation uncoupler activity",FALSE,NA,NA,"untested","",2,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of oxidative phosphorylation uncoupler activity",FALSE,NA,NA,"untested","",2,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of oxidative phosphorylation uncoupler activity",FALSE,NA,NA,"untested","",2,""
"GO_BP","CNV_high_top25_candidate","regulation of proteasomal ubiquitin-dependent protein catabolic process",TRUE,1.03843365358627,0.684727849216135,"relapse_up","UBQLN4;TRIB2;MAPK9;NKD2;TLK2;HECTD1;MDM2;KEAP1;UBE2K;SMARCC1;AKT1;SIRT6;PLK3;SUMO1;SUMO2;FBXO22;PARK7;CSNK2A2;EIF3H;AXIN1;BAG5;TRIB3;CSNK2A1;HSP90AB1;UCHL5;RCHY1;TAF9;DDA1;RBX1;USP9X;N4BP1;TAF1",104,""
"GO_BP","CNV_high_top50_candidate","regulation of proteasomal ubiquitin-dependent protein catabolic process",TRUE,0.908375553373951,0.879397161290323,"relapse_up","NKD2;TRIB2;UBE2K;TLK2;AXIN2;MDM2;SMARCC1;KEAP1;SUMO1;MAPK9;FBXO22;PLK3;RBX1;HSPBP1;SUMO2;HECTD1;AXIN1;PSMD10;GCLC;ELOB;CSNK1D;HSP90AB1;XPO1;DDA1;EIF3H;SIRT6;CSNK2A2;PHF20L1;RYBP;CSNK2A1;TRIB3;AKT1;CSNK1A1;CCAR2;SIRT1;TRIM39;BAG5;N4BP1",108,""
"GO_BP","Cycling_TALL_blast_like","regulation of proteasomal ubiquitin-dependent protein catabolic process",TRUE,1.09692172830932,0.556104047449526,"relapse_up","TRIB3;AXIN2;SOCS5;CSNK1D;UBE2K;NKD2;HECTD1;SMAD7;USP9X;PSEN1;SIRT1;PHF20L1;RYBP;OGT;TRIM39;N4BP1;TLK2;TAF1;USP7;MAPK9;EIF3H;TRIB2;NUB1;USP38;NOP53;MDM2;STYX;CSNK1A1;RBX1;CSNK2A1;ZYG11B;SUMO2;RPL11;RCHY1;PSMD10",110,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of proteasomal ubiquitin-dependent protein catabolic process",TRUE,-0.949930565164289,0.809966152282288,"relapse_down","MAP1A;CBFA2T3;PIAS1;OGT;SIRT6;CSNK1E;USP5;GSK3B;GNA12;FHIT;TAF9;FBXW8;SOCS4;CSNK2A1",93,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of proteasomal ubiquitin-dependent protein catabolic process",TRUE,1.02997398319276,0.732830453700574,"relapse_up","NKD2;CLU;CEBPA;UBE2K;FBXO22;TLK2;RBX1;AXIN2;MDM2;SMARCC1;SUMO2;TRIB2;HSPBP1;TRIB3;SUMO1;MAPK9;PHF20L1;EIF3H;XPO1;KEAP1;PSMD10;USP9X;PLK3;HSP90AB1;CSNK2A2;PANO1;HECTD1;ELOB;SH3RF3;SIRT1;UCHL5;CSNK1D;CSNK2A1;GCLC;CSNK1A1;UFL1;RPL11;RYBP;CCAR2;DDA1;SOCS5;NOP53",113,""
"GO_BP","CNV_high_top25_candidate","regulation of proteasome assembly",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top50_candidate","regulation of proteasome assembly",FALSE,NA,NA,"untested","",1,""
"GO_BP","Cycling_TALL_blast_like","regulation of proteasome assembly",FALSE,NA,NA,"untested","",1,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of proteasome assembly",FALSE,NA,NA,"untested","",1,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of proteasome assembly",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top25_candidate","regulation of protein K48-linked deubiquitination",FALSE,NA,NA,"untested","",3,""
"GO_BP","CNV_high_top50_candidate","regulation of protein K48-linked deubiquitination",FALSE,NA,NA,"untested","",3,""
"GO_BP","Cycling_TALL_blast_like","regulation of protein K48-linked deubiquitination",FALSE,NA,NA,"untested","",3,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of protein K48-linked deubiquitination",FALSE,NA,NA,"untested","",3,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of protein K48-linked deubiquitination",FALSE,NA,NA,"untested","",3,""
"GO_BP","CNV_high_top25_candidate","regulation of protein K48-linked ubiquitination",FALSE,NA,NA,"untested","",6,""
"GO_BP","CNV_high_top50_candidate","regulation of protein K48-linked ubiquitination",FALSE,NA,NA,"untested","",6,""
"GO_BP","Cycling_TALL_blast_like","regulation of protein K48-linked ubiquitination",FALSE,NA,NA,"untested","",6,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of protein K48-linked ubiquitination",FALSE,NA,NA,"untested","",6,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of protein K48-linked ubiquitination",FALSE,NA,NA,"untested","",6,""
"GO_BP","CNV_high_top25_candidate","regulation of protein K63-linked deubiquitination",FALSE,NA,NA,"untested","",2,""
"GO_BP","CNV_high_top50_candidate","regulation of protein K63-linked deubiquitination",FALSE,NA,NA,"untested","",2,""
"GO_BP","Cycling_TALL_blast_like","regulation of protein K63-linked deubiquitination",FALSE,NA,NA,"untested","",2,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of protein K63-linked deubiquitination",FALSE,NA,NA,"untested","",2,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of protein K63-linked deubiquitination",FALSE,NA,NA,"untested","",2,""
"GO_BP","CNV_high_top25_candidate","regulation of protein K63-linked ubiquitination",TRUE,1.30611332097615,0.513195553712289,"relapse_up","UBE2V2;PTPN22;UBE2V1;DDX3X",10,""
"GO_BP","CNV_high_top50_candidate","regulation of protein K63-linked ubiquitination",TRUE,1.20006930532939,0.625049847504495,"relapse_up","UBE2V2;PTPN22;UBE2V1;DDX3X",11,""
"GO_BP","Cycling_TALL_blast_like","regulation of protein K63-linked ubiquitination",TRUE,1.51996565834907,0.265938308405447,"relapse_up","PTPN22;DDX3X;BIRC2;UBE2V1;RIPK2",11,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of protein K63-linked ubiquitination",TRUE,0.921764071246286,0.809966152282288,"relapse_up","UBE2V2;BIRC2;UBE2V1;UBE2N;DDX3X;PTPN22",10,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of protein K63-linked ubiquitination",TRUE,1.08173371248267,0.721930961991617,"relapse_up","PTPN22;UBE2V2;UBE2V1;DDX3X",11,""
"GO_BP","CNV_high_top25_candidate","regulation of protein autoubiquitination",FALSE,NA,NA,"untested","",3,""
"GO_BP","CNV_high_top50_candidate","regulation of protein autoubiquitination",FALSE,NA,NA,"untested","",3,""
"GO_BP","Cycling_TALL_blast_like","regulation of protein autoubiquitination",FALSE,NA,NA,"untested","",3,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of protein autoubiquitination",FALSE,NA,NA,"untested","",3,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of protein autoubiquitination",FALSE,NA,NA,"untested","",3,""
"GO_BP","CNV_high_top25_candidate","regulation of protein deubiquitination",TRUE,-1.00496375089042,0.764797953520638,"relapse_down","UBXN1;DNAJB2;ZC3H12A;ITCH;VCP",11,""
"GO_BP","CNV_high_top50_candidate","regulation of protein deubiquitination",TRUE,-0.682315040450021,0.95413303538749,"relapse_down","UBXN1;DNAJB2;VCP;ITCH;TNIP1;ZC3H12A",11,""
"GO_BP","Cycling_TALL_blast_like","regulation of protein deubiquitination",TRUE,1.03901023378743,0.679492957535475,"relapse_up","TRIM21;ITCH;NOP53;ZC3H12A",11,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of protein deubiquitination",TRUE,0.78190791943802,0.938692085478316,"relapse_up","TNIP1;PARK7;ZC3H12A;TANK",11,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of protein deubiquitination",TRUE,-0.955252215188296,0.794493898221895,"relapse_down","DNAJB2;UBXN1;VCP",11,""
"GO_BP","CNV_high_top25_candidate","regulation of protein linear polyubiquitination",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top50_candidate","regulation of protein linear polyubiquitination",FALSE,NA,NA,"untested","",1,""
"GO_BP","Cycling_TALL_blast_like","regulation of protein linear polyubiquitination",FALSE,NA,NA,"untested","",1,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of protein linear polyubiquitination",FALSE,NA,NA,"untested","",1,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of protein linear polyubiquitination",FALSE,NA,NA,"untested","",2,""
"GO_BP","CNV_high_top25_candidate","regulation of protein monoubiquitination",FALSE,NA,NA,"untested","",6,""
"GO_BP","CNV_high_top50_candidate","regulation of protein monoubiquitination",FALSE,NA,NA,"untested","",6,""
"GO_BP","Cycling_TALL_blast_like","regulation of protein monoubiquitination",FALSE,NA,NA,"untested","",6,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of protein monoubiquitination",FALSE,NA,NA,"untested","",5,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of protein monoubiquitination",FALSE,NA,NA,"untested","",6,""
"GO_BP","CNV_high_top25_candidate","regulation of protein polyubiquitination",TRUE,0.930893442364449,0.806229114066858,"relapse_up","UBE2V2;PTPN22;UBE2V1;DDX3X;PPIA;NMI;SKP2;UBE2D1",19,""
"GO_BP","CNV_high_top50_candidate","regulation of protein polyubiquitination",TRUE,0.970137448386709,0.791357605623087,"relapse_up","UBE2V2;PTPN22;UBE2V1;DDX3X;PPIA;UBE2D1;NMI",21,""
"GO_BP","Cycling_TALL_blast_like","regulation of protein polyubiquitination",TRUE,0.999547509804398,0.707416015015533,"relapse_up","PTPN22;DDX3X;BIRC2;UBE2V1;RIPK2",21,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of protein polyubiquitination",TRUE,1.05325058161939,0.687912979949671,"relapse_up","UBE2V2;UBE2D1;BIRC2;TCF25;UBE2V1;SKP2;PPIA;UBE2N;DDX3X;PTPN22",19,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of protein polyubiquitination",TRUE,-0.92325983396539,0.825605105509412,"relapse_down","GPS2;TCF25;GABARAP",22,""
"GO_BP","CNV_high_top25_candidate","regulation of protein processing involved in protein targeting to mitochondrion",FALSE,NA,NA,"untested","",0,""
"GO_BP","CNV_high_top50_candidate","regulation of protein processing involved in protein targeting to mitochondrion",FALSE,NA,NA,"untested","",1,""
"GO_BP","Cycling_TALL_blast_like","regulation of protein processing involved in protein targeting to mitochondrion",FALSE,NA,NA,"untested","",1,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of protein processing involved in protein targeting to mitochondrion",FALSE,NA,NA,"untested","",0,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of protein processing involved in protein targeting to mitochondrion",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top25_candidate","regulation of protein targeting to mitochondrion",TRUE,0.951823416359214,0.80791209665094,"relapse_up","TOMM70;UBE2D3;HTRA2;USP36;UBE2J2;CSNK2A2;NPEPPS;PARL;UBE2L3;HUWE1;LMAN1;RHOU",35,""
"GO_BP","CNV_high_top50_candidate","regulation of protein targeting to mitochondrion",TRUE,0.586589941091809,1,"relapse_up","UBE2J2;USP36;PARL;UBE2D3;TOMM70;HUWE1;CSNK2A2;NPEPPS;LMAN1;UBE2L3;TOMM7",36,""
"GO_BP","Cycling_TALL_blast_like","regulation of protein targeting to mitochondrion",TRUE,-0.760284894504227,0.945002202185714,"relapse_down","MICALL2;SREBF1;C11orf65;SAE1",38,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of protein targeting to mitochondrion",TRUE,1.05518568560931,0.671097833077453,"relapse_up","TOMM7;CDKN2A;UBE2J2;USP36;ARIH2;SAE1;UBE2L3;TOMM70;PARL;UBE2D3;VPS11;BAG4;LMAN1",35,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of protein targeting to mitochondrion",TRUE,-0.610948714245222,1,"relapse_down","SREBF1;MICALL2;C11orf65;PINK1;HSPA1L;LEPROT",40,""
"GO_BP","CNV_high_top25_candidate","regulation of protein ubiquitination",TRUE,0.931259157214236,0.875065692141233,"relapse_up","MALT1;PER2;BEX1;UBE2V2;CHP1;MAPK9;AIMP2;PTPN22;UBE2V1;TGFBR1;GTPBP4;DDX3X;NDFIP2;GNL3L;BEX2;BEX3;DERL1;AKT1;MAD2L2;DCUN1D1;ARRB1;UBE2S;LAPTM5;RASSF5;PPIA;SKP1;PHF23;PARK7;HDAC3;AXIN1;NMI;SKP2;RPS7;BAG5;WDR48;UBE2D1;TRIB3;UBXN2A;HSP90AB1;MAD2L1;RCHY1;SIAH2;RBX1;DTX3L;N4BP1;TAF1;FANCI;UBE2L3;NDFIP1;IVNS1ABP;HUWE1;ANGPT1;FBXO5;HSP90AA1;RPL23;CENPS;RPL5;RBCK1;RPS3;BEX4;RPS2;FBXO4;TRIM44;RNF111;CUL3;ARRDC3;RPL11;WNK1;UBE3A",166,""
"GO_BP","CNV_high_top50_candidate","regulation of protein ubiquitination",TRUE,0.880769896471815,0.913014711587521,"relapse_up","PER2;MALT1;BEX2;UBE2V2;AIMP2;PTPN22;GTPBP4;BEX3;BEX1;UBE2V1;ARRDC3;DDX3X;DERL1;NDFIP2;MTBP;CHP1;IVNS1ABP;MAPK9;RASSF5;PPIA;UBE2D1;UBE2S;RBX1;DCUN1D1;HSPBP1;NMI;PHF23;AXIN1;PSMD10;GCLC;GNL3L;HUWE1;TSPYL5;DTX3L;SKP1;UBE3A;RPS7;HSP90AB1;BEX4;U2AF2;UBXN2A;FBXO33;SKP2;RPL23;MAD2L2;RPS2",172,""
"GO_BP","Cycling_TALL_blast_like","regulation of protein ubiquitination",TRUE,0.953815723797174,0.7636342147531,"relapse_up","BEX2;TRIB3;GTPBP4;PTPN22;DDX3X;FYN;MALT1;BIRC2;ARRDC3;BEX4;IVNS1ABP;UBE2V1;RIPK2;CUL3;SMAD7;NDFIP2;PER2;PSEN1;DERL1;TSPYL5;SIAH2;OGT;NDFIP1;DCUN1D1;RASSF5;XIAP;N4BP1;ANGPT1;SIRT7;TAF1;MAPK9;UBE3A;NMI;HUWE1;RPS7;RNF111;AIMP2;RPL5;MYCBP2;GNL3L;TGFBR1;RBX1;ARRDC4;WDR48;BEX3;RBCK1;CHP1;UBE2V2;VPS28;RPS3;TNFAIP3;RPL11;RCHY1;TRIM44;PSMD10;UBE2L3;PEF1;RPS2;BTRC;UBXN2A;DTX3L;PRMT3",173,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of protein ubiquitination",TRUE,0.872601977271589,0.946502935959096,"relapse_up","SMAD7;FYN;MALT1;UBE2V2;FBXO5;TNFAIP3;SQSTM1;RPS3;RPS2;RASSF5;UBE2D1;BAG2;RPS7;RBX1;DERL1;LAPTM5;AIMP2;FANCI;BIRC2;CDKN2A;IVNS1ABP;GTPBP4;RPL11;NSMCE3;UBXN2A;CBLB;TGFBR1;RPL23;PINX1;TCF25;UBE2V1;HSPA5",151,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of protein ubiquitination",TRUE,0.85353291352419,0.93827337809925,"relapse_up","PER2;MALT1;BEX2;GTPBP4;PTPN22;TSPYL5;UBE2V2;BEX3;BEX1;UBE2V1;NDFIP2;AIMP2;DDX3X;DCUN1D1;IVNS1ABP;ARRDC3;NMI;RBX1;TGFBR1;DERL1;RPS7;HSPBP1;TRIB3;PPIA;UBXN2A;RPS3;RPS2;MTBP;UBE2D1;MAPK9;CDKN2A;HUWE1;RPL5;RPL23;PSMD10;CHP1;UBE3A",174,""
"GO_BP","CNV_high_top25_candidate","regulation of reactive oxygen species biosynthetic process",TRUE,0.872236264524226,0.875065692141233,"relapse_up","SLC18A2;SLC5A3;SLC25A33;SOD2;CYBA;RAB27A",25,""
"GO_BP","CNV_high_top50_candidate","regulation of reactive oxygen species biosynthetic process",TRUE,0.790367303549665,0.920305154792419,"relapse_up","SLC18A2;SOD2;SLC5A3;ARG2;SLC25A33;TRAP1",26,""
"GO_BP","Cycling_TALL_blast_like","regulation of reactive oxygen species biosynthetic process",TRUE,1.22891034593646,0.450389090008973,"relapse_up","SLC25A33;ABCD1;FYN;SLC18A2;CFLAR;SLC5A3",28,""
"GO_BP","Quiescent_CD44_high_TALL_like","regulation of reactive oxygen species biosynthetic process",TRUE,1.0604676413255,0.676326066089389,"relapse_up","TRAP1;FYN;CYBA;RAB27A;SOD2",18,""
"GO_BP","broad_T_lineage_candidate_malignant","regulation of reactive oxygen species biosynthetic process",TRUE,0.862974040438257,0.86461043305684,"relapse_up","SLC18A2;SLC5A3;SLC25A33;SOD2",29,""
"GO_BP","CNV_high_top25_candidate","regulation of reactive oxygen species metabolic process",TRUE,-0.918050779926438,0.867870634420947,"relapse_down","ALOX5;TNF;PRKCE;TSPO;HDAC6;TYROBP;SNCA;PLCG2;BCR;SIRT3;PRKCD;ABCB7;PTK2B;SYK;SIRT2;TP53;FBLN5;RIPK3;RNF41;G6PD;MPV17;PIKFYVE;PPARA;CLCN3;ZC3H12A;PDK3;ATG5;DHRS4;PINK1;CTNS;PRDX2;COQ7;COA8;NFE2L2;GSTP1;CFLAR;GADD45A;TGFBR2",94,""
